version_group_id,pokemon_id,base_experience
10,48,75
10,49,138
10,50,81
10,51,153
10,52,69
10,53,148
10,54,80
10,55,174
10,56,74
10,57,149
10,58,91
10,59,213
10,60,77
10,61,131
10,62,185
10,63,75
10,64,145
10,65,186
10,66,75
10,67,146
10,68,193
10,69,84
10,70,151
10,71,191
10,72,105
10,73,205
10,74,73
10,75,134
10,76,177
10,77,152
10,78,192
10,79,99
10,80,164
10,81,89
10,82,161
10,83,94
10,84,96
10,85,158
10,86,100
10,87,176
10,88,90
10,89,157
10,90,97
10,91,203
10,92,95
10,93,126
10,94,190
10,95,108
10,96,102
10,97,165
10,98,115
10,99,206
10,100,103
10,101,150
10,102,98
10,103,212
10,104,87
10,105,124
10,106,139
10,107,140
10,108,127
10,109,114
10,110,173
10,111,135
10,112,204
10,113,255
10,114,166
10,115,175
10,116,83
10,117,155
10,118,111
10,119,170
10,120,106
10,121,207
10,122,136
10,123,187
10,124,137
10,125,156
10,126,167
10,127,200
10,128,211
10,129,20
10,130,214
10,131,219
10,132,61
10,133,92
10,134,196
10,135,197
10,136,198
10,137,130
10,138,99
10,139,199
10,140,99
10,141,199
10,142,202
10,143,154
10,144,215
10,145,216
10,146,217
10,147,67
10,148,144
10,149,218
10,150,220
10,151,64
10,152,64
10,153,141
10,154,208
10,155,65
10,156,142
10,157,209
10,158,66
10,159,143
10,160,210
10,161,57
10,162,116
10,163,58
10,164,162
10,165,54
10,166,134
10,167,54
10,168,134
10,169,204
10,170,90
10,171,156
10,172,42
10,173,37
10,174,39
10,175,74
10,176,114
10,177,73
10,178,171
10,179,59
10,180,117
10,181,194
10,182,184
10,183,58
10,184,153
10,185,135
10,186,185
10,187,74
10,188,136
10,189,176
10,190,94
10,191,52
10,192,146
10,193,147
10,194,52
10,195,137
10,196,197
10,197,197
10,198,107
10,199,164
10,200,147
10,201,61
10,202,177
10,203,149
10,204,60
10,205,118
10,206,125
10,207,108
10,208,196
10,209,63
10,210,178
10,211,100
10,212,200
10,213,80
10,214,200
10,215,132
10,216,124
10,217,189
10,218,78
10,219,154
10,220,78
10,221,160
10,222,113
10,223,78
10,224,164
10,225,183
10,226,168
10,227,168
10,228,114
10,229,204
10,230,207
10,231,124
10,232,189
10,233,180
10,234,165
10,235,106
10,236,91
10,237,138
10,238,87
10,239,106
10,240,117
10,241,200
10,242,255
10,243,216
10,244,217
10,245,215
10,246,67
10,247,144
10,248,218
10,249,220
10,250,220
10,251,64
10,252,65
10,253,141
10,254,208
10,255,65
10,256,142
10,257,209
10,258,65
10,259,143
10,260,210
10,261,55
10,262,128
10,263,60
10,264,128
10,265,54
10,266,72
10,267,161
10,268,72
10,269,161
10,270,74
10,271,141
10,272,181
10,273,74
10,274,141
10,275,181
10,276,59
10,277,162
10,278,64
10,279,164
10,280,70
10,281,140
10,282,208
10,283,63
10,284,128
10,285,65
10,286,165
10,287,83
10,288,126
10,289,210
10,290,65
10,291,155
10,292,95
10,293,68
10,294,126
10,295,184
10,296,87
10,297,184
10,298,33
10,299,108
10,300,65
10,301,138
10,302,98
10,303,98
10,304,96
10,305,152
10,306,205
10,307,91
10,308,153
10,309,104
10,310,168
10,311,120
10,312,120
10,313,146
10,314,146
10,315,152
10,316,75
10,317,168
10,318,88
10,319,175
10,320,137
10,321,206
10,322,88
10,323,175
10,324,161
10,325,89
10,326,164
10,327,85
10,328,73
10,329,126
10,330,197
10,331,97
10,332,177
10,333,74
10,334,188
10,335,165
10,336,165
10,337,150
10,338,150
10,339,92
10,340,158
10,341,111
10,342,161
10,343,58
10,344,189
10,345,99
10,346,199
10,347,99
10,348,199
10,349,61
10,350,213
10,351,145
10,352,132
10,353,97
10,354,179
10,355,97
10,356,179
10,357,169
10,358,147
10,359,174
10,360,44
10,361,74
10,362,187
10,363,75
10,364,128
10,365,192
10,366,142
10,367,178
10,368,178
10,369,198
10,370,110
10,371,89
10,372,144
10,373,218
10,374,103
10,375,153
10,376,210
10,377,217
10,378,216
10,379,215
10,380,211
10,381,211
10,382,218
10,383,218
10,384,220
10,385,215
10,386,215
10,387,64
10,388,141
10,389,208
10,390,65
10,391,142
10,392,209
10,393,66
10,394,143
10,395,210
10,396,56
10,397,113
10,398,172
10,399,58
10,400,116
10,401,54
10,402,159
10,403,60
10,404,117
10,405,194
10,406,68
10,407,204
10,408,99
10,409,199
10,410,99
10,411,199
10,412,61
10,413,159
10,414,159
10,415,63
10,416,188
10,417,120
10,418,75
10,419,178
10,420,68
10,421,133
10,422,73
10,423,176
10,424,186
10,425,127
10,426,204
10,427,84
10,428,178
10,429,187
10,430,187
10,431,71
10,432,183
10,433,74
10,434,79
10,435,209
10,436,72
10,437,188
10,438,68
10,439,78
10,440,255
10,441,107
10,442,168
10,443,67
10,444,144
10,445,218
10,446,94
10,447,72
10,448,204
10,449,95
10,450,198
10,451,114
10,452,204
10,453,83
10,454,181
10,455,164
10,456,90
10,457,156
10,458,108
10,459,131
10,460,214
10,461,199
10,462,211
10,463,193
10,464,217
10,465,211
10,466,199
10,467,199
10,468,220
10,469,198
10,470,196
10,471,196
10,472,192
10,473,207
10,474,185
10,475,208
10,476,198
10,477,210
10,478,187
10,479,132
10,480,210
10,481,210
10,482,210
10,483,220
10,484,220
10,485,215
10,486,220
10,487,220
10,488,210
10,489,165
10,490,215
10,491,210
10,492,64
10,493,255
10,10001,145
10,10002,145
10,10003,145
10,10004,215
10,10005,215
10,10006,215
10,10007,159
10,10008,159
10,10009,255
10,10010,255
10,10011,255
10,10012,255
10,10013,255
10,10014,255
10,10015,255
10,10016,255
10,10017,255
10,10018,255
10,10019,255
10,10020,255
10,10021,255
10,10022,255
10,10023,255
10,10024,255
10,10025,255
11,1,64
11,2,141
11,3,208
11,4,65
11,5,142
11,6,209
11,7,66
11,8,143
11,9,210
11,10,53
11,11,72
11,12,160
11,13,52
11,14,71
11,15,159
11,16,55
11,17,113
11,18,172
11,19,57
11,20,116
11,21,58
11,22,162
11,23,62
11,24,147
11,25,82
11,26,122
11,27,93
11,28,163
11,29,59
11,30,117
11,31,194
11,32,60
11,33,118
11,34,195
11,35,68
11,36,129
11,37,63
11,38,178
11,39,76
11,40,109
11,41,54
11,42,171
11,43,78
11,44,132
11,45,184
11,46,70
11,47,128
11,48,75
11,49,138
11,50,81
11,51,153
11,52,69
11,53,148
11,54,80
11,55,174
11,56,74
11,57,149
11,58,91
11,59,213
11,60,77
11,61,131
11,62,185
11,63,75
11,64,145
11,65,186
11,66,75
11,67,146
11,68,193
11,69,84
11,70,151
11,71,191
11,72,105
11,73,205
11,74,73
11,75,134
11,76,177
11,77,152
11,78,192
11,79,99
11,80,164
11,81,89
11,82,161
11,83,94
11,84,96
11,85,158
11,86,100
11,87,176
11,88,90
11,89,157
11,90,97
11,91,203
11,92,95
11,93,126
11,94,190
11,95,108
11,96,102
11,97,165
11,98,115
11,99,206
11,100,103
11,101,150
11,102,98
11,103,212
11,104,87
11,105,124
11,106,139
11,107,140
11,108,127
11,109,114
11,110,173
11,111,135
11,112,204
11,113,255
11,114,166
11,115,175
11,116,83
11,117,155
11,118,111
11,119,170
11,120,106
11,121,207
11,122,136
11,123,187
11,124,137
11,125,156
11,126,167
11,127,200
11,128,211
11,129,20
11,130,214
11,131,219
11,132,61
11,133,92
11,134,196
11,135,197
11,136,198
11,137,130
11,138,99
11,139,199
11,140,99
11,141,199
11,142,202
11,143,154
11,144,215
11,145,216
11,146,217
11,147,67
11,148,144
11,149,218
11,150,220
11,151,64
11,152,64
11,153,141
11,154,208
11,155,65
11,156,142
11,157,209
11,158,66
11,159,143
11,160,210
11,161,57
11,162,116
11,163,58
11,164,162
11,165,54
11,166,134
11,167,54
11,168,134
11,169,204
11,170,90
11,171,156
11,172,42
11,173,37
11,174,39
11,175,74
11,176,114
11,177,73
11,178,171
11,179,59
11,180,117
11,181,194
11,182,184
11,183,58
11,184,153
11,185,135
11,186,185
11,187,74
11,188,136
11,189,176
11,190,94
11,191,52
11,192,146
11,193,147
11,194,52
11,195,137
11,196,197
11,197,197
11,198,107
11,199,164
11,200,147
11,201,61
11,202,177
11,203,149
11,204,60
11,205,118
11,206,125
11,207,108
11,208,196
11,209,63
11,210,178
11,211,100
11,212,200
11,213,80
11,214,200
11,215,132
11,216,124
11,217,189
11,218,78
11,219,154
11,220,78
11,221,160
11,222,113
11,223,78
11,224,164
11,225,183
11,226,168
11,227,168
11,228,114
11,229,204
11,230,207
11,231,124
11,232,189
11,233,180
11,234,165
11,235,106
11,236,91
11,237,138
11,238,87
11,239,106
11,240,117
11,241,200
11,242,255
11,243,216
11,244,217
11,245,215
11,246,67
11,247,144
11,248,218
11,249,220
11,250,220
11,251,64
11,252,65
11,253,141
11,254,208
11,255,65
11,256,142
11,257,209
11,258,65
11,259,143
11,260,210
11,261,55
11,262,128
11,263,60
11,264,128
11,265,54
11,266,72
11,267,161
11,268,72
11,269,161
11,270,74
11,271,141
11,272,181
11,273,74
11,274,141
11,275,181
11,276,59
11,277,162
11,278,64
11,279,164
11,280,70
11,281,140
11,282,208
11,283,63
11,284,128
11,285,65
11,286,165
11,287,83
11,288,126
11,289,210
11,290,65
11,291,155
11,292,95
11,293,68
11,294,126
11,295,184
11,296,87
11,297,184
11,298,33
11,299,108
11,300,65
11,301,138
11,302,98
11,303,98
11,304,96
11,305,152
11,306,205
11,307,91
11,308,153
11,309,104
11,310,168
11,311,120
11,312,120
11,313,146
11,314,146
11,315,152
11,316,75
11,317,168
11,318,88
11,319,175
11,320,137
11,321,206
11,322,88
11,323,175
11,324,161
11,325,89
11,326,164
11,327,85
11,328,73
11,329,126
11,330,197
11,331,97
11,332,177
11,333,74
11,334,188
11,335,165
11,336,165
11,337,150
11,338,150
11,339,92
11,340,158
11,341,111
11,342,161
11,343,58
11,344,189
11,345,99
11,346,199
11,347,99
11,348,199
11,349,61
11,350,213
11,351,145
11,352,132
11,353,97
11,354,179
11,355,97
11,356,179
11,357,169
11,358,147
11,359,174
11,360,44
11,361,74
11,362,187
11,363,75
11,364,128
11,365,192
11,366,142
11,367,178
11,368,178
11,369,198
11,370,110
11,371,89
11,372,144
11,373,218
11,374,103
11,375,153
11,376,210
11,377,217
11,378,216
11,379,215
11,380,211
11,381,211
11,382,218
11,383,218
11,384,220
11,385,215
11,386,215
11,387,64
11,388,141
11,389,208
11,390,65
11,391,142
11,392,209
11,393,66
11,394,143
11,395,210
11,396,56
11,397,113
11,398,172
11,399,58
11,400,116
11,401,54
11,402,159
11,403,60
11,404,117
11,405,194
11,406,68
11,407,204
11,408,99
11,409,199
11,410,99
11,411,199
11,412,61
11,413,159
11,414,159
11,415,63
11,416,188
11,417,120
11,418,75
11,419,178
11,420,68
11,421,133
11,422,73
11,423,176
11,424,186
11,425,127
11,426,204
11,427,84
11,428,178
11,429,187
11,430,187
11,431,71
11,432,183
11,433,74
11,434,79
11,435,209
11,436,72
11,437,188
11,438,68
11,439,78
11,440,255
11,441,107
11,442,168
11,443,67
11,444,144
11,445,218
11,446,94
11,447,72
11,448,204
11,449,95
11,450,198
11,451,114
11,452,204
11,453,83
11,454,181
11,455,164
11,456,90
11,457,156
11,458,108
11,459,131
11,460,214
11,461,199
11,462,211
11,463,193
11,464,217
11,465,211
11,466,199
11,467,199
11,468,220
11,469,198
11,470,196
11,471,196
11,472,192
11,473,207
11,474,185
11,475,208
11,476,198
11,477,210
11,478,187
11,479,132
11,480,210
11,481,210
11,482,210
11,483,220
11,484,220
11,485,215
11,486,220
11,487,220
11,488,210
11,489,165
11,490,215
11,491,210
11,492,64
11,493,255
11,10001,145
11,10002,145
11,10003,145
11,10004,215
11,10005,215
11,10006,215
11,10007,159
11,10008,159
11,10009,255
11,10010,255
11,10011,255
11,10012,255
11,10013,255
11,10014,255
11,10015,255
11,10016,255
11,10017,255
11,10018,255
11,10019,255
11,10020,255
11,10021,255
11,10022,255
11,10023,255
11,10024,255
11,10025,255
11,10026,132
11,10027,132
11,10028,132
11,10029,132
11,10030,132
11,10031,220
11,10032,64
12,1,64
12,2,141
12,3,208
12,4,65
12,5,142
12,6,209
12,7,66
12,8,143
12,9,210
12,10,53
12,11,72
12,12,160
12,13,52
12,14,71
12,15,159
12,16,55
12,17,113
12,18,172
12,19,57
12,20,116
12,21,58
12,22,162
12,23,62
12,24,147
12,25,82
12,26,122
12,27,93
12,28,163
12,29,59
12,30,117
12,31,194
12,32,60
12,33,118
12,34,195
12,35,68
12,36,129
12,37,63
12,38,178
12,39,76
12,40,109
12,41,54
12,42,171
12,43,78
12,44,132
12,45,184
12,46,70
12,47,128
12,48,75
12,49,138
12,50,81
12,51,153
12,52,69
12,53,148
12,54,80
12,55,174
12,56,74
12,57,149
12,58,91
12,59,213
12,60,77
12,61,131
12,62,185
12,63,75
12,64,145
12,65,186
12,66,75
12,67,146
12,68,193
12,69,84
12,70,151
12,71,191
12,72,105
12,73,205
12,74,73
12,75,134
12,76,177
12,77,152
12,78,192
12,79,99
12,80,164
12,81,89
12,82,161
12,83,94
12,84,96
12,85,158
12,86,100
12,87,176
12,88,90
12,89,157
12,90,97
12,91,203
12,92,95
12,93,126
12,94,190
12,95,108
12,96,102
12,97,165
12,98,115
12,99,206
12,100,103
12,101,150
12,102,98
12,103,212
12,104,87
12,105,124
12,106,139
12,107,140
12,108,127
12,109,114
12,110,173
12,111,135
12,112,204
12,113,255
12,114,166
12,115,175
12,116,83
12,117,155
12,118,111
12,119,170
12,120,106
12,121,207
12,122,136
12,123,187
12,124,137
12,125,156
12,126,167
12,127,200
12,128,211
12,129,20
12,130,214
12,131,219
12,132,61
12,133,92
12,134,196
12,135,197
12,136,198
12,137,130
12,138,99
12,139,199
12,140,99
12,141,199
12,142,202
12,143,154
12,144,215
12,145,216
12,146,217
12,147,67
12,148,144
12,149,218
12,150,220
12,151,64
12,152,64
12,153,141
12,154,208
12,155,65
12,156,142
12,157,209
12,158,66
12,159,143
12,160,210
12,161,57
12,162,116
12,163,58
12,164,162
12,165,54
12,166,134
12,167,54
12,168,134
12,169,204
12,170,90
12,171,156
12,172,42
12,173,37
12,174,39
12,175,74
12,176,114
12,177,73
12,178,171
12,179,59
12,180,117
12,181,194
12,182,184
12,183,58
12,184,153
12,185,135
12,186,185
12,187,74
12,188,136
12,189,176
12,190,94
12,191,52
12,192,146
12,193,147
12,194,52
12,195,137
12,196,197
12,197,197
12,198,107
12,199,164
12,200,147
12,201,61
12,202,177
12,203,149
12,204,60
12,205,118
12,206,125
12,207,108
12,208,196
12,209,63
12,210,178
12,211,100
12,212,200
12,213,80
12,214,200
12,215,132
12,216,124
12,217,189
12,218,78
12,219,154
12,220,78
12,221,160
12,222,113
12,223,78
12,224,164
12,225,183
12,226,168
12,227,168
12,228,114
12,229,204
12,230,207
12,231,124
12,232,189
12,233,180
12,234,165
12,235,106
12,236,91
12,237,138
12,238,87
12,239,106
12,240,117
12,241,200
12,242,255
12,243,216
12,244,217
12,245,215
12,246,67
12,247,144
12,248,218
12,249,220
12,250,220
12,251,64
12,252,65
12,253,141
12,254,208
12,255,65
12,256,142
12,257,209
12,258,65
12,259,143
12,260,210
12,261,55
12,262,128
12,263,60
12,264,128
12,265,54
12,266,72
12,267,161
12,268,72
12,269,161
12,270,74
12,271,141
12,272,181
12,273,74
12,274,141
12,275,181
12,276,59
12,277,162
12,278,64
12,279,164
12,280,70
12,281,140
12,282,208
12,283,63
12,284,128
12,285,65
12,286,165
12,287,83
12,288,126
12,289,210
12,290,65
12,291,155
12,292,95
12,293,68
12,294,126
12,295,184
12,296,87
12,297,184
12,298,33
12,299,108
12,300,65
12,301,138
12,302,98
12,303,98
12,304,96
12,305,152
12,306,205
12,307,91
12,308,153
12,309,104
12,310,168
12,311,120
12,312,120
12,313,146
12,314,146
12,315,152
12,316,75
12,317,168
12,318,88
12,319,175
12,320,137
12,321,206
12,322,88
12,323,175
12,324,161
12,325,89
12,326,164
12,327,85
12,328,73
12,329,126
12,330,197
12,331,97
12,332,177
12,333,74
12,334,188
12,335,165
12,336,165
12,337,150
12,338,150
12,339,92
12,340,158
12,341,111
12,342,161
12,343,58
12,344,189
12,345,99
12,346,199
12,347,99
12,348,199
12,349,61
12,350,213
12,351,145
12,352,132
12,353,97
12,354,179
12,355,97
12,356,179
12,357,169
12,358,147
12,359,174
12,360,44
12,361,74
12,362,187
12,363,75
12,364,128
12,365,192
12,366,142
12,367,178
12,368,178
12,369,198
12,370,110
12,371,89
12,372,144
12,373,218
12,374,103
12,375,153
12,376,210
12,377,217
12,378,216
12,379,215
12,380,211
12,381,211
12,382,218
12,383,218
12,384,220
12,385,215
12,386,215
12,387,64
12,388,141
12,389,208
12,390,65
12,391,142
12,392,209
12,393,66
12,394,143
12,395,210
12,396,56
12,397,113
12,398,172
12,399,58
12,400,116
12,401,54
12,402,159
12,403,60
12,404,117
12,405,194
12,406,68
12,407,204
12,408,99
12,409,199
12,410,99
12,411,199
12,412,61
12,413,159
12,414,159
12,415,63
12,416,188
12,417,120
12,418,75
12,419,178
12,420,68
12,421,133
12,422,73
12,423,176
12,424,186
12,425,127
12,426,204
12,427,84
12,428,178
12,429,187
12,430,187
12,431,71
12,432,183
12,433,74
12,434,79
12,435,209
12,436,72
12,437,188
12,438,68
12,439,78
12,440,255
12,441,107
12,442,168
12,443,67
12,444,144
12,445,218
12,446,94
12,447,72
12,448,204
12,449,95
12,450,198
12,451,114
12,452,204
12,453,83
12,454,181
12,455,164
12,456,90
12,457,156
12,458,108
12,459,131
12,460,214
12,461,199
12,462,211
12,463,193
12,464,217
12,465,211
12,466,199
12,467,199
12,468,220
12,469,198
12,470,196
12,471,196
12,472,192
12,473,207
12,474,185
12,475,208
12,476,198
12,477,210
12,478,187
12,479,132
12,480,210
12,481,210
12,482,210
12,483,220
12,484,220
12,485,215
12,486,220
12,487,220
12,488,210
12,489,165
12,490,215
12,491,210
12,492,64
12,493,255
12,10001,145
12,10002,145
12,10003,145
12,10004,215
12,10005,215
12,10006,215
12,10007,159
12,10008,159
12,10009,255
12,10010,255
12,10011,255
12,10012,255
12,10013,255
12,10014,255
12,10015,255
12,10016,255
12,10017,255
12,10018,255
12,10019,255
12,10020,255
12,10021,255
12,10022,255
12,10023,255
12,10024,255
12,10025,255
12,10026,132
12,10027,132
12,10028,132
12,10029,132
12,10030,132
12,10031,220
12,10032,64
12,10033,42
13,1,64
13,2,142
13,3,236
13,4,62
13,5,142
13,6,240
13,7,63
13,8,142
13,9,239
13,10,39
13,11,72
13,12,173
13,13,39
13,14,72
13,15,173
13,16,50
13,17,122
13,18,211
13,19,51
13,20,145
13,21,52
13,22,155
13,23,58
13,24,153
13,25,105
13,26,214
13,27,60
13,28,158
13,29,55
13,30,128
13,31,223
13,32,55
13,33,128
13,34,223
13,35,113
13,36,213
13,37,60
13,38,177
13,39,95
13,40,191
13,41,49
13,42,159
13,43,64
13,44,138
13,45,216
13,46,57
13,47,142
13,48,61
13,49,158
13,50,53
13,51,142
13,52,58
13,53,154
13,54,64
13,55,175
13,56,61
13,57,159
13,58,70
13,59,194
13,60,60
13,61,135
13,62,225
13,63,62
13,64,140
13,65,221
13,66,61
13,67,142
13,68,227
13,69,60
13,70,137
13,71,216
13,72,67
13,73,180
13,74,60
13,75,137
13,76,218
13,77,82
13,78,175
13,79,63
13,80,172
13,81,65
13,82,163
13,83,123
13,84,62
13,85,161
13,86,65
13,87,166
13,88,65
13,89,175
13,90,61
13,91,184
13,92,62
13,93,142
13,94,225
13,95,77
13,96,66
13,97,169
13,98,65
13,99,166
13,100,66
13,101,168
13,102,65
13,103,182
13,104,64
13,105,149
13,106,159
13,107,159
13,108,77
13,109,68
13,110,172
13,111,69
13,112,170
13,113,395
13,114,87
13,115,172
13,116,59
13,117,154
13,118,64
13,119,158
13,120,68
13,121,182
13,122,161
13,123,100
13,124,159
13,125,172
13,126,173
13,127,175
13,128,172
13,129,40
13,130,189
13,131,187
13,132,101
13,133,65
13,134,184
13,135,184
13,136,184
13,137,79
13,138,71
13,139,173
13,140,71
13,141,173
13,142,180
13,143,189
13,144,261
13,145,261
13,146,261
13,147,60
13,148,147
13,149,270
13,150,306
13,151,270
13,152,64
13,153,142
13,154,236
13,155,62
13,156,142
13,157,240
13,158,63
13,159,142
13,160,239
13,161,43
13,162,145
13,163,52
13,164,155
13,165,53
13,166,137
13,167,50
13,168,137
13,169,241
13,170,66
13,171,161
13,172,41
13,173,44
13,174,42
13,175,49
13,176,142
13,177,64
13,178,165
13,179,56
13,180,128
13,181,225
13,182,216
13,183,88
13,184,185
13,185,144
13,186,225
13,187,50
13,188,119
13,189,203
13,190,72
13,191,36
13,192,149
13,193,78
13,194,42
13,195,151
13,196,184
13,197,184
13,198,81
13,199,172
13,200,87
13,201,118
13,202,142
13,203,159
13,204,58
13,205,163
13,206,145
13,207,86
13,208,179
13,209,60
13,210,158
13,211,86
13,212,175
13,213,177
13,214,175
13,215,86
13,216,66
13,217,175
13,218,50
13,219,144
13,220,50
13,221,158
13,222,133
13,223,60
13,224,168
13,225,116
13,226,163
13,227,163
13,228,66
13,229,175
13,230,243
13,231,66
13,232,175
13,233,180
13,234,163
13,235,88
13,236,42
13,237,159
13,238,61
13,239,72
13,240,73
13,241,172
13,242,608
13,243,261
13,244,261
13,245,261
13,246,60
13,247,144
13,248,270
13,249,306
13,250,306
13,251,270
13,252,62
13,253,142
13,254,239
13,255,62
13,256,142
13,257,239
13,258,62
13,259,142
13,260,241
13,261,44
13,262,147
13,263,48
13,264,147
13,265,39
13,266,72
13,267,173
13,268,41
13,269,135
13,270,44
13,271,119
13,272,216
13,273,44
13,274,119
13,275,216
13,276,54
13,277,151
13,278,54
13,279,151
13,280,40
13,281,97
13,282,233
13,283,54
13,284,145
13,285,59
13,286,161
13,287,56
13,288,154
13,289,252
13,290,53
13,291,160
13,292,83
13,293,48
13,294,126
13,295,216
13,296,47
13,297,166
13,298,38
13,299,75
13,300,52
13,301,133
13,302,133
13,303,133
13,304,66
13,305,151
13,306,239
13,307,56
13,308,144
13,309,59
13,310,166
13,311,142
13,312,142
13,313,140
13,314,140
13,315,140
13,316,60
13,317,163
13,318,61
13,319,161
13,320,80
13,321,175
13,322,61
13,323,161
13,324,165
13,325,66
13,326,165
13,327,126
13,328,58
13,329,119
13,330,234
13,331,67
13,332,166
13,333,62
13,334,172
13,335,160
13,336,160
13,337,154
13,338,154
13,339,58
13,340,164
13,341,62
13,342,164
13,343,60
13,344,175
13,345,71
13,346,173
13,347,71
13,348,173
13,349,40
13,350,189
13,351,147
13,352,154
13,353,59
13,354,159
13,355,59
13,356,159
13,357,161
13,358,149
13,359,163
13,360,52
13,361,60
13,362,168
13,363,58
13,364,144
13,365,239
13,366,69
13,367,170
13,368,170
13,369,170
13,370,116
13,371,60
13,372,147
13,373,270
13,374,60
13,375,147
13,376,270
13,377,261
13,378,261
13,379,261
13,380,270
13,381,270
13,382,302
13,383,302
13,384,306
13,385,270
13,386,270
13,387,64
13,388,142
13,389,236
13,390,62
13,391,142
13,392,240
13,393,63
13,394,142
13,395,239
13,396,49
13,397,119
13,398,214
13,399,50
13,400,144
13,401,39
13,402,134
13,403,53
13,404,127
13,405,235
13,406,56
13,407,227
13,408,70
13,409,173
13,410,70
13,411,173
13,412,45
13,413,148
13,414,148
13,415,49
13,416,166
13,417,142
13,418,66
13,419,173
13,420,55
13,421,158
13,422,65
13,423,166
13,424,169
13,425,70
13,426,174
13,427,70
13,428,168
13,429,173
13,430,177
13,431,62
13,432,158
13,433,57
13,434,66
13,435,168
13,436,60
13,437,175
13,438,58
13,439,62
13,440,110
13,441,144
13,442,170
13,443,60
13,444,144
13,445,270
13,446,78
13,447,57
13,448,184
13,449,66
13,450,184
13,451,66
13,452,175
13,453,60
13,454,172
13,455,159
13,456,66
13,457,161
13,458,69
13,459,67
13,460,173
13,461,179
13,462,241
13,463,180
13,464,241
13,465,187
13,466,243
13,467,243
13,468,245
13,469,180
13,470,184
13,471,184
13,472,179
13,473,239
13,474,241
13,475,233
13,476,184
13,477,236
13,478,168
13,479,154
13,480,261
13,481,261
13,482,261
13,483,306
13,484,306
13,485,270
13,486,302
13,487,306
13,488,270
13,489,216
13,490,270
13,491,270
13,492,270
13,493,324
13,494,270
13,495,28
13,496,145
13,497,238
13,498,28
13,499,146
13,500,238
13,501,28
13,502,145
13,503,238
13,504,51
13,505,147
13,506,55
13,507,130
13,508,221
13,509,56
13,510,156
13,511,63
13,512,174
13,513,63
13,514,174
13,515,63
13,516,174
13,517,58
13,518,170
13,519,53
13,520,125
13,521,215
13,522,59
13,523,174
13,524,56
13,525,137
13,526,227
13,527,63
13,528,149
13,529,66
13,530,178
13,531,390
13,532,61
13,533,142
13,534,227
13,535,59
13,536,134
13,537,225
13,538,163
13,539,163
13,540,62
13,541,133
13,542,221
13,543,52
13,544,126
13,545,214
13,546,56
13,547,168
13,548,56
13,549,168
13,550,161
13,551,58
13,552,123
13,553,229
13,554,63
13,555,168
13,556,161
13,557,65
13,558,166
13,559,70
13,560,171
13,561,172
13,562,61
13,563,169
13,564,71
13,565,173
13,566,71
13,567,177
13,568,66
13,569,166
13,570,66
13,571,179
13,572,60
13,573,165
13,574,58
13,575,137
13,576,221
13,577,58
13,578,130
13,579,221
13,580,61
13,581,166
13,582,61
13,583,138
13,584,241
13,585,67
13,586,166
13,587,150
13,588,63
13,589,173
13,590,59
13,591,162
13,592,67
13,593,168
13,594,165
13,595,64
13,596,165
13,597,61
13,598,171
13,599,60
13,600,154
13,601,234
13,602,55
13,603,142
13,604,232
13,605,67
13,606,170
13,607,55
13,608,130
13,609,234
13,610,64
13,611,144
13,612,243
13,613,61
13,614,170
13,615,170
13,616,61
13,617,173
13,618,165
13,619,70
13,620,179
13,621,170
13,622,61
13,623,169
13,624,68
13,625,172
13,626,172
13,627,70
13,628,179
13,629,74
13,630,179
13,631,169
13,632,169
13,633,60
13,634,147
13,635,270
13,636,72
13,637,248
13,638,261
13,639,261
13,640,261
13,641,261
13,642,261
13,643,306
13,644,306
13,645,270
13,646,297
13,647,261
13,648,270
13,649,270
13,10001,147
13,10002,147
13,10003,147
13,10004,270
13,10005,270
13,10006,270
13,10007,148
13,10008,148
13,10009,324
13,10010,324
13,10011,324
13,10012,324
13,10013,324
13,10014,324
13,10015,324
13,10016,324
13,10017,324
13,10018,324
13,10019,324
13,10020,324
13,10021,324
13,10022,324
13,10023,324
13,10024,324
13,10026,182
13,10027,182
13,10028,182
13,10029,182
13,10030,182
13,10031,306
13,10032,270
13,10034,161
13,10035,189
13,10036,270
14,1,64
14,2,142
14,3,236
14,4,62
14,5,142
14,6,240
14,7,63
14,8,142
14,9,239
14,10,39
14,11,72
14,12,173
14,13,39
14,14,72
14,15,173
14,16,50
14,17,122
14,18,211
14,19,51
14,20,145
14,21,52
14,22,155
14,23,58
14,24,153
14,25,105
14,26,214
14,27,60
14,28,158
14,29,55
14,30,128
14,31,223
14,32,55
14,33,128
14,34,223
14,35,113
14,36,213
14,37,60
14,38,177
14,39,95
14,40,191
14,41,49
14,42,159
14,43,64
14,44,138
14,45,216
14,46,57
14,47,142
14,48,61
14,49,158
14,50,53
14,51,142
14,52,58
14,53,154
14,54,64
14,55,175
14,56,61
14,57,159
14,58,70
14,59,194
14,60,60
14,61,135
14,62,225
14,63,62
14,64,140
14,65,221
14,66,61
14,67,142
14,68,227
14,69,60
14,70,137
14,71,216
14,72,67
14,73,180
14,74,60
14,75,137
14,76,218
14,77,82
14,78,175
14,79,63
14,80,172
14,81,65
14,82,163
14,83,123
14,84,62
14,85,161
14,86,65
14,87,166
14,88,65
14,89,175
14,90,61
14,91,184
14,92,62
14,93,142
14,94,225
14,95,77
14,96,66
14,97,169
14,98,65
14,99,166
14,100,66
14,101,168
14,102,65
14,103,182
14,104,64
