generation_id,language_id,item_id,description
4,6,193,Actúa como combustible y potencia\nla energía de los movimientos de tipo\nFuego. Debe llevarlo un Pokémon.
4,6,194,Zumo de Bayas 100% natural que\nrestaura 20 PS de un Pokémon.
4,6,195,Su lente aumenta la posibilidad que\ntiene el Pokémon que lo lleva de\nconseguir un golpe crítico.
4,6,196,Película metálica que fortalece\nlos ataques de tipo Acero.\nDebe llevarlo un Pokémon.
4,6,197,Colmillo de gran dureza que refuerza\nlos movimientos de tipo Dragón.\nDebe llevarlo un Pokémon.
4,6,198,Restauran gradualmente los PS\ndel Pokémon que los lleva\ndurante el combate.
4,6,200,Una gruesa y resistente escama que\npueden llevar los Pokémon de tipo\nDragón cuando son capturados.
4,6,202,Reanima completamente a los Pokémon\ndebilitados y restaura todos sus PS.
4,6,203,Poké Ball algo distinta que funciona\nespecialmente bien a la hora de atrapar\nPokémon de mucho peso.
4,6,205,Poké Ball algo distinta que funciona\nespecialmente bien con los Pokémon\nde menor nivel que los nuestros.
4,6,206,"Poké Ball algo distinta, especialmente\nindicada para capturar los Pokémon\nque se han pescado con una Caña."
4,6,207,"Poké Ball algo distinta,\nespecialmente indicada para capturar\nPokémon con Velocidad muy alta."
4,6,208,Asombrosa esfera que debe llevar\nPIKACHU y que aumenta el Ataque\ny el Ataque Especial.
4,6,209,Poké Ball algo distinta que hace más\namistosos a los Pokémon salvajes que\ncapturas con ella.
4,6,210,Poké Ball algo distinta que atrapa con\nmás facilidad los Pokémon que\nevolucionan con la Piedra Lunar.
4,6,211,Poké Ball algo distinta que atrapa mejor\nPokémon de la misma especie que los\nnuestros pero de sexo diferente.
4,6,214,Curiosa piedra que hace evolucionar\na determinadas especies de Pokémon.\nEs roja como el núcleo del sol.
4,6,216,Peculiar dispositivo fabricado en\nSilph S. A. que contiene todo tipo\nde datos.
4,6,219,Objeto que contiene agua y se usa para\nregar las Bayas del Plantabayas.
4,6,220,Poké Ball que se utiliza en el\nConcurso de Captura de Bichos.
4,6,221,Misteriosa ala de un brillante\ncolor arcoíris.
4,6,232,Ataque demoledor que puede\nbajar la Defensa. También puede\ndestrozar piedras resquebrajadas.
4,6,233,Carga contra el rival a una velocidad\nincreíble. También puede usarse\npara remontar una cascada.
4,6,234,Campana de aspecto antiguo que emite\nun sonido que calma el espíritu.
4,6,236,Tarjeta para conseguir puntos con el\nprograma de radio Las contraseñas\nde Buena.
4,6,238,Es algo distinta a las demás. Funciona\nespecialmente bien con los Pokémon\nde tipo Agua y Bicho.
4,6,239,Es algo distinta a las demás. Funciona\nespecialmente bien con los Pokémon\nque viven en el mar.
4,6,240,Es algo distinta a las demás. Funciona\nespecialmente bien con los Pokémon\nsalvajes de menor nivel.
4,6,241,Es algo distinta a las demás. Funciona\nespecialmente bien con los Pokémon\niguales a los que ya has capturado.
4,6,242,Una Poké Ball algo distinta que va\nmejorando su rendimiento con cada\nturno de combate.
4,6,243,Acogedora Poké Ball que hace más\namistosos a los Pokémon salvajes\ncapturados.
4,6,244,Es una Poké Ball muy particular\nque se creó para conmemorar\nalgún acontecimiento.
4,6,245,Dulce típico de Pueblo Lavacalda\nque cura todos los problemas de\nestado de un Pokémon.
4,6,246,Flauta de cristal azul cuya melodía\ndespierta a los Pokémon dormidos.
4,6,247,Flauta de cristal amarillo que espabila\na los Pokémon confusos.
4,6,248,Flauta de cristal rojo que libera\na un Pokémon del enamoramiento.
4,6,249,Flauta de cristal negra cuya melodía\nayuda a reducir las probabilidades de\nencontrarse con Pokémon salvajes.
4,6,250,Flauta de cristal blanca cuya melodía\nayuda a aumentar las probabilidades de\nencontrarse con Pokémon salvajes.
4,6,251,Sal pura y de sabor intenso\nprocedente de las profundidades\nde la Cueva Cardumen.
4,6,252,Hermosa concha marina hallada en lo\nmás profundo de la Cueva Cardumen.\nTiene rayas azules y blancas.
4,6,253,Parece formar parte de algún tipo\nde herramienta antigua.
4,6,254,Parece formar parte de algún tipo\nde herramienta antigua.
4,6,255,Parece formar parte de algún tipo\nde herramienta antigua.
4,6,256,Parece formar parte de algún tipo\nde herramienta antigua.
4,6,257,Nutritiva bebida que aumenta la\nDefensa Especial de un Pokémon.
4,6,258,Aumenta hasta el límite los PP máximos\ndel movimiento que elijas de un Pokémon.
4,6,259,Atrae a los Pokémon y sirve para huir\nde un combate con un Pokémon salvaje.
4,6,260,Bella escama con forma de corazón\nque brilla con los colores del arcoíris.\nEs muy poco común.
4,6,273,Los Pokémon pueden llevarla o usarla\npara recuperarse de la parálisis.
4,6,274,Los Pokémon pueden llevarla o usarla\npara despertar del sueño.
4,6,275,Los Pokémon pueden llevarla o usarla\npara curarse del envenenamiento.
4,6,276,Los Pokémon pueden llevarla o usarla\npara curarse las quemaduras.
4,6,277,Los Pokémon pueden llevarla o usarla\npara descongelarse.
4,6,278,Los Pokémon pueden llevarla o usarla\npara restaurar 10 PP de un movimiento.
4,6,279,Los Pokémon pueden llevarla o usarla\npara restaurar 10 PS.
4,6,280,Los Pokémon pueden llevarla o usarla\npara salir del estado de confusión.
4,6,281,Los Pokémon pueden llevarla o usarla\npara recuperarse de problemas\nde estado.
4,6,282,Los Pokémon pueden llevarla o usarla\npara restaurar algunos PS.
4,6,283,Los Pokémon pueden llevarla o usarla\npara restaurar algunos PS. Su sabor\npicante puede causar confusión.
4,6,284,Los Pokémon pueden llevarla o usarla\npara restaurar algunos PS. Su sabor\nalgo seco puede causar confusión.
4,6,285,Los Pokémon pueden llevarla o usarla\npara restaurar algunos PS. Su sabor\ndulce puede causar confusión.
4,6,286,Los Pokémon pueden llevarla o usarla\npara restaurar algunos PS. Su sabor\namargo puede causar confusión.
4,6,287,Los Pokémon pueden llevarla o usarla\npara restaurar algunos PS. Su sabor\nácido puede causar confusión.
4,6,288,"Uno de los famosos ingredientes para\npreparar Pokochos, los dulces para\nPokémon de la región de Sinnoh."
4,6,289,"Uno de los famosos ingredientes para\npreparar Pokochos, los dulces para\nPokémon de la región de Sinnoh."
4,6,290,"Uno de los famosos ingredientes para\npreparar Pokochos, los dulces para\nPokémon de la región de Sinnoh."
4,6,291,"Uno de los famosos ingredientes para\npreparar Pokochos, los dulces para\nPokémon de la región de Sinnoh."
4,6,292,"Uno de los famosos ingredientes para\npreparar Pokochos, los dulces para\nPokémon de la región de Sinnoh."
4,6,293,"Si la usas con un Pokémon, te ganas\nsu amistad, pero también reduces\nsus PS al subir de nivel."
4,6,294,"Si la usas con un Pokémon, te ganas\nsu amistad, pero también reduces\nsu Ataque al subir de nivel."
4,6,295,"Si la usas con un Pokémon, te ganas\nsu amistad, pero también reduces\nsu Defensa al subir de nivel."
4,6,296,"Si la usas con un Pokémon, te ganas\nsu amistad, pero también reduces\nsu Ataque Especial al subir de nivel."
4,6,297,"Si la usas con un Pokémon, te ganas\nsu amistad, pero también reduces\nsu Defensa Especial al subir de nivel."
4,6,298,"Si la usas con un Pokémon, te ganas\nsu amistad, pero también reduces\nsu Velocidad al subir de nivel."
4,6,299,"Uno de los famosos ingredientes para\npreparar Pokochos, los dulces para\nPokémon de la región de Sinnoh."
4,6,300,"Uno de los famosos ingredientes para\npreparar Pokochos, los dulces para\nPokémon de la región de Sinnoh."
4,6,301,"Uno de los famosos ingredientes para\npreparar Pokochos, los dulces para\nPokémon de la región de Sinnoh."
4,6,302,"Uno de los famosos ingredientes para\npreparar Pokochos, los dulces para\nPokémon de la región de Sinnoh."
4,6,303,"Uno de los famosos ingredientes para\npreparar Pokochos, los dulces para\nPokémon de la región de Sinnoh."
4,6,304,"Uno de los famosos ingredientes para\npreparar Pokochos, los dulces para\nPokémon de la región de Sinnoh."
4,6,305,"Uno de los famosos ingredientes para\npreparar Pokochos, los dulces para\nPokémon de la región de Sinnoh."
4,6,306,"Uno de los famosos ingredientes para\npreparar Pokochos, los dulces para\nPokémon de la región de Sinnoh."
4,6,307,"Uno de los famosos ingredientes para\npreparar Pokochos, los dulces para\nPokémon de la región de Sinnoh."
4,6,308,"Si la lleva un Pokémon, le subirá\nel Ataque en un momento de apuro."
4,6,309,"Si la lleva un Pokémon, le subirá\nla Defensa en un momento de apuro."
4,6,310,"Si la lleva un Pokémon, le subirá\nla Velocidad en un momento de apuro."
4,6,311,"Si la lleva un Pokémon,\nle subirá el Ataque Especial\nen un momento de apuro."
4,6,312,"Si la lleva un Pokémon,\nle subirá la Defensa Especial\nen un momento de apuro."
4,6,313,"Si la lleva un Pokémon, subirá\nsu capacidad de dar un golpe\ncrítico en un momento de apuro."
4,6,314,"Si la lleva un Pokémon, aumenta\ndrásticamente una característica\nen un momento de apuro."
4,6,315,Restaura los PS de un Pokémon\nsi la lleva cuando le alcanza\nun ataque supereficaz.
4,6,316,Restaura cualquier característica\ndebilitada en combate. Solo se puede\nusar una vez. Debe llevarla un Pokémon.
4,6,317,Sólido y pesado brazal que fomenta\nel crecimiento pero reduce la Velocidad.\nDebe llevarlo un Pokémon.
4,6,318,Una campana con un tañido calmante\nque reconforta al Pokémon que la lleva\ny lo vuelve más amistoso.
4,6,319,El Pokémon que la lleve se libera\ndel enamoramiento. Solo puede\nusarse una vez.
4,6,320,Aumenta el Ataque pero solo\npermite usar un tipo de movimiento.\nDebe llevarla un Pokémon.
4,6,321,Un orbe fantástico que debe llevar\nLATIOS o LATIAS. Sube el Ataque\nEspecial y la Defensa Especial.
4,6,322,Tiene el brillo afilado de la plata\ny debe llevarlo CLAMPERL.\nSube el Ataque Especial.
4,6,323,Tiene un débil brillo rosado\ny debe llevarla CLAMPERL.\nSube la Defensa Especial.
4,6,324,La delicadeza del pañuelo fortalece\nlos movimientos de tipo Normal.\nDebe llevarlo un Pokémon.
4,6,325,"Debe llevarla un Pokémon.\nCada vez que este inflija daño,\nrecuperará algunos PS."
4,6,326,Tiene un curioso aroma que potencia\nla energía de los ataques de tipo Agua.\nDebe llevarlo un Pokémon.
4,6,327,Debe llevarlo un Pokémon. Su peculiar\naroma reduce la precisión del rival.
4,6,328,Debe llevarlo un Pokémon. Aumenta\nel carisma en los concursos.
4,6,329,Debe llevarlo un Pokémon. Aumenta\nla belleza en los concursos.
4,6,330,Debe llevarlo un Pokémon. Aumenta\nla dulzura en los concursos.
4,6,331,Debe llevarlo un Pokémon. Aumenta\nel ingenio en los concursos.
4,6,332,Debe llevarlo un Pokémon. Aumenta\nla dureza en los concursos.
4,6,335,Es necesario para participar en\nConcursos Pokémon. Tiene una\nCinta de ganador dibujada.
4,6,344,Esfera carmesí de la que se dice que\nguarda una estrecha relación con las\nleyendas de Hoenn.
4,6,345,"Esfera añil que, según dicen, guarda\nuna estrecha relación con las leyendas\nde Hoenn."
4,6,354,Fósil de un Pokémon ancestral que\nvivió en el fondo del mar. Parece\nser parte de una raíz.
4,6,355,Fósil de un Pokémon ancestral que\nvivió en el fondo del mar. Parece\nser parte de una garra.
4,6,357,Embestida enérgica que también\npuede confundir al enemigo. Puede\nusarse para escalar muros de piedra.
4,6,358,Dispositivo que busca Entrenadores\nlistos para el combate. La batería se\ncarga mientras caminas.
4,6,373,Es algo distinta. Hace que sea\nmás fácil capturar Pokémon\nsalvajes en la oscuridad.
4,6,374,Poké Ball curativa que restaura los PS\nde un Pokémon capturado y cura sus\nproblemas de estado.
4,6,375,Una Poké Ball algo distinta que potencia\nel índice de captura si se usa al inicio\nde un encuentro con Pokémon salvajes.
4,6,376,Es una Poké Ball muy particular\nque se creó para conmemorar\nalgún acontecimiento.
4,6,377,Especialidad de la Vieja Mansión.\nCura los problemas de estado de\nun Pokémon.
4,6,378,"Aumenta la Defensa Especial en\ncombate. Al cambiar de Pokémon,\nel efecto desaparece."
4,6,379,"Su delicioso aroma atrae a Pokémon\nsalvajes si se usa en zonas de hierba\nalta, cuevas o árboles especiales."
4,6,380,"Un fertilizante que se usa en tierra\nsuelta. Acelera el crecimiento de las\nBayas, pero también seca el suelo."
4,6,381,Fertilizante para tierra suelta que\nralentiza el crecimiento de las\nBayas y seca el suelo lentamente.
4,6,382,Fertilizante para tierra suelta que\nretrasa la caída de las Bayas maduras.
4,6,383,Fertilizante para tierra suelta que\nhace que broten más plantas\nnuevas de las plantas marchitas.
4,6,384,Fósil de un Pokémon prehistórico\nterrestre. Parece ser un fragmento\ndel cuello.
4,6,385,Fósil de un Pokémon prehistórico\nterrestre. Parece ser parte de una\ncabeza.
4,6,386,Un hueso de gran valor arqueológico\nque puede alcanzar un alto precio en\nlas tiendas.
4,6,387,Una piedra peculiar que hace\nevolucionar a algunos Pokémon.\nTiene un brillo espectacular.
4,6,388,Una piedra peculiar que hace\nevolucionar a algunos Pokémon.\nEs oscura como la noche.
4,6,389,Una piedra peculiar que hace\nevolucionar a algunos Pokémon.\nBrilla como un lucero.
4,6,390,Una piedra peculiar que hace\nevolucionar a algunos Pokémon.\nTiene forma de huevo.
4,6,391,Vital para impedir que una torre de\npiedra se derrumbe. A veces se\noyen voces en su interior.
4,6,392,Una esfera brillante que potencia\nlos movimientos de tipo Acero y Dragón.\nDebe llevarla DIALGA.
4,6,393,Una bonita esfera que potencia\nlos movimientos de tipo Dragón y Agua.\nDebe llevarla PALKIA.
4,6,394,Carta con un estampado de hierba.\nHaz que la entregue un Pokémon.
4,6,395,Carta con los colores del fuego.\nHaz que la entregue un Pokémon.
4,6,396,Carta con una imagen de burbujas.\nHaz que la entregue un Pokémon.
4,6,397,Carta con un bonito estampado floral.\nHaz que la entregue un Pokémon.
4,6,398,Carta con la imagen de una mina de\ncarbón poco iluminada. Haz que la\nentregue un Pokémon.
4,6,399,Carta con un estupendo diseño de\nestilo industrial. Haz que la entregue\nun Pokémon.
4,6,400,Carta con un estampado de corazones.\nHaz que la entregue un Pokémon.
4,6,401,Carta con la imagen de un bonito mundo\ncubierto de nieve. Haz que la entregue\nun Pokémon.
4,6,402,Carta con la imagen de una galaxia.\nHaz que la entregue un Pokémon.
4,6,403,Carta con el diseño tradicional del\ncorreo aéreo. Haz que la entregue\nun Pokémon.
4,6,404,Carta con un mosaico de arcoíris.\nHaz que la entregue un Pokémon.
4,6,405,Carta con la imagen de una pared\nde ladrillos. Haz que la entregue\nun Pokémon.
4,6,406,"Si la lleva un Pokémon, debilita ataques\nsupereficaces de tipo Fuego."
4,6,407,"Si la lleva un Pokémon, debilita ataques\nsupereficaces de tipo Agua."
4,6,408,"Si la lleva un Pokémon, debilita ataques\nsupereficaces de tipo Eléctrico."
4,6,409,"Si la lleva un Pokémon, debilita ataques\nsupereficaces de tipo Planta."
4,6,410,"Si la lleva un Pokémon, debilita ataques\nsupereficaces de tipo Hielo."
4,6,411,"Si la lleva un Pokémon, debilita ataques\nsupereficaces de tipo Lucha."
4,6,412,"Si la lleva un Pokémon, debilita ataques\nsupereficaces de tipo Veneno."
4,6,413,"Si la lleva un Pokémon, debilita ataques\nsupereficaces de tipo Tierra."
4,6,414,"Si la lleva un Pokémon, debilita ataques\nsupereficaces de tipo Volador."
4,6,415,"Si la lleva un Pokémon, debilita ataques\nsupereficaces de tipo Psíquico."
4,6,416,"Si la lleva un Pokémon, debilita ataques\nsupereficaces de tipo Bicho."
4,6,417,"Si la lleva un Pokémon, debilita ataques\nsupereficaces de tipo Roca."
4,6,418,"Si la lleva un Pokémon, debilita ataques\nsupereficaces de tipo Fantasma."
4,6,419,"Si la lleva un Pokémon, debilita ataques\nsupereficaces de tipo Dragón."
4,6,420,"Si la lleva un Pokémon, debilita ataques\nsupereficaces de tipo Siniestro."
4,6,421,"Si la lleva un Pokémon, debilita ataques\nsupereficaces de tipo Acero."
4,6,422,"Si la lleva un Pokémon, debilita ataques\nde tipo Normal de un enemigo."
4,6,423,"Cuando la lleve un Pokémon,\nle subirá la precisión de un movimiento\nen un momento de apuro."
4,6,424,El Pokémon que la lleve podrá actuar\nen primer lugar una vez cuando se\nencuentre en un momento de apuro.
4,6,425,"Si la lleva un Pokémon cuando\nun enemigo lanza un ataque físico,\neste también recibirá daño."
4,6,426,"Si la lleva un Pokémon cuando\nun enemigo lanza un Ataque Especial,\neste también recibirá daño."
4,6,427,Debe llevarla un Pokémon. Aumenta\nligeramente la precisión de los\nmovimientos.
4,6,428,Cinta de pelo que aumenta ligeramente\nla potencia de los movimientos físicos.\nDebe llevarla un Pokémon.
4,6,429,Potencian ligeramente los movimientos\nespeciales. Debe llevarlas un Pokémon.
4,6,430,Potencia ligeramente los movimientos\nsupereficaces. Debe llevarla\nun Pokémon.
4,6,431,Prolonga la duración de barreras\ncomo Reflejo y Pantalla de Luz.\nDebe llevarla un Pokémon.
4,6,432,"Potencia los movimientos, pero\nconsume PS con cada ataque.\nDebe llevarla un Pokémon."
4,6,433,Permite el uso inmediato de cualquier\nmovimiento en el primer turno. Es de un\nsolo uso y debe llevarla un Pokémon.
4,6,434,Extraña esfera que envenena\ngravemente a quien la usa en\ncombate. Debe llevarla un Pokémon.
4,6,435,Extraña esfera que causa quemaduras\na quien la usa en combate. Debe\nllevarla un Pokémon.
4,6,436,Este polvo fino pero de gran\nfuerza potencia la Velocidad.\nDebe llevarlo DITTO.
4,6,437,"Si el Pokémon que la lleva tiene los\nPS al máximo, resistirá un golpe que\npotencialmente lo deja K.O. con un PS."
4,6,438,"Debe llevarlo un Pokémon. Si se mueve\ndespués del enemigo, aumenta el índice\nde precisión del Pokémon."
4,6,439,Potencia un movimiento que se use de\nforma consecutiva. Pero el efecto se\npierde si se emplea otro movimiento.
4,6,440,Reduce la Velocidad. Los Pokémon que\nlevitan y los de tipo Volador se tornan\nsensibles a movimientos de Tierra.
4,6,441,Es muy pesada y hace que\nel Pokémon que la lleva se mueva\nmás lento de lo normal.
4,6,442,Un hilo largo y delgado de color rojo\nque transmite el enamoramiento del\nPokémon que lo lleva a su rival.
4,6,443,Restaura gradualmente los PS\nde los Pokémon de tipo Veneno\ny daña a todos los demás.
4,6,444,Prolonga la duración del movimiento\nGranizo que use el Pokémon\nque la lleva.
4,6,445,Prolonga la duración del movimiento\nTormenta Arena que use el Pokémon\nque la lleva.
4,6,446,Prolonga la duración del movimiento\nDía Soleado que use el Pokémon\nque la lleva.
4,6,447,Prolonga la duración del movimiento\nDanza Lluvia que use el Pokémon\nque la lleva.
4,6,448,Prolonga la duración de ataques\nmultiturno como Atadura y Repetición.\nDebe llevarla un Pokémon.
4,6,449,"Debe llevarlo un Pokémon. Potencia\nla Velocidad, pero solo permite usar\nun tipo de movimiento."
4,6,450,Daña en cada turno al Pokémon que\nla lleva y también puede dañar a los\nenemigos que toquen al Pokémon.
4,6,451,"Ayuda a ganar Ataque al subir de\nnivel, pero reduce la Velocidad.\nDebe llevarlo un Pokémon."
4,6,452,"Ayuda a ganar Defensa al subir de\nnivel, pero reduce la Velocidad.\nDebe llevarlo un Pokémon."
4,6,453,"Ayuda a ganar Ataque Especial al subir\nde nivel, pero reduce la Velocidad.\nDebe llevarla un Pokémon."
4,6,454,"Ayuda a ganar Defensa Especial al subir\nde nivel, pero reduce la Velocidad.\nDebe llevarla un Pokémon."
4,6,455,"Ayuda a ganar Velocidad al subir de\nnivel, pero reduce la Velocidad en\ncombate. Debe llevarla un Pokémon."
4,6,456,"Ayuda a conseguir más PS al subir de\nnivel, pero reduce la Velocidad. Debe\nllevarla un Pokémon."
4,6,457,"En combate, esta concha desechada\nsirve para que un Pokémon se cambie\npor otro que no esté combatiendo."
4,6,458,Potencia los movimientos que roban\nPS. Debe llevarla un Pokémon.
4,6,459,Potencian el Ataque Especial pero solo\npermiten usar un tipo de movimiento.\nDebe llevarlas un Pokémon.
4,6,460,Tabla de piedra que potencia\nlos movimientos de tipo Fuego.\nDebe llevarla un Pokémon.
4,6,461,Tabla de piedra que potencia\nlos movimientos de tipo Agua.\nDebe llevarla un Pokémon.
4,6,462,Tabla de piedra que potencia\nlos movimientos de tipo Eléctrico.\nDebe llevarla un Pokémon.
4,6,463,Tabla de piedra que potencia\nlos movimientos de tipo Planta.\nDebe llevarla un Pokémon.
4,6,464,Tabla de piedra que potencia\nlos movimientos de tipo Hielo.\nDebe llevarla un Pokémon.
4,6,465,Tabla de piedra que potencia\nlos movimientos de tipo Lucha.\nDebe llevarla un Pokémon.
4,6,466,Tabla de piedra que potencia\nlos movimientos de tipo Veneno.\nDebe llevarla un Pokémon.
4,6,467,Tabla de piedra que potencia\nlos movimientos de tipo Tierra.\nDebe llevarla un Pokémon.
4,6,468,Tabla de piedra que potencia\nlos movimientos de tipo Volador.\nDebe llevarla un Pokémon.
4,6,469,Tabla de piedra que potencia\nlos movimientos de tipo Psíquico.\nDebe llevarla un Pokémon.
4,6,470,Tabla de piedra que potencia\nlos movimientos de tipo Bicho.\nDebe llevarla un Pokémon.
4,6,471,Tabla de piedra que potencia\nlos movimientos de tipo Roca.\nDebe llevarla un Pokémon.
4,6,472,Tabla de piedra que potencia\nlos movimientos de tipo Fantasma.\nDebe llevarla un Pokémon.
4,6,473,Tabla de piedra que potencia\nlos movimientos de tipo Dragón.\nDebe llevarla un Pokémon.
4,6,474,Tabla de piedra que potencia\nlos movimientos de tipo Siniestro.\nDebe llevarla un Pokémon.
4,6,475,Tabla de piedra que potencia\nlos movimientos de tipo Acero.\nDebe llevarla un Pokémon.
4,6,476,Incienso de exótico aroma que fortalece\nlos movimientos de tipo Psíquico.\nDebe llevarlo un Pokémon.
4,6,477,Incienso de exótico aroma que fortalece\nlos movimientos de tipo Roca.\nDebe llevarlo un Pokémon.
4,6,478,Exótica sustancia aromática que hace\nque el Pokémon que la lleva se mueva\nmás despacio.
4,6,479,Incienso exótico que fortalece los\nmovimientos de tipo Agua. Debe\nllevarlo un Pokémon.
4,6,480,Incienso de exótico aroma que fortalece\nlos movimientos de tipo Planta.\nDebe llevarlo un Pokémon.
4,6,481,"Incienso de aroma exótico. Si el\nPokémon que lo lleva participa en\nun combate, duplica las ganancias."
4,6,482,"Si lo lleva el primer Pokémon del\nequipo, los Pokémon salvajes se\nacercarán con menos frecuencia."
4,6,483,Dispositivo de protección muy pesado.\nAlgunos Pokémon lo adoran.
4,6,484,Este dispositivo contiene una gran\ncantidad de energía eléctrica.\nAlgunos Pokémon lo adoran.
4,6,485,Esta caja contiene una enorme\ncantidad de energía magmática.\nAlgunos Pokémon lo adoran.
4,6,486,Dispositivo transparente que contiene\ndatos misteriosos. Es de fabricante\ndesconocido.
4,6,487,Tela imbuida de una energía\nespiritual muy potente. Algunos\nPokémon la adoran.
4,6,488,Aumenta la probabilidad de que\nel Pokémon que la lleva consiga\nun golpe crítico.
4,6,489,"Si lo lleva un Pokémon cuando hiere\na un rival, puede hacerle retroceder."
4,6,490,"Quien lo usa se posa y descansa,\nlo que restaura sus PS hasta la mitad\nde sus PS máximos."
4,6,491,Quien lo usa ataca con toda su energía.\nTambién puede bajar la Defensa\nEspecial del enemigo si lo alcanza.
4,6,492,Quien lo usa extrae energía de la\nnaturaleza y la lanza contra su rival.\nPuede reducir la Defensa Especial.
4,6,493,Ataque controlado que impide que\nel enemigo se debilite. Deja al objetivo\ncon un mínimo de un PS.
4,6,494,"Si los PS del rival bajan a menos\nde la mitad, este ataque lo alcanzará\ncon el doble de potencia."
4,6,495,Quien lo usa ataca al enemigo arrojando\nel objeto que lleve. La potencia y los \nefectos dependen del objeto arrojado.
4,6,496,Quien lo usa ataca con una descarga\neléctrica y puede usar la electricidad\nrestante para subir su Ataque Especial.
4,6,497,Quien lo usa resiste a cualquier ataque\ny se queda con un PS. Puede fallar si\nse usa varias veces seguidas.
4,6,498,Ataca al enemigo con una onda\nexpansiva que se genera en la\nboca de quien lo usa.
4,6,499,Un golpe que absorbe energía. Quien lo\nusa recupera en PS la mitad del daño\nque ha causado a su objetivo.
4,6,500,Lanza una siniestra llamarada\nblanco azulada que provoca quemaduras\nal adversario.
4,6,501,Ataca al enemigo con un vendaval de\npolvo de escamas. Puede subir todas\nlas características de quien lo usa.
4,6,502,Impide que el rival use el objeto que\nlleva y que su Entrenador use objetos\nen él.
4,6,503,"Quien lo usa explosiona en combate\ne inflige daño a todos los Pokémon.\nLuego, se debilita."
4,6,504,Quien lo usa ataca con una afilada\ngarra de sombras. Su índice de golpe\ncrítico es muy alto.
4,6,505,"Quien lo usa se carga de energía y\nluego ataca. Y si ataca después del\nenemigo, dobla la potencia del ataque."
4,6,506,Quien lo usa recicla un objeto de un\nsolo uso que ya haya utilizado en\ncombate.
4,6,507,Quien lo usa carga contra el enemigo\nusando toda su energía y en el turno\nsiguiente tiene que descansar.
4,6,508,Quien lo usa reduce la resistencia\nque ofrece su cuerpo y gana en\nVelocidad.
4,6,509,Lanza una luz cegadora que reduce\nla precisión del enemigo. También\npuede usarse para iluminar cuevas.
4,6,510,Apuñala al enemigo desde abajo con\npiedras afiladas. Su índice de golpe\ncrítico es muy alto.
4,6,511,Un movimiento de ataque que inflige el\ndoble de daño si quien lo usa ha sido\nherido por el enemigo en ese turno.
4,6,512,Débil descarga eléctrica que se lanza\ncontra el enemigo y causa parálisis\nsi es certera.
4,6,513,"Quien lo usa ataca al enemigo como\nun remolino. Cuanto más lento sea\nquien lo usa, más daño causa."
4,6,514,Danza frenética que eleva el espíritu\ncombativo. Aumenta drásticamente\nel Ataque de quien lo usa.
4,6,515,Tiende una trampa de piedras que\nrodean al enemigo. Daña a los rivales\nque se incorporan al combate.
4,6,516,Quien lo usa se hipnotiza y copia\ncualquier cambio que haya en las\ncaracterísticas de su rival.
4,6,517,"Si el enemigo es del sexo opuesto,\nsu Ataque Especial caerá\ndrásticamente."
4,6,518,Quien lo usa desprende una terrible\naura imbuida de pensamientos oscuros.\nPuede hacer retroceder al objetivo.
4,6,519,Arroja grandes rocas contra el enemigo\npara infligir daño. También puede\nhacer retroceder al objetivo.
4,6,520,Ataca al enemigo con cuchillas o garras\nque se cruzan a modo de tijera.
4,6,521,Quien lo usa mientras duerme utiliza\nal azar uno de los movimientos que\nha aprendido.
4,6,522,Quien lo usa extrae energía de la Baya\nque lleva para atacar. Esta determina\nel tipo y la potencia del ataque.
4,6,523,Ataca al enemigo con un tentáculo o\nbrazo impregnado de veneno y puede\nllegar a envenenarlo.
4,6,524,Solo funciona con enemigos dormidos.\nAbsorbe la mitad del daño causado para\nrestaurar los PS de quien lo usa.
4,6,525,"Atrapa al enemigo con hierbas y lo\nderriba. Cuanto más pesado sea\nel enemigo, más daño causa."
4,6,526,"Envuelve al enemigo en confusión, pero\ntambién sube marcadamente su Ataque."
4,6,527,"Ataca picoteando al rival. Si este tiene\nuna Baya, se la arrebata y se beneficia\nde sus efectos."
4,6,528,"Después de atacar, quien lo usa cambia\nrápidamente su puesto con un compañero\nque no esté combatiendo."
4,6,529,Quien lo usa utiliza parte de sus PS\npara hacer una copia de sí mismo\nque sirve como señuelo.
4,6,530,Quien lo usa concentra toda su energía\nlumínica y la libera en un solo ataque.\nPuede reducir la Def. Especial del rival.
4,6,531,Distorsiona el espacio de forma que los\nPokémon más lentos consiguen moverse\nen primer lugar durante cinco turnos.
4,6,533,Una saca grande y resistente utilizada\npara transportar el botín reunido en\nla mina de carbón.
4,6,534,Recoge las normas de los combates.\nEn los combates enlazados puedes elegir\nel conjunto de reglas que quieres usar.
4,6,535,Busca Pokémon que se esconden\nen la hierba. La batería se recarga\nmientras caminas.
4,6,536,Una tarjeta en la que se registran los\nPuntos de Batalla que has ganado.
4,6,537,"Un cuaderno en el que se recogen, día\na día, los progresos de tu aventura."
4,6,538,Caja en la que se pueden guardar los\nSellos que se aplican a las Cápsulas\nde las Poké Balls.
4,6,539,Cajita para guardar bien organizados\nlos Accesorios Pokémon.
4,6,540,Bolsita con capacidad para diez Sellos\nde los que decoran las Poké Balls.
4,6,541,"Un cuaderno muy práctico en el que\npuedes registrar amigos, claves\nde amigo, etc."
4,6,542,Abre la puerta de la Central\ndel Valle Eólico. La llevaba un recluta\ndel Equipo Galaxia.
