version_group_id,evo_from_id,evo_method_id,evo_into_id,level,item_id,move_id,pokemon_id,type_id,version_id,other_parameter
7,265,12,266,7,\N,\N,\N,\N,\N,0
7,265,13,268,7,\N,\N,\N,\N,\N,0
7,266,4,267,10,\N,\N,\N,\N,\N,0
7,268,4,269,10,\N,\N,\N,\N,\N,0
7,270,4,271,14,\N,\N,\N,\N,\N,0
7,271,8,272,0,84,\N,\N,\N,\N,0
7,273,4,274,14,\N,\N,\N,\N,\N,0
7,274,8,275,0,85,\N,\N,\N,\N,0
7,276,4,277,22,\N,\N,\N,\N,\N,0
7,278,4,279,25,\N,\N,\N,\N,\N,0
7,280,4,281,20,\N,\N,\N,\N,\N,0
7,281,4,282,30,\N,\N,\N,\N,\N,0
7,283,4,284,22,\N,\N,\N,\N,\N,0
7,285,4,286,23,\N,\N,\N,\N,\N,0
7,287,4,288,18,\N,\N,\N,\N,\N,0
7,288,4,289,36,\N,\N,\N,\N,\N,0
7,290,14,291,20,\N,\N,\N,\N,\N,0
7,290,15,292,0,\N,\N,\N,\N,\N,0
7,293,4,294,20,\N,\N,\N,\N,\N,0
7,294,4,295,40,\N,\N,\N,\N,\N,0
7,296,4,297,24,\N,\N,\N,\N,\N,0
7,298,1,183,0,\N,\N,\N,\N,\N,0
7,300,8,301,0,81,\N,\N,\N,\N,0
7,304,4,305,32,\N,\N,\N,\N,\N,0
7,305,4,306,42,\N,\N,\N,\N,\N,0
7,307,4,308,37,\N,\N,\N,\N,\N,0
7,309,4,310,26,\N,\N,\N,\N,\N,0
7,316,4,317,26,\N,\N,\N,\N,\N,0
7,318,4,319,30,\N,\N,\N,\N,\N,0
7,320,4,321,40,\N,\N,\N,\N,\N,0
7,322,4,323,33,\N,\N,\N,\N,\N,0
7,325,4,326,32,\N,\N,\N,\N,\N,0
7,328,4,329,35,\N,\N,\N,\N,\N,0
7,329,4,330,45,\N,\N,\N,\N,\N,0
7,331,4,332,32,\N,\N,\N,\N,\N,0
7,333,4,334,35,\N,\N,\N,\N,\N,0
7,339,4,340,30,\N,\N,\N,\N,\N,0
7,341,4,342,30,\N,\N,\N,\N,\N,0
7,343,4,344,36,\N,\N,\N,\N,\N,0
7,345,4,346,40,\N,\N,\N,\N,\N,0
7,347,4,348,40,\N,\N,\N,\N,\N,0
7,349,16,350,0,\N,\N,\N,\N,\N,170
7,353,4,354,37,\N,\N,\N,\N,\N,0
7,355,4,356,37,\N,\N,\N,\N,\N,0
7,360,4,202,15,\N,\N,\N,\N,\N,0
7,361,4,362,42,\N,\N,\N,\N,\N,0
7,363,4,364,32,\N,\N,\N,\N,\N,0
7,364,4,365,44,\N,\N,\N,\N,\N,0
7,366,6,367,0,226,\N,\N,\N,\N,0
7,366,6,368,0,227,\N,\N,\N,\N,0
7,371,4,372,30,\N,\N,\N,\N,\N,0
7,372,4,373,50,\N,\N,\N,\N,\N,0
7,374,4,375,20,\N,\N,\N,\N,\N,0
7,375,4,376,45,\N,\N,\N,\N,\N,0
8,1,4,2,16,\N,\N,\N,\N,\N,0
8,2,4,3,32,\N,\N,\N,\N,\N,0
8,4,4,5,16,\N,\N,\N,\N,\N,0
8,5,4,6,36,\N,\N,\N,\N,\N,0
8,7,4,8,16,\N,\N,\N,\N,\N,0
8,8,4,9,36,\N,\N,\N,\N,\N,0
8,10,4,11,7,\N,\N,\N,\N,\N,0
8,11,4,12,10,\N,\N,\N,\N,\N,0
8,13,4,14,7,\N,\N,\N,\N,\N,0
8,14,4,15,10,\N,\N,\N,\N,\N,0
8,16,4,17,18,\N,\N,\N,\N,\N,0
8,17,4,18,36,\N,\N,\N,\N,\N,0
8,19,4,20,20,\N,\N,\N,\N,\N,0
8,21,4,22,20,\N,\N,\N,\N,\N,0
8,23,4,24,22,\N,\N,\N,\N,\N,0
8,25,8,26,0,83,\N,\N,\N,\N,0
8,27,4,28,22,\N,\N,\N,\N,\N,0
8,29,4,30,16,\N,\N,\N,\N,\N,0
8,30,8,31,0,81,\N,\N,\N,\N,0
8,32,4,33,16,\N,\N,\N,\N,\N,0
8,33,8,34,0,81,\N,\N,\N,\N,0
8,35,8,36,0,81,\N,\N,\N,\N,0
8,37,8,38,0,82,\N,\N,\N,\N,0
8,39,8,40,0,81,\N,\N,\N,\N,0
8,41,4,42,22,\N,\N,\N,\N,\N,0
8,42,1,169,0,\N,\N,\N,\N,\N,0
8,43,4,44,21,\N,\N,\N,\N,\N,0
8,44,8,45,0,85,\N,\N,\N,\N,0
8,44,8,182,0,80,\N,\N,\N,\N,0
8,46,4,47,24,\N,\N,\N,\N,\N,0
8,48,4,49,31,\N,\N,\N,\N,\N,0
8,50,4,51,26,\N,\N,\N,\N,\N,0
8,52,4,53,28,\N,\N,\N,\N,\N,0
8,54,4,55,33,\N,\N,\N,\N,\N,0
8,56,4,57,28,\N,\N,\N,\N,\N,0
8,58,8,59,0,82,\N,\N,\N,\N,0
8,60,4,61,25,\N,\N,\N,\N,\N,0
8,61,6,186,0,221,\N,\N,\N,\N,0
8,61,8,62,0,84,\N,\N,\N,\N,0
8,63,4,64,16,\N,\N,\N,\N,\N,0
8,64,5,65,0,\N,\N,\N,\N,\N,0
8,66,4,67,28,\N,\N,\N,\N,\N,0
8,67,5,68,0,\N,\N,\N,\N,\N,0
8,69,4,70,21,\N,\N,\N,\N,\N,0
8,70,8,71,0,85,\N,\N,\N,\N,0
8,72,4,73,30,\N,\N,\N,\N,\N,0
8,74,4,75,25,\N,\N,\N,\N,\N,0
8,75,5,76,0,\N,\N,\N,\N,\N,0
8,77,4,78,40,\N,\N,\N,\N,\N,0
8,79,4,80,37,\N,\N,\N,\N,\N,0
8,79,6,199,37,221,\N,\N,\N,\N,0
8,81,4,82,30,\N,\N,\N,\N,\N,0
8,84,4,85,31,\N,\N,\N,\N,\N,0
8,86,4,87,34,\N,\N,\N,\N,\N,0
8,88,4,89,38,\N,\N,\N,\N,\N,0
8,90,8,91,0,84,\N,\N,\N,\N,0
8,92,4,93,25,\N,\N,\N,\N,\N,0
8,93,5,94,0,\N,\N,\N,\N,\N,0
8,95,6,208,0,233,\N,\N,\N,\N,0
8,96,4,97,26,\N,\N,\N,\N,\N,0
8,98,4,99,28,\N,\N,\N,\N,\N,0
8,100,4,101,30,\N,\N,\N,\N,\N,0
8,102,8,103,0,85,\N,\N,\N,\N,0
8,104,4,105,28,\N,\N,\N,\N,\N,0
8,109,4,110,35,\N,\N,\N,\N,\N,0
8,111,4,112,42,\N,\N,\N,\N,\N,0
8,113,1,242,0,\N,\N,\N,\N,\N,0
8,116,4,117,32,\N,\N,\N,\N,\N,0
8,117,6,230,0,235,\N,\N,\N,\N,0
8,118,4,119,33,\N,\N,\N,\N,\N,0
8,120,8,121,0,84,\N,\N,\N,\N,0
8,123,6,212,0,233,\N,\N,\N,\N,0
8,129,4,130,20,\N,\N,\N,\N,\N,0
8,133,2,196,0,\N,\N,\N,\N,\N,0
8,133,3,197,0,\N,\N,\N,\N,\N,0
8,133,8,134,0,84,\N,\N,\N,\N,0
8,133,8,135,0,83,\N,\N,\N,\N,0
8,133,8,136,0,82,\N,\N,\N,\N,0
8,137,6,233,0,252,\N,\N,\N,\N,0
8,138,4,139,40,\N,\N,\N,\N,\N,0
8,140,4,141,40,\N,\N,\N,\N,\N,0
8,147,4,148,30,\N,\N,\N,\N,\N,0
8,148,4,149,55,\N,\N,\N,\N,\N,0
8,152,4,153,16,\N,\N,\N,\N,\N,0
8,153,4,154,32,\N,\N,\N,\N,\N,0
8,155,4,156,14,\N,\N,\N,\N,\N,0
8,156,4,157,36,\N,\N,\N,\N,\N,0
8,158,4,159,18,\N,\N,\N,\N,\N,0
8,159,4,160,30,\N,\N,\N,\N,\N,0
8,161,4,162,15,\N,\N,\N,\N,\N,0
8,163,4,164,20,\N,\N,\N,\N,\N,0
8,165,4,166,18,\N,\N,\N,\N,\N,0
8,167,4,168,22,\N,\N,\N,\N,\N,0
8,170,4,171,27,\N,\N,\N,\N,\N,0
8,172,1,25,0,\N,\N,\N,\N,\N,0
8,173,1,35,0,\N,\N,\N,\N,\N,0
8,174,1,39,0,\N,\N,\N,\N,\N,0
8,175,1,176,0,\N,\N,\N,\N,\N,0
8,177,4,178,25,\N,\N,\N,\N,\N,0
8,179,4,180,15,\N,\N,\N,\N,\N,0
8,180,4,181,30,\N,\N,\N,\N,\N,0
8,183,4,184,18,\N,\N,\N,\N,\N,0
8,187,4,188,18,\N,\N,\N,\N,\N,0
8,188,4,189,27,\N,\N,\N,\N,\N,0
8,191,8,192,0,80,\N,\N,\N,\N,0
8,194,4,195,20,\N,\N,\N,\N,\N,0
8,204,4,205,31,\N,\N,\N,\N,\N,0
8,209,4,210,23,\N,\N,\N,\N,\N,0
8,216,4,217,30,\N,\N,\N,\N,\N,0
8,218,4,219,38,\N,\N,\N,\N,\N,0
8,220,4,221,33,\N,\N,\N,\N,\N,0
8,223,4,224,25,\N,\N,\N,\N,\N,0
8,228,4,229,24,\N,\N,\N,\N,\N,0
8,231,4,232,25,\N,\N,\N,\N,\N,0
8,236,9,106,20,\N,\N,\N,\N,\N,0
8,236,10,237,20,\N,\N,\N,\N,\N,0
8,236,11,107,20,\N,\N,\N,\N,\N,0
8,238,4,124,30,\N,\N,\N,\N,\N,0
8,239,4,125,30,\N,\N,\N,\N,\N,0
8,240,4,126,30,\N,\N,\N,\N,\N,0
8,246,4,247,30,\N,\N,\N,\N,\N,0
8,247,4,248,55,\N,\N,\N,\N,\N,0
8,252,4,253,16,\N,\N,\N,\N,\N,0
8,253,4,254,36,\N,\N,\N,\N,\N,0
8,255,4,256,16,\N,\N,\N,\N,\N,0
8,256,4,257,36,\N,\N,\N,\N,\N,0
8,258,4,259,16,\N,\N,\N,\N,\N,0
8,259,4,260,36,\N,\N,\N,\N,\N,0
8,261,4,262,18,\N,\N,\N,\N,\N,0
8,263,4,264,20,\N,\N,\N,\N,\N,0
8,265,12,266,7,\N,\N,\N,\N,\N,0
8,265,13,268,7,\N,\N,\N,\N,\N,0
8,266,4,267,10,\N,\N,\N,\N,\N,0
8,268,4,269,10,\N,\N,\N,\N,\N,0
8,270,4,271,14,\N,\N,\N,\N,\N,0
8,271,8,272,0,84,\N,\N,\N,\N,0
8,273,4,274,14,\N,\N,\N,\N,\N,0
8,274,8,275,0,85,\N,\N,\N,\N,0
8,276,4,277,22,\N,\N,\N,\N,\N,0
8,278,4,279,25,\N,\N,\N,\N,\N,0
8,280,4,281,20,\N,\N,\N,\N,\N,0
8,281,4,282,30,\N,\N,\N,\N,\N,0
8,283,4,284,22,\N,\N,\N,\N,\N,0
8,285,4,286,23,\N,\N,\N,\N,\N,0
8,287,4,288,18,\N,\N,\N,\N,\N,0
8,288,4,289,36,\N,\N,\N,\N,\N,0
8,290,14,291,20,\N,\N,\N,\N,\N,0
8,290,15,292,0,\N,\N,\N,\N,\N,0
8,293,4,294,20,\N,\N,\N,\N,\N,0
8,294,4,295,40,\N,\N,\N,\N,\N,0
8,296,4,297,24,\N,\N,\N,\N,\N,0
8,298,1,183,0,\N,\N,\N,\N,\N,0
8,300,8,301,0,81,\N,\N,\N,\N,0
8,304,4,305,32,\N,\N,\N,\N,\N,0
8,305,4,306,42,\N,\N,\N,\N,\N,0
8,307,4,308,37,\N,\N,\N,\N,\N,0
8,309,4,310,26,\N,\N,\N,\N,\N,0
8,316,4,317,26,\N,\N,\N,\N,\N,0
8,318,4,319,30,\N,\N,\N,\N,\N,0
8,320,4,321,40,\N,\N,\N,\N,\N,0
8,322,4,323,33,\N,\N,\N,\N,\N,0
8,325,4,326,32,\N,\N,\N,\N,\N,0
8,328,4,329,35,\N,\N,\N,\N,\N,0
8,329,4,330,45,\N,\N,\N,\N,\N,0
8,331,4,332,32,\N,\N,\N,\N,\N,0
8,333,4,334,35,\N,\N,\N,\N,\N,0
8,339,4,340,30,\N,\N,\N,\N,\N,0
8,341,4,342,30,\N,\N,\N,\N,\N,0
8,343,4,344,36,\N,\N,\N,\N,\N,0
8,345,4,346,40,\N,\N,\N,\N,\N,0
8,347,4,348,40,\N,\N,\N,\N,\N,0
8,349,16,350,0,\N,\N,\N,\N,\N,170
8,353,4,354,37,\N,\N,\N,\N,\N,0
8,355,4,356,37,\N,\N,\N,\N,\N,0
8,360,4,202,15,\N,\N,\N,\N,\N,0
8,361,4,362,42,\N,\N,\N,\N,\N,0
8,363,4,364,32,\N,\N,\N,\N,\N,0
8,364,4,365,44,\N,\N,\N,\N,\N,0
8,366,6,367,0,226,\N,\N,\N,\N,0
8,366,6,368,0,227,\N,\N,\N,\N,0
8,371,4,372,30,\N,\N,\N,\N,\N,0
8,372,4,373,50,\N,\N,\N,\N,\N,0
8,374,4,375,20,\N,\N,\N,\N,\N,0
8,375,4,376,45,\N,\N,\N,\N,\N,0
9,1,4,2,16,\N,\N,\N,\N,\N,0
9,2,4,3,32,\N,\N,\N,\N,\N,0
9,4,4,5,16,\N,\N,\N,\N,\N,0
9,5,4,6,36,\N,\N,\N,\N,\N,0
9,7,4,8,16,\N,\N,\N,\N,\N,0
9,8,4,9,36,\N,\N,\N,\N,\N,0
9,10,4,11,7,\N,\N,\N,\N,\N,0
9,11,4,12,10,\N,\N,\N,\N,\N,0
9,13,4,14,7,\N,\N,\N,\N,\N,0
9,14,4,15,10,\N,\N,\N,\N,\N,0
9,16,4,17,18,\N,\N,\N,\N,\N,0
9,17,4,18,36,\N,\N,\N,\N,\N,0
9,19,4,20,20,\N,\N,\N,\N,\N,0
9,21,4,22,20,\N,\N,\N,\N,\N,0
9,23,4,24,22,\N,\N,\N,\N,\N,0
9,25,8,26,0,83,\N,\N,\N,\N,0
9,27,4,28,22,\N,\N,\N,\N,\N,0
9,29,4,30,16,\N,\N,\N,\N,\N,0
9,30,8,31,0,81,\N,\N,\N,\N,0
9,32,4,33,16,\N,\N,\N,\N,\N,0
9,33,8,34,0,81,\N,\N,\N,\N,0
9,35,8,36,0,81,\N,\N,\N,\N,0
9,37,8,38,0,82,\N,\N,\N,\N,0
9,39,8,40,0,81,\N,\N,\N,\N,0
9,41,4,42,22,\N,\N,\N,\N,\N,0
9,42,1,169,0,\N,\N,\N,\N,\N,0
9,43,4,44,21,\N,\N,\N,\N,\N,0
9,44,8,45,0,85,\N,\N,\N,\N,0
9,44,8,182,0,80,\N,\N,\N,\N,0
9,46,4,47,24,\N,\N,\N,\N,\N,0
9,48,4,49,31,\N,\N,\N,\N,\N,0
9,50,4,51,26,\N,\N,\N,\N,\N,0
9,52,4,53,28,\N,\N,\N,\N,\N,0
9,54,4,55,33,\N,\N,\N,\N,\N,0
9,56,4,57,28,\N,\N,\N,\N,\N,0
9,58,8,59,0,82,\N,\N,\N,\N,0
9,60,4,61,25,\N,\N,\N,\N,\N,0
9,61,6,186,0,221,\N,\N,\N,\N,0
9,61,8,62,0,84,\N,\N,\N,\N,0
9,63,4,64,16,\N,\N,\N,\N,\N,0
9,64,5,65,0,\N,\N,\N,\N,\N,0
9,66,4,67,28,\N,\N,\N,\N,\N,0
9,67,5,68,0,\N,\N,\N,\N,\N,0
9,69,4,70,21,\N,\N,\N,\N,\N,0
9,70,8,71,0,85,\N,\N,\N,\N,0
9,72,4,73,30,\N,\N,\N,\N,\N,0
9,74,4,75,25,\N,\N,\N,\N,\N,0
9,75,5,76,0,\N,\N,\N,\N,\N,0
9,77,4,78,40,\N,\N,\N,\N,\N,0
9,79,4,80,37,\N,\N,\N,\N,\N,0
9,79,6,199,37,221,\N,\N,\N,\N,0
9,81,4,82,30,\N,\N,\N,\N,\N,0
9,84,4,85,31,\N,\N,\N,\N,\N,0
9,86,4,87,34,\N,\N,\N,\N,\N,0
9,88,4,89,38,\N,\N,\N,\N,\N,0
9,90,8,91,0,84,\N,\N,\N,\N,0
9,92,4,93,25,\N,\N,\N,\N,\N,0
9,93,5,94,0,\N,\N,\N,\N,\N,0
9,95,6,208,0,233,\N,\N,\N,\N,0
9,96,4,97,26,\N,\N,\N,\N,\N,0
9,98,4,99,28,\N,\N,\N,\N,\N,0
9,100,4,101,30,\N,\N,\N,\N,\N,0
9,102,8,103,0,85,\N,\N,\N,\N,0
9,104,4,105,28,\N,\N,\N,\N,\N,0
9,109,4,110,35,\N,\N,\N,\N,\N,0
9,111,4,112,42,\N,\N,\N,\N,\N,0
9,113,1,242,0,\N,\N,\N,\N,\N,0
9,116,4,117,32,\N,\N,\N,\N,\N,0
9,117,6,230,0,235,\N,\N,\N,\N,0
9,118,4,119,33,\N,\N,\N,\N,\N,0
9,120,8,121,0,84,\N,\N,\N,\N,0
9,123,6,212,0,233,\N,\N,\N,\N,0
9,129,4,130,20,\N,\N,\N,\N,\N,0
9,133,2,196,0,\N,\N,\N,\N,\N,0
9,133,3,197,0,\N,\N,\N,\N,\N,0
9,133,8,134,0,84,\N,\N,\N,\N,0
9,133,8,135,0,83,\N,\N,\N,\N,0
9,133,8,136,0,82,\N,\N,\N,\N,0
9,137,6,233,0,252,\N,\N,\N,\N,0
9,138,4,139,40,\N,\N,\N,\N,\N,0
9,140,4,141,40,\N,\N,\N,\N,\N,0
9,147,4,148,30,\N,\N,\N,\N,\N,0
9,148,4,149,55,\N,\N,\N,\N,\N,0
9,152,4,153,16,\N,\N,\N,\N,\N,0
9,153,4,154,32,\N,\N,\N,\N,\N,0
9,155,4,156,14,\N,\N,\N,\N,\N,0
9,156,4,157,36,\N,\N,\N,\N,\N,0
9,158,4,159,18,\N,\N,\N,\N,\N,0
9,159,4,160,30,\N,\N,\N,\N,\N,0
9,161,4,162,15,\N,\N,\N,\N,\N,0
9,163,4,164,20,\N,\N,\N,\N,\N,0
9,165,4,166,18,\N,\N,\N,\N,\N,0
9,167,4,168,22,\N,\N,\N,\N,\N,0
9,170,4,171,27,\N,\N,\N,\N,\N,0
9,172,1,25,0,\N,\N,\N,\N,\N,0
9,173,1,35,0,\N,\N,\N,\N,\N,0
9,174,1,39,0,\N,\N,\N,\N,\N,0
9,175,1,176,0,\N,\N,\N,\N,\N,0
9,177,4,178,25,\N,\N,\N,\N,\N,0
9,179,4,180,15,\N,\N,\N,\N,\N,0
9,180,4,181,30,\N,\N,\N,\N,\N,0
9,183,4,184,18,\N,\N,\N,\N,\N,0
9,187,4,188,18,\N,\N,\N,\N,\N,0
9,188,4,189,27,\N,\N,\N,\N,\N,0
9,191,8,192,0,80,\N,\N,\N,\N,0
9,194,4,195,20,\N,\N,\N,\N,\N,0
9,204,4,205,31,\N,\N,\N,\N,\N,0
9,209,4,210,23,\N,\N,\N,\N,\N,0
9,216,4,217,30,\N,\N,\N,\N,\N,0
9,218,4,219,38,\N,\N,\N,\N,\N,0
9,220,4,221,33,\N,\N,\N,\N,\N,0
9,223,4,224,25,\N,\N,\N,\N,\N,0
9,228,4,229,24,\N,\N,\N,\N,\N,0
9,231,4,232,25,\N,\N,\N,\N,\N,0
9,236,9,106,20,\N,\N,\N,\N,\N,0
9,236,10,237,20,\N,\N,\N,\N,\N,0
9,236,11,107,20,\N,\N,\N,\N,\N,0
9,238,4,124,30,\N,\N,\N,\N,\N,0
9,239,4,125,30,\N,\N,\N,\N,\N,0
9,240,4,126,30,\N,\N,\N,\N,\N,0
9,246,4,247,30,\N,\N,\N,\N,\N,0
9,247,4,248,55,\N,\N,\N,\N,\N,0
9,252,4,253,16,\N,\N,\N,\N,\N,0
9,253,4,254,36,\N,\N,\N,\N,\N,0
9,255,4,256,16,\N,\N,\N,\N,\N,0
9,256,4,257,36,\N,\N,\N,\N,\N,0
9,258,4,259,16,\N,\N,\N,\N,\N,0
9,259,4,260,36,\N,\N,\N,\N,\N,0
9,261,4,262,18,\N,\N,\N,\N,\N,0
9,263,4,264,20,\N,\N,\N,\N,\N,0
9,265,12,266,7,\N,\N,\N,\N,\N,0
9,265,13,268,7,\N,\N,\N,\N,\N,0
9,266,4,267,10,\N,\N,\N,\N,\N,0
9,268,4,269,10,\N,\N,\N,\N,\N,0
9,270,4,271,14,\N,\N,\N,\N,\N,0
9,271,8,272,0,84,\N,\N,\N,\N,0
9,273,4,274,14,\N,\N,\N,\N,\N,0
9,274,8,275,0,85,\N,\N,\N,\N,0
9,276,4,277,22,\N,\N,\N,\N,\N,0
9,278,4,279,25,\N,\N,\N,\N,\N,0
9,280,4,281,20,\N,\N,\N,\N,\N,0
9,281,4,282,30,\N,\N,\N,\N,\N,0
9,283,4,284,22,\N,\N,\N,\N,\N,0
9,285,4,286,23,\N,\N,\N,\N,\N,0
9,287,4,288,18,\N,\N,\N,\N,\N,0
9,288,4,289,36,\N,\N,\N,\N,\N,0
9,290,14,291,20,\N,\N,\N,\N,\N,0
9,290,15,292,0,\N,\N,\N,\N,\N,0
9,293,4,294,20,\N,\N,\N,\N,\N,0
9,294,4,295,40,\N,\N,\N,\N,\N,0
9,296,4,297,24,\N,\N,\N,\N,\N,0
9,298,1,183,0,\N,\N,\N,\N,\N,0
9,300,8,301,0,81,\N,\N,\N,\N,0
9,304,4,305,32,\N,\N,\N,\N,\N,0
9,305,4,306,42,\N,\N,\N,\N,\N,0
9,307,4,308,37,\N,\N,\N,\N,\N,0
9,309,4,310,26,\N,\N,\N,\N,\N,0
9,316,4,317,26,\N,\N,\N,\N,\N,0
9,318,4,319,30,\N,\N,\N,\N,\N,0
9,320,4,321,40,\N,\N,\N,\N,\N,0
9,322,4,323,33,\N,\N,\N,\N,\N,0
9,325,4,326,32,\N,\N,\N,\N,\N,0
9,328,4,329,35,\N,\N,\N,\N,\N,0
9,329,4,330,45,\N,\N,\N,\N,\N,0
9,331,4,332,32,\N,\N,\N,\N,\N,0
9,333,4,334,35,\N,\N,\N,\N,\N,0
9,339,4,340,30,\N,\N,\N,\N,\N,0
9,341,4,342,30,\N,\N,\N,\N,\N,0
9,343,4,344,36,\N,\N,\N,\N,\N,0
9,345,4,346,40,\N,\N,\N,\N,\N,0
9,347,4,348,40,\N,\N,\N,\N,\N,0
9,349,16,350,0,\N,\N,\N,\N,\N,170
9,353,4,354,37,\N,\N,\N,\N,\N,0
9,355,4,356,37,\N,\N,\N,\N,\N,0
9,360,4,202,15,\N,\N,\N,\N,\N,0
9,361,4,362,42,\N,\N,\N,\N,\N,0
9,363,4,364,32,\N,\N,\N,\N,\N,0
9,364,4,365,44,\N,\N,\N,\N,\N,0
9,366,6,367,0,226,\N,\N,\N,\N,0
9,366,6,368,0,227,\N,\N,\N,\N,0
9,371,4,372,30,\N,\N,\N,\N,\N,0
9,372,4,373,50,\N,\N,\N,\N,\N,0
9,374,4,375,20,\N,\N,\N,\N,\N,0
9,375,4,376,45,\N,\N,\N,\N,\N,0
10,1,4,2,16,\N,\N,\N,\N,\N,0
10,2,4,3,32,\N,\N,\N,\N,\N,0
10,4,4,5,16,\N,\N,\N,\N,\N,0
10,5,4,6,36,\N,\N,\N,\N,\N,0
10,7,4,8,16,\N,\N,\N,\N,\N,0
10,8,4,9,36,\N,\N,\N,\N,\N,0
10,10,4,11,7,\N,\N,\N,\N,\N,0
10,11,4,12,10,\N,\N,\N,\N,\N,0
10,13,4,14,7,\N,\N,\N,\N,\N,0
10,14,4,15,10,\N,\N,\N,\N,\N,0
10,16,4,17,18,\N,\N,\N,\N,\N,0
10,17,4,18,36,\N,\N,\N,\N,\N,0
10,19,4,20,20,\N,\N,\N,\N,\N,0
10,21,4,22,20,\N,\N,\N,\N,\N,0
10,23,4,24,22,\N,\N,\N,\N,\N,0
10,25,8,26,0,83,\N,\N,\N,\N,0
10,27,4,28,22,\N,\N,\N,\N,\N,0
10,29,4,30,16,\N,\N,\N,\N,\N,0
10,30,8,31,0,81,\N,\N,\N,\N,0
10,32,4,33,16,\N,\N,\N,\N,\N,0
10,33,8,34,0,81,\N,\N,\N,\N,0
10,35,8,36,0,81,\N,\N,\N,\N,0
10,37,8,38,0,82,\N,\N,\N,\N,0
10,39,8,40,0,81,\N,\N,\N,\N,0
10,41,4,42,22,\N,\N,\N,\N,\N,0
10,42,1,169,0,\N,\N,\N,\N,\N,0
10,43,4,44,21,\N,\N,\N,\N,\N,0
10,44,8,45,0,85,\N,\N,\N,\N,0
10,44,8,182,0,80,\N,\N,\N,\N,0
10,46,4,47,24,\N,\N,\N,\N,\N,0
10,48,4,49,31,\N,\N,\N,\N,\N,0
10,50,4,51,26,\N,\N,\N,\N,\N,0
10,52,4,53,28,\N,\N,\N,\N,\N,0
10,54,4,55,33,\N,\N,\N,\N,\N,0
10,56,4,57,28,\N,\N,\N,\N,\N,0
10,58,8,59,0,82,\N,\N,\N,\N,0
10,60,4,61,25,\N,\N,\N,\N,\N,0
10,61,6,186,0,221,\N,\N,\N,\N,0
10,61,8,62,0,84,\N,\N,\N,\N,0
10,63,4,64,16,\N,\N,\N,\N,\N,0
10,64,5,65,0,\N,\N,\N,\N,\N,0
10,66,4,67,28,\N,\N,\N,\N,\N,0
10,67,5,68,0,\N,\N,\N,\N,\N,0
10,69,4,70,21,\N,\N,\N,\N,\N,0
10,70,8,71,0,85,\N,\N,\N,\N,0
10,72,4,73,30,\N,\N,\N,\N,\N,0
10,74,4,75,25,\N,\N,\N,\N,\N,0
10,75,5,76,0,\N,\N,\N,\N,\N,0
10,77,4,78,40,\N,\N,\N,\N,\N,0
10,79,4,80,37,\N,\N,\N,\N,\N,0
10,79,6,199,37,221,\N,\N,\N,\N,0
10,81,4,82,30,\N,\N,\N,\N,\N,0
10,82,25,462,0,\N,\N,\N,\N,\N,0
10,84,4,85,31,\N,\N,\N,\N,\N,0
10,86,4,87,34,\N,\N,\N,\N,\N,0
10,88,4,89,38,\N,\N,\N,\N,\N,0
10,90,8,91,0,84,\N,\N,\N,\N,0
10,92,4,93,25,\N,\N,\N,\N,\N,0
10,93,5,94,0,\N,\N,\N,\N,\N,0
10,95,6,208,0,233,\N,\N,\N,\N,0
10,96,4,97,26,\N,\N,\N,\N,\N,0
10,98,4,99,28,\N,\N,\N,\N,\N,0
10,100,4,101,30,\N,\N,\N,\N,\N,0
10,102,8,103,0,85,\N,\N,\N,\N,0
10,104,4,105,28,\N,\N,\N,\N,\N,0
10,108,21,463,0,\N,205,\N,\N,\N,0
10,109,4,110,35,\N,\N,\N,\N,\N,0
10,111,4,112,42,\N,\N,\N,\N,\N,0
10,112,6,464,0,321,\N,\N,\N,\N,0
10,113,1,242,0,\N,\N,\N,\N,\N,0
10,114,21,465,0,\N,246,\N,\N,\N,0
10,116,4,117,32,\N,\N,\N,\N,\N,0
10,117,6,230,0,235,\N,\N,\N,\N,0
10,118,4,119,33,\N,\N,\N,\N,\N,0
10,120,8,121,0,84,\N,\N,\N,\N,0
10,123,6,212,0,233,\N,\N,\N,\N,0
10,125,6,466,0,322,\N,\N,\N,\N,0
10,126,6,467,0,323,\N,\N,\N,\N,0
10,129,4,130,20,\N,\N,\N,\N,\N,0
10,133,2,196,0,\N,\N,\N,\N,\N,0
10,133,3,197,0,\N,\N,\N,\N,\N,0
10,133,8,134,0,84,\N,\N,\N,\N,0
10,133,8,135,0,83,\N,\N,\N,\N,0
10,133,8,136,0,82,\N,\N,\N,\N,0
10,133,26,470,0,\N,\N,\N,\N,\N,0
10,133,27,471,0,\N,\N,\N,\N,\N,0
10,137,6,233,0,252,\N,\N,\N,\N,0
10,138,4,139,40,\N,\N,\N,\N,\N,0
10,140,4,141,40,\N,\N,\N,\N,\N,0
10,147,4,148,30,\N,\N,\N,\N,\N,0
10,148,4,149,55,\N,\N,\N,\N,\N,0
10,152,4,153,16,\N,\N,\N,\N,\N,0
10,153,4,154,32,\N,\N,\N,\N,\N,0
10,155,4,156,14,\N,\N,\N,\N,\N,0
10,156,4,157,36,\N,\N,\N,\N,\N,0
10,158,4,159,18,\N,\N,\N,\N,\N,0
10,159,4,160,30,\N,\N,\N,\N,\N,0
