version_group_id,pokemon_id,slot,type_id
11,309,1,12
11,310,1,12
11,311,1,12
11,312,1,12
11,313,1,6
11,314,1,6
11,315,1,11
11,315,2,3
11,316,1,3
11,317,1,3
11,318,1,10
11,318,2,16
11,319,1,10
11,319,2,16
11,320,1,10
11,321,1,10
11,322,1,9
11,322,2,4
11,323,1,9
11,323,2,4
11,324,1,9
11,325,1,13
11,326,1,13
11,327,1,0
11,328,1,4
11,329,1,4
11,329,2,15
11,330,1,4
11,330,2,15
11,331,1,11
11,332,1,11
11,332,2,16
11,333,1,0
11,333,2,2
11,334,1,15
11,334,2,2
11,335,1,0
11,336,1,3
11,337,1,5
11,337,2,13
11,338,1,5
11,338,2,13
11,339,1,10
11,339,2,4
11,340,1,10
11,340,2,4
11,341,1,10
11,342,1,10
11,342,2,16
11,343,1,4
11,343,2,13
11,344,1,4
11,344,2,13
11,345,1,5
11,345,2,11
11,346,1,5
11,346,2,11
11,347,1,5
11,347,2,6
11,348,1,5
11,348,2,6
11,349,1,10
11,350,1,10
11,351,1,0
11,352,1,0
11,353,1,7
11,354,1,7
11,355,1,7
11,356,1,7
11,357,1,11
11,357,2,2
11,358,1,13
11,359,1,16
11,360,1,13
11,361,1,14
11,362,1,14
11,363,1,14
11,363,2,10
11,364,1,14
11,364,2,10
11,365,1,14
11,365,2,10
11,366,1,10
11,367,1,10
11,368,1,10
11,369,1,10
11,369,2,5
11,370,1,10
11,371,1,15
11,372,1,15
11,373,1,15
11,373,2,2
11,374,1,8
11,374,2,13
11,375,1,8
11,375,2,13
11,376,1,8
11,376,2,13
11,377,1,5
11,378,1,14
11,379,1,8
11,380,1,15
11,380,2,13
11,381,1,15
11,381,2,13
11,382,1,10
11,383,1,4
11,384,1,15
11,384,2,2
11,385,1,8
11,385,2,13
11,386,1,13
11,387,1,11
11,388,1,11
11,389,1,11
11,389,2,4
11,390,1,9
11,391,1,9
11,391,2,1
11,392,1,9
11,392,2,1
11,393,1,10
11,394,1,10
11,395,1,10
11,395,2,8
11,396,1,0
11,396,2,2
11,397,1,0
11,397,2,2
11,398,1,0
11,398,2,2
11,399,1,0
11,400,1,0
11,400,2,10
11,401,1,6
11,402,1,6
11,403,1,12
11,404,1,12
11,405,1,12
11,406,1,11
11,406,2,3
11,407,1,11
11,407,2,3
11,408,1,5
11,409,1,5
11,410,1,5
11,410,2,8
11,411,1,5
11,411,2,8
11,412,1,6
11,413,1,6
11,413,2,11
11,414,1,6
11,414,2,2
11,415,1,6
11,415,2,2
11,416,1,6
11,416,2,2
11,417,1,12
11,418,1,10
11,419,1,10
11,420,1,11
11,421,1,11
11,422,1,10
11,423,1,10
11,423,2,4
11,424,1,0
11,425,1,7
11,425,2,2
11,426,1,7
11,426,2,2
11,427,1,0
11,428,1,0
11,429,1,7
11,430,1,16
11,430,2,2
11,431,1,0
11,432,1,0
11,433,1,13
11,434,1,3
11,434,2,16
11,435,1,3
11,435,2,16
11,436,1,8
11,436,2,13
11,437,1,8
11,437,2,13
11,438,1,5
11,439,1,13
11,440,1,0
11,441,1,0
11,441,2,2
11,442,1,7
11,442,2,16
11,443,1,15
11,443,2,4
11,444,1,15
11,444,2,4
11,445,1,15
11,445,2,4
11,446,1,0
11,447,1,1
11,448,1,1
11,448,2,8
11,449,1,4
11,450,1,4
11,451,1,3
11,451,2,6
11,452,1,3
11,452,2,16
11,453,1,3
11,453,2,1
11,454,1,3
11,454,2,1
11,455,1,11
11,456,1,10
11,457,1,10
11,458,1,10
11,458,2,2
11,459,1,11
11,459,2,14
11,460,1,11
11,460,2,14
11,461,1,16
11,461,2,14
11,462,1,12
11,462,2,8
11,463,1,0
11,464,1,4
11,464,2,5
11,465,1,11
11,466,1,12
11,467,1,9
11,468,1,0
11,468,2,2
11,469,1,6
11,469,2,2
11,470,1,11
11,471,1,14
11,472,1,4
11,472,2,2
11,473,1,14
11,473,2,4
11,474,1,0
11,475,1,13
11,475,2,1
11,476,1,5
11,476,2,8
11,477,1,7
11,478,1,14
11,478,2,7
11,479,1,12
11,479,2,7
11,480,1,13
11,481,1,13
11,482,1,13
11,483,1,8
11,483,2,15
11,484,1,10
11,484,2,15
11,485,1,9
11,485,2,8
11,486,1,0
11,487,1,7
11,487,2,15
11,488,1,13
11,489,1,10
11,490,1,10
11,491,1,16
11,492,1,11
11,493,1,0
11,10001,1,9
11,10002,1,10
11,10003,1,14
11,10004,1,13
11,10005,1,13
11,10006,1,13
11,10007,1,6
11,10007,2,4
11,10008,1,6
11,10008,2,8
11,10009,1,1
11,10010,1,2
11,10011,1,3
11,10012,1,4
11,10013,1,5
11,10014,1,6
11,10015,1,7
11,10016,1,8
11,10017,1,9
11,10018,1,10
11,10019,1,11
11,10020,1,12
11,10021,1,13
11,10022,1,14
11,10023,1,15
11,10024,1,16
11,10025,1,12
11,10025,2,7
11,10026,1,12
11,10026,2,7
11,10027,1,12
11,10027,2,7
11,10028,1,12
11,10028,2,7
11,10029,1,12
11,10029,2,7
11,10030,1,7
11,10030,2,15
11,10031,1,11
11,10031,2,2
12,1,1,11
12,1,2,3
12,2,1,11
12,2,2,3
12,3,1,11
12,3,2,3
12,4,1,9
12,5,1,9
12,6,1,9
12,6,2,2
12,7,1,10
12,8,1,10
12,9,1,10
12,10,1,6
12,11,1,6
12,12,1,6
12,12,2,2
12,13,1,6
12,13,2,3
12,14,1,6
12,14,2,3
12,15,1,6
12,15,2,3
12,16,1,0
12,16,2,2
12,17,1,0
12,17,2,2
12,18,1,0
12,18,2,2
12,19,1,0
12,20,1,0
12,21,1,0
12,21,2,2
12,22,1,0
12,22,2,2
12,23,1,3
12,24,1,3
12,25,1,12
12,26,1,12
12,27,1,4
12,28,1,4
12,29,1,3
12,30,1,3
12,31,1,3
12,31,2,4
12,32,1,3
12,33,1,3
12,34,1,3
12,34,2,4
12,35,1,0
12,36,1,0
12,37,1,9
12,38,1,9
12,39,1,0
12,40,1,0
12,41,1,3
12,41,2,2
12,42,1,3
12,42,2,2
12,43,1,11
12,43,2,3
12,44,1,11
12,44,2,3
12,45,1,11
12,45,2,3
12,46,1,6
12,46,2,11
12,47,1,6
12,47,2,11
12,48,1,6
12,48,2,3
12,49,1,6
12,49,2,3
12,50,1,4
12,51,1,4
12,52,1,0
12,53,1,0
12,54,1,10
12,55,1,10
12,56,1,1
12,57,1,1
12,58,1,9
12,59,1,9
12,60,1,10
12,61,1,10
12,62,1,10
12,62,2,1
12,63,1,13
12,64,1,13
12,65,1,13
12,66,1,1
12,67,1,1
12,68,1,1
12,69,1,11
12,69,2,3
12,70,1,11
12,70,2,3
12,71,1,11
12,71,2,3
12,72,1,10
12,72,2,3
12,73,1,10
12,73,2,3
12,74,1,5
12,74,2,4
12,75,1,5
12,75,2,4
12,76,1,5
12,76,2,4
12,77,1,9
12,78,1,9
12,79,1,10
12,79,2,13
12,80,1,10
12,80,2,13
12,81,1,12
12,81,2,8
12,82,1,12
12,82,2,8
12,83,1,0
12,83,2,2
12,84,1,0
12,84,2,2
12,85,1,0
12,85,2,2
12,86,1,10
12,87,1,10
12,87,2,14
12,88,1,3
12,89,1,3
12,90,1,10
12,91,1,10
12,91,2,14
12,92,1,7
12,92,2,3
12,93,1,7
12,93,2,3
12,94,1,7
12,94,2,3
12,95,1,5
12,95,2,4
12,96,1,13
12,97,1,13
12,98,1,10
12,99,1,10
12,100,1,12
12,101,1,12
12,102,1,11
12,102,2,13
12,103,1,11
12,103,2,13
12,104,1,4
12,105,1,4
12,106,1,1
12,107,1,1
12,108,1,0
12,109,1,3
12,110,1,3
12,111,1,4
12,111,2,5
12,112,1,4
12,112,2,5
12,113,1,0
12,114,1,11
12,115,1,0
12,116,1,10
12,117,1,10
12,118,1,10
12,119,1,10
12,120,1,10
12,121,1,10
12,121,2,13
12,122,1,13
12,123,1,6
12,123,2,2
12,124,1,14
12,124,2,13
12,125,1,12
12,126,1,9
12,127,1,6
12,128,1,0
12,129,1,10
12,130,1,10
12,130,2,2
12,131,1,10
12,131,2,14
12,132,1,0
12,133,1,0
12,134,1,10
12,135,1,12
12,136,1,9
12,137,1,0
12,138,1,5
12,138,2,10
12,139,1,5
12,139,2,10
12,140,1,5
12,140,2,10
12,141,1,5
12,141,2,10
12,142,1,5
12,142,2,2
12,143,1,0
12,144,1,14
12,144,2,2
12,145,1,12
12,145,2,2
12,146,1,9
12,146,2,2
12,147,1,15
12,148,1,15
12,149,1,15
12,149,2,2
12,150,1,13
12,151,1,13
12,152,1,11
12,153,1,11
12,154,1,11
12,155,1,9
12,156,1,9
12,157,1,9
12,158,1,10
12,159,1,10
12,160,1,10
12,161,1,0
12,162,1,0
12,163,1,0
12,163,2,2
12,164,1,0
12,164,2,2
12,165,1,6
12,165,2,2
12,166,1,6
12,166,2,2
12,167,1,6
12,167,2,3
12,168,1,6
12,168,2,3
12,169,1,3
12,169,2,2
12,170,1,10
12,170,2,12
12,171,1,10
12,171,2,12
12,172,1,12
12,173,1,0
12,174,1,0
12,175,1,0
12,176,1,0
12,176,2,2
12,177,1,13
12,177,2,2
12,178,1,13
12,178,2,2
12,179,1,12
12,180,1,12
12,181,1,12
12,182,1,11
12,183,1,10
12,184,1,10
12,185,1,5
12,186,1,10
12,187,1,11
12,187,2,2
12,188,1,11
12,188,2,2
12,189,1,11
12,189,2,2
12,190,1,0
12,191,1,11
12,192,1,11
12,193,1,6
12,193,2,2
12,194,1,10
12,194,2,4
12,195,1,10
12,195,2,4
12,196,1,13
12,197,1,16
12,198,1,16
12,198,2,2
12,199,1,10
12,199,2,13
12,200,1,7
12,201,1,13
12,202,1,13
12,203,1,0
12,203,2,13
12,204,1,6
12,205,1,6
12,205,2,8
12,206,1,0
12,207,1,4
12,207,2,2
12,208,1,8
12,208,2,4
12,209,1,0
12,210,1,0
12,211,1,10
12,211,2,3
12,212,1,6
12,212,2,8
12,213,1,6
12,213,2,5
12,214,1,6
12,214,2,1
12,215,1,16
12,215,2,14
12,216,1,0
12,217,1,0
12,218,1,9
12,219,1,9
12,219,2,5
12,220,1,14
12,220,2,4
12,221,1,14
12,221,2,4
12,222,1,10
12,222,2,5
12,223,1,10
12,224,1,10
12,225,1,14
12,225,2,2
12,226,1,10
12,226,2,2
12,227,1,8
12,227,2,2
12,228,1,16
12,228,2,9
12,229,1,16
12,229,2,9
12,230,1,10
12,230,2,15
12,231,1,4
12,232,1,4
12,233,1,0
12,234,1,0
12,235,1,0
12,236,1,1
12,237,1,1
12,238,1,14
12,238,2,13
12,239,1,12
12,240,1,9
12,241,1,0
12,242,1,0
12,243,1,12
12,244,1,9
12,245,1,10
12,246,1,5
12,246,2,4
12,247,1,5
12,247,2,4
12,248,1,5
12,248,2,16
12,249,1,13
12,249,2,2
12,250,1,9
12,250,2,2
12,251,1,13
12,251,2,11
12,252,1,11
12,253,1,11
12,254,1,11
12,255,1,9
12,256,1,9
12,256,2,1
12,257,1,9
12,257,2,1
12,258,1,10
12,259,1,10
12,259,2,4
12,260,1,10
12,260,2,4
12,261,1,16
12,262,1,16
12,263,1,0
12,264,1,0
12,265,1,6
12,266,1,6
12,267,1,6
12,267,2,2
12,268,1,6
12,269,1,6
12,269,2,3
12,270,1,10
12,270,2,11
12,271,1,10
12,271,2,11
12,272,1,10
12,272,2,11
12,273,1,11
12,274,1,11
12,274,2,16
12,275,1,11
12,275,2,16
12,276,1,0
12,276,2,2
12,277,1,0
12,277,2,2
12,278,1,10
12,278,2,2
12,279,1,10
12,279,2,2
12,280,1,13
12,281,1,13
12,282,1,13
12,283,1,6
12,283,2,10
12,284,1,6
12,284,2,2
12,285,1,11
12,286,1,11
12,286,2,1
12,287,1,0
12,288,1,0
12,289,1,0
12,290,1,6
12,290,2,4
12,291,1,6
12,291,2,2
12,292,1,6
12,292,2,7
12,293,1,0
12,294,1,0
12,295,1,0
12,296,1,1
12,297,1,1
12,298,1,0
12,299,1,5
12,300,1,0
12,301,1,0
12,302,1,16
12,302,2,7
12,303,1,8
12,304,1,8
12,304,2,5
12,305,1,8
12,305,2,5
12,306,1,8
12,306,2,5
12,307,1,1
12,307,2,13
12,308,1,1
12,308,2,13
12,309,1,12
12,310,1,12
12,311,1,12
12,312,1,12
12,313,1,6
12,314,1,6
12,315,1,11
12,315,2,3
12,316,1,3
12,317,1,3
12,318,1,10
12,318,2,16
12,319,1,10
12,319,2,16
12,320,1,10
12,321,1,10
12,322,1,9
12,322,2,4
12,323,1,9
12,323,2,4
12,324,1,9
12,325,1,13
12,326,1,13
12,327,1,0
12,328,1,4
12,329,1,4
12,329,2,15
12,330,1,4
12,330,2,15
12,331,1,11
12,332,1,11
12,332,2,16
12,333,1,0
12,333,2,2
12,334,1,15
12,334,2,2
12,335,1,0
12,336,1,3
12,337,1,5
12,337,2,13
12,338,1,5
12,338,2,13
12,339,1,10
12,339,2,4
12,340,1,10
12,340,2,4
12,341,1,10
12,342,1,10
12,342,2,16
12,343,1,4
12,343,2,13
12,344,1,4
12,344,2,13
12,345,1,5
12,345,2,11
12,346,1,5
12,346,2,11
12,347,1,5
12,347,2,6
12,348,1,5
12,348,2,6
12,349,1,10
12,350,1,10
12,351,1,0
12,352,1,0
12,353,1,7
12,354,1,7
12,355,1,7
12,356,1,7
12,357,1,11
12,357,2,2
12,358,1,13
12,359,1,16
12,360,1,13
12,361,1,14
12,362,1,14
12,363,1,14
12,363,2,10
12,364,1,14
12,364,2,10
12,365,1,14
12,365,2,10
12,366,1,10
12,367,1,10
12,368,1,10
12,369,1,10
12,369,2,5
12,370,1,10
12,371,1,15
12,372,1,15
12,373,1,15
12,373,2,2
12,374,1,8
12,374,2,13
12,375,1,8
12,375,2,13
12,376,1,8
12,376,2,13
12,377,1,5
12,378,1,14
12,379,1,8
12,380,1,15
12,380,2,13
12,381,1,15
12,381,2,13
12,382,1,10
12,383,1,4
12,384,1,15
12,384,2,2
12,385,1,8
12,385,2,13
12,386,1,13
12,387,1,11
12,388,1,11
12,389,1,11
12,389,2,4
12,390,1,9
12,391,1,9
12,391,2,1
12,392,1,9
12,392,2,1
12,393,1,10
12,394,1,10
12,395,1,10
12,395,2,8
12,396,1,0
12,396,2,2
12,397,1,0
12,397,2,2
12,398,1,0
12,398,2,2
12,399,1,0
12,400,1,0
12,400,2,10
12,401,1,6
12,402,1,6
12,403,1,12
12,404,1,12
12,405,1,12
12,406,1,11
12,406,2,3
12,407,1,11
12,407,2,3
12,408,1,5
12,409,1,5
12,410,1,5
12,410,2,8
12,411,1,5
12,411,2,8
12,412,1,6
12,413,1,6
12,413,2,11
12,414,1,6
12,414,2,2
12,415,1,6
12,415,2,2
12,416,1,6
12,416,2,2
12,417,1,12
12,418,1,10
12,419,1,10
12,420,1,11
12,421,1,11
12,422,1,10
12,423,1,10
12,423,2,4
12,424,1,0
12,425,1,7
12,425,2,2
12,426,1,7
12,426,2,2
12,427,1,0
12,428,1,0
12,429,1,7
12,430,1,16
12,430,2,2
12,431,1,0
12,432,1,0
12,433,1,13
12,434,1,3
12,434,2,16
12,435,1,3
12,435,2,16
12,436,1,8
12,436,2,13
12,437,1,8
12,437,2,13
12,438,1,5
12,439,1,13
12,440,1,0
12,441,1,0
12,441,2,2
12,442,1,7
12,442,2,16
12,443,1,15
12,443,2,4
12,444,1,15
12,444,2,4
12,445,1,15
12,445,2,4
12,446,1,0
12,447,1,1
12,448,1,1
12,448,2,8
12,449,1,4
12,450,1,4
12,451,1,3
12,451,2,6
12,452,1,3
12,452,2,16
12,453,1,3
12,453,2,1
12,454,1,3
12,454,2,1
12,455,1,11
12,456,1,10
12,457,1,10
12,458,1,10
12,458,2,2
12,459,1,11
12,459,2,14
12,460,1,11
12,460,2,14
12,461,1,16
12,461,2,14
12,462,1,12
12,462,2,8
12,463,1,0
12,464,1,4
12,464,2,5
12,465,1,11
12,466,1,12
12,467,1,9
12,468,1,0
12,468,2,2
12,469,1,6
12,469,2,2
12,470,1,11
12,471,1,14
12,472,1,4
12,472,2,2
12,473,1,14
12,473,2,4
12,474,1,0
12,475,1,13
12,475,2,1
12,476,1,5
12,476,2,8
12,477,1,7
12,478,1,14
12,478,2,7
12,479,1,12
12,479,2,7
12,480,1,13
12,481,1,13
12,482,1,13
12,483,1,8
12,483,2,15
12,484,1,10
12,484,2,15
12,485,1,9
12,485,2,8
12,486,1,0
12,487,1,7
12,487,2,15
12,488,1,13
12,489,1,10
12,490,1,10
12,491,1,16
12,492,1,11
12,493,1,0
12,10001,1,9
12,10002,1,10
12,10003,1,14
12,10004,1,13
12,10005,1,13
12,10006,1,13
12,10007,1,6
12,10007,2,4
12,10008,1,6
12,10008,2,8
12,10009,1,1
12,10010,1,2
12,10011,1,3
12,10012,1,4
12,10013,1,5
12,10014,1,6
12,10015,1,7
12,10016,1,8
12,10017,1,9
12,10018,1,10
12,10019,1,11
12,10020,1,12
12,10021,1,13
12,10022,1,14
12,10023,1,15
12,10024,1,16
12,10025,1,12
12,10025,2,7
12,10026,1,12
12,10026,2,7
12,10027,1,12
12,10027,2,7
12,10028,1,12
12,10028,2,7
12,10029,1,12
12,10029,2,7
12,10030,1,7
12,10030,2,15
12,10031,1,11
12,10031,2,2
12,10032,1,12
13,1,1,11
13,1,2,3
13,2,1,11
13,2,2,3
13,3,1,11
13,3,2,3
13,4,1,9
13,5,1,9
13,6,1,9
13,6,2,2
13,7,1,10
13,8,1,10
13,9,1,10
13,10,1,6
13,11,1,6
13,12,1,6
13,12,2,2
13,13,1,6
13,13,2,3
13,14,1,6
13,14,2,3
13,15,1,6
13,15,2,3
13,16,1,0
13,16,2,2
13,17,1,0
13,17,2,2
13,18,1,0
13,18,2,2
13,19,1,0
13,20,1,0
13,21,1,0
13,21,2,2
13,22,1,0
13,22,2,2
13,23,1,3
13,24,1,3
13,25,1,12
13,26,1,12
13,27,1,4
13,28,1,4
13,29,1,3
13,30,1,3
13,31,1,3
13,31,2,4
13,32,1,3
13,33,1,3
13,34,1,3
13,34,2,4
13,35,1,0
13,36,1,0
13,37,1,9
13,38,1,9
13,39,1,0
13,40,1,0
13,41,1,3
13,41,2,2
13,42,1,3
13,42,2,2
13,43,1,11
13,43,2,3
13,44,1,11
13,44,2,3
13,45,1,11
13,45,2,3
13,46,1,6
13,46,2,11
13,47,1,6
13,47,2,11
13,48,1,6
13,48,2,3
13,49,1,6
13,49,2,3
13,50,1,4
13,51,1,4
13,52,1,0
13,53,1,0
13,54,1,10
13,55,1,10
13,56,1,1
13,57,1,1
13,58,1,9
13,59,1,9
13,60,1,10
13,61,1,10
13,62,1,10
13,62,2,1
13,63,1,13
13,64,1,13
13,65,1,13
13,66,1,1
13,67,1,1
13,68,1,1
13,69,1,11
13,69,2,3
13,70,1,11
13,70,2,3
13,71,1,11
13,71,2,3
13,72,1,10
13,72,2,3
13,73,1,10
13,73,2,3
13,74,1,5
13,74,2,4
13,75,1,5
13,75,2,4
13,76,1,5
13,76,2,4
13,77,1,9
13,78,1,9
13,79,1,10
13,79,2,13
13,80,1,10
13,80,2,13
13,81,1,12
13,81,2,8
13,82,1,12
13,82,2,8
13,83,1,0
13,83,2,2
13,84,1,0
13,84,2,2
13,85,1,0
13,85,2,2
13,86,1,10
13,87,1,10
13,87,2,14
13,88,1,3
13,89,1,3
13,90,1,10
13,91,1,10
13,91,2,14
13,92,1,7
13,92,2,3
13,93,1,7
13,93,2,3
13,94,1,7
13,94,2,3
13,95,1,5
13,95,2,4
13,96,1,13
13,97,1,13
13,98,1,10
13,99,1,10
13,100,1,12
13,101,1,12
13,102,1,11
13,102,2,13
13,103,1,11
13,103,2,13
13,104,1,4
13,105,1,4
13,106,1,1
13,107,1,1
13,108,1,0
13,109,1,3
13,110,1,3
13,111,1,4
13,111,2,5
13,112,1,4
13,112,2,5
13,113,1,0
13,114,1,11
13,115,1,0
13,116,1,10
13,117,1,10
13,118,1,10
13,119,1,10
13,120,1,10
13,121,1,10
13,121,2,13
13,122,1,13
13,123,1,6
13,123,2,2
13,124,1,14
13,124,2,13
13,125,1,12
13,126,1,9
13,127,1,6
13,128,1,0
13,129,1,10
13,130,1,10
13,130,2,2
13,131,1,10
13,131,2,14
13,132,1,0
13,133,1,0
13,134,1,10
13,135,1,12
13,136,1,9
13,137,1,0
13,138,1,5
13,138,2,10
13,139,1,5
13,139,2,10
13,140,1,5
13,140,2,10
13,141,1,5
13,141,2,10
13,142,1,5
13,142,2,2
13,143,1,0
13,144,1,14
13,144,2,2
13,145,1,12
13,145,2,2
13,146,1,9
13,146,2,2
13,147,1,15
13,148,1,15
13,149,1,15
13,149,2,2
13,150,1,13
13,151,1,13
13,152,1,11
13,153,1,11
13,154,1,11
13,155,1,9
13,156,1,9
13,157,1,9
13,158,1,10
13,159,1,10
13,160,1,10
13,161,1,0
13,162,1,0
13,163,1,0
13,163,2,2
13,164,1,0
13,164,2,2
13,165,1,6
13,165,2,2
13,166,1,6
13,166,2,2
13,167,1,6
13,167,2,3
13,168,1,6
13,168,2,3
13,169,1,3
13,169,2,2
13,170,1,10
13,170,2,12
13,171,1,10
13,171,2,12
13,172,1,12
13,173,1,0
13,174,1,0
13,175,1,0
13,176,1,0
13,176,2,2
13,177,1,13
13,177,2,2
13,178,1,13
13,178,2,2
13,179,1,12
13,180,1,12
13,181,1,12
13,182,1,11
13,183,1,10
13,184,1,10
13,185,1,5
13,186,1,10
13,187,1,11
13,187,2,2
13,188,1,11
13,188,2,2
13,189,1,11
13,189,2,2
13,190,1,0
13,191,1,11
13,192,1,11
13,193,1,6
13,193,2,2
13,194,1,10
13,194,2,4
13,195,1,10
13,195,2,4
13,196,1,13
13,197,1,16
13,198,1,16
13,198,2,2
13,199,1,10
13,199,2,13
13,200,1,7
13,201,1,13
13,202,1,13
13,203,1,0
13,203,2,13
13,204,1,6
13,205,1,6
13,205,2,8
13,206,1,0
13,207,1,4
13,207,2,2
13,208,1,8
13,208,2,4
13,209,1,0
13,210,1,0
13,211,1,10
13,211,2,3
13,212,1,6
13,212,2,8
13,213,1,6
13,213,2,5
13,214,1,6
13,214,2,1
13,215,1,16
13,215,2,14
13,216,1,0
13,217,1,0
13,218,1,9
13,219,1,9
13,219,2,5
13,220,1,14
13,220,2,4
13,221,1,14
13,221,2,4
13,222,1,10
13,222,2,5
13,223,1,10
13,224,1,10
13,225,1,14
13,225,2,2
13,226,1,10
13,226,2,2
13,227,1,8
13,227,2,2
13,228,1,16
13,228,2,9
13,229,1,16
13,229,2,9
13,230,1,10
13,230,2,15
13,231,1,4
13,232,1,4
13,233,1,0
13,234,1,0
13,235,1,0
13,236,1,1
13,237,1,1
13,238,1,14
13,238,2,13
13,239,1,12
13,240,1,9
13,241,1,0
13,242,1,0
13,243,1,12
13,244,1,9
13,245,1,10
13,246,1,5
13,246,2,4
13,247,1,5
13,247,2,4
13,248,1,5
13,248,2,16
13,249,1,13
13,249,2,2
13,250,1,9
13,250,2,2
13,251,1,13
13,251,2,11
13,252,1,11
13,253,1,11
13,254,1,11
13,255,1,9
13,256,1,9
13,256,2,1
13,257,1,9
13,257,2,1
13,258,1,10
13,259,1,10
13,259,2,4
13,260,1,10
13,260,2,4
13,261,1,16
13,262,1,16
13,263,1,0
13,264,1,0
13,265,1,6
13,266,1,6
13,267,1,6
13,267,2,2
13,268,1,6
13,269,1,6
13,269,2,3
13,270,1,10
13,270,2,11
13,271,1,10
13,271,2,11
13,272,1,10
13,272,2,11
13,273,1,11
13,274,1,11
13,274,2,16
13,275,1,11
13,275,2,16
13,276,1,0
13,276,2,2
13,277,1,0
13,277,2,2
13,278,1,10
13,278,2,2
13,279,1,10
13,279,2,2
13,280,1,13
13,281,1,13
13,282,1,13
13,283,1,6
13,283,2,10
13,284,1,6
13,284,2,2
13,285,1,11
13,286,1,11
13,286,2,1
13,287,1,0
13,288,1,0
13,289,1,0
13,290,1,6
13,290,2,4
13,291,1,6
13,291,2,2
13,292,1,6
13,292,2,7
13,293,1,0
13,294,1,0
13,295,1,0
13,296,1,1
13,297,1,1
13,298,1,0
13,299,1,5
13,300,1,0
13,301,1,0
13,302,1,16
13,302,2,7
13,303,1,8
13,304,1,8
13,304,2,5
13,305,1,8
13,305,2,5
13,306,1,8
13,306,2,5
13,307,1,1
13,307,2,13
13,308,1,1
13,308,2,13
13,309,1,12
13,310,1,12
13,311,1,12
13,312,1,12
13,313,1,6
13,314,1,6
13,315,1,11
13,315,2,3
13,316,1,3
13,317,1,3
13,318,1,10
13,318,2,16
13,319,1,10
13,319,2,16
13,320,1,10
13,321,1,10
13,322,1,9
13,322,2,4
13,323,1,9
13,323,2,4
13,324,1,9
13,325,1,13
13,326,1,13
13,327,1,0
13,328,1,4
13,329,1,4
13,329,2,15
13,330,1,4
13,330,2,15
13,331,1,11
13,332,1,11
13,332,2,16
13,333,1,0
13,333,2,2
13,334,1,15
13,334,2,2
13,335,1,0
13,336,1,3
13,337,1,5
13,337,2,13
13,338,1,5
13,338,2,13
13,339,1,10
13,339,2,4
13,340,1,10
13,340,2,4
13,341,1,10
13,342,1,10
13,342,2,16
13,343,1,4
13,343,2,13
13,344,1,4
13,344,2,13
13,345,1,5
13,345,2,11
13,346,1,5
13,346,2,11
13,347,1,5
13,347,2,6
13,348,1,5
13,348,2,6
13,349,1,10
13,350,1,10
13,351,1,0
13,352,1,0
13,353,1,7
13,354,1,7
13,355,1,7
13,356,1,7
13,357,1,11
13,357,2,2
13,358,1,13
13,359,1,16
13,360,1,13
13,361,1,14
13,362,1,14
13,363,1,14
13,363,2,10
13,364,1,14
13,364,2,10
13,365,1,14
13,365,2,10
13,366,1,10
13,367,1,10
13,368,1,10
13,369,1,10
13,369,2,5
13,370,1,10
13,371,1,15
13,372,1,15
13,373,1,15
13,373,2,2
13,374,1,8
13,374,2,13
13,375,1,8
13,375,2,13
13,376,1,8
13,376,2,13
13,377,1,5
13,378,1,14
13,379,1,8
13,380,1,15
13,380,2,13
13,381,1,15
13,381,2,13
13,382,1,10
13,383,1,4
13,384,1,15
13,384,2,2
13,385,1,8
13,385,2,13
13,386,1,13
13,387,1,11
13,388,1,11
13,389,1,11
13,389,2,4
13,390,1,9
13,391,1,9
13,391,2,1
13,392,1,9
13,392,2,1
13,393,1,10
13,394,1,10
13,395,1,10
13,395,2,8
13,396,1,0
13,396,2,2
13,397,1,0
13,397,2,2
13,398,1,0
13,398,2,2
13,399,1,0
13,400,1,0
13,400,2,10
13,401,1,6
13,402,1,6
13,403,1,12
13,404,1,12
13,405,1,12
13,406,1,11
13,406,2,3
13,407,1,11
13,407,2,3
13,408,1,5
13,409,1,5
13,410,1,5
13,410,2,8
13,411,1,5
13,411,2,8
13,412,1,6
13,413,1,6
13,413,2,11
13,414,1,6
13,414,2,2
13,415,1,6
13,415,2,2
13,416,1,6
13,416,2,2
13,417,1,12
13,418,1,10
13,419,1,10
13,420,1,11
13,421,1,11
13,422,1,10
13,423,1,10
13,423,2,4
13,424,1,0
13,425,1,7
13,425,2,2
13,426,1,7
13,426,2,2
13,427,1,0
13,428,1,0
13,429,1,7
13,430,1,16
13,430,2,2
13,431,1,0
13,432,1,0
13,433,1,13
13,434,1,3
13,434,2,16
13,435,1,3
13,435,2,16
13,436,1,8
13,436,2,13
13,437,1,8
13,437,2,13
13,438,1,5
13,439,1,13
13,440,1,0
13,441,1,0
13,441,2,2
13,442,1,7
13,442,2,16
13,443,1,15
13,443,2,4
13,444,1,15
13,444,2,4
13,445,1,15
13,445,2,4
13,446,1,0
13,447,1,1
13,448,1,1
13,448,2,8
13,449,1,4
13,450,1,4
13,451,1,3
13,451,2,6
13,452,1,3
13,452,2,16
13,453,1,3
13,453,2,1
13,454,1,3
13,454,2,1
13,455,1,11
13,456,1,10
13,457,1,10
13,458,1,10
13,458,2,2
13,459,1,11
13,459,2,14
13,460,1,11
13,460,2,14
13,461,1,16
