version_group_id,pokemon_Id,stat_id,value
9,373,9,80
9,374,1,40
9,374,2,55
9,374,3,80
9,374,4,30
9,374,8,35
9,374,9,60
9,375,1,60
9,375,2,75
9,375,3,100
9,375,4,50
9,375,8,55
9,375,9,80
9,376,1,80
9,376,2,135
9,376,3,130
9,376,4,70
9,376,8,95
9,376,9,90
9,377,1,80
9,377,2,100
9,377,3,200
9,377,4,50
9,377,8,50
9,377,9,100
9,378,1,80
9,378,2,50
9,378,3,100
9,378,4,50
9,378,8,100
9,378,9,200
9,379,1,80
9,379,2,75
9,379,3,150
9,379,4,50
9,379,8,75
9,379,9,150
9,380,1,80
9,380,2,80
9,380,3,90
9,380,4,110
9,380,8,110
9,380,9,130
9,381,1,80
9,381,2,90
9,381,3,80
9,381,4,110
9,381,8,130
9,381,9,110
9,382,1,100
9,382,2,100
9,382,3,90
9,382,4,90
9,382,8,150
9,382,9,140
9,383,1,100
9,383,2,150
9,383,3,140
9,383,4,90
9,383,8,100
9,383,9,90
9,384,1,105
9,384,2,150
9,384,3,90
9,384,4,95
9,384,8,150
9,384,9,90
9,385,1,100
9,385,2,100
9,385,3,100
9,385,4,100
9,385,8,100
9,385,9,100
9,10001,1,70
9,10001,2,70
9,10001,3,70
9,10001,4,70
9,10001,8,70
9,10001,9,70
9,10002,1,70
9,10002,2,70
9,10002,3,70
9,10002,4,70
9,10002,8,70
9,10002,9,70
9,10003,1,70
9,10003,2,70
9,10003,3,70
9,10003,4,70
9,10003,8,70
9,10003,9,70
9,10006,1,50
9,10006,2,95
9,10006,3,90
9,10006,4,180
9,10006,8,95
9,10006,9,90
10,1,1,45
10,1,2,49
10,1,3,49
10,1,4,45
10,1,8,65
10,1,9,65
10,2,1,60
10,2,2,62
10,2,3,63
10,2,4,60
10,2,8,80
10,2,9,80
10,3,1,80
10,3,2,82
10,3,3,83
10,3,4,80
10,3,8,100
10,3,9,100
10,4,1,39
10,4,2,52
10,4,3,43
10,4,4,65
10,4,8,60
10,4,9,50
10,5,1,58
10,5,2,64
10,5,3,58
10,5,4,80
10,5,8,80
10,5,9,65
10,6,1,78
10,6,2,84
10,6,3,78
10,6,4,100
10,6,8,109
10,6,9,85
10,7,1,44
10,7,2,48
10,7,3,65
10,7,4,43
10,7,8,50
10,7,9,64
10,8,1,59
10,8,2,63
10,8,3,80
10,8,4,58
10,8,8,65
10,8,9,80
10,9,1,79
10,9,2,83
10,9,3,100
10,9,4,78
10,9,8,85
10,9,9,105
10,10,1,45
10,10,2,30
10,10,3,35
10,10,4,45
10,10,8,20
10,10,9,20
10,11,1,50
10,11,2,20
10,11,3,55
10,11,4,30
10,11,8,25
10,11,9,25
10,12,1,60
10,12,2,45
10,12,3,50
10,12,4,70
10,12,8,80
10,12,9,80
10,13,1,40
10,13,2,35
10,13,3,30
10,13,4,50
10,13,8,20
10,13,9,20
10,14,1,45
10,14,2,25
10,14,3,50
10,14,4,35
10,14,8,25
10,14,9,25
10,15,1,65
10,15,2,80
10,15,3,40
10,15,4,75
10,15,8,45
10,15,9,80
10,16,1,40
10,16,2,45
10,16,3,40
10,16,4,56
10,16,8,35
10,16,9,35
10,17,1,63
10,17,2,60
10,17,3,55
10,17,4,71
10,17,8,50
10,17,9,50
10,18,1,83
10,18,2,80
10,18,3,75
10,18,4,91
10,18,8,70
10,18,9,70
10,19,1,30
10,19,2,56
10,19,3,35
10,19,4,72
10,19,8,25
10,19,9,35
10,20,1,55
10,20,2,81
10,20,3,60
10,20,4,97
10,20,8,50
10,20,9,70
10,21,1,40
10,21,2,60
10,21,3,30
10,21,4,70
10,21,8,31
10,21,9,31
10,22,1,65
10,22,2,90
10,22,3,65
10,22,4,100
10,22,8,61
10,22,9,61
10,23,1,35
10,23,2,60
10,23,3,44
10,23,4,55
10,23,8,40
10,23,9,54
10,24,1,60
10,24,2,85
10,24,3,69
10,24,4,80
10,24,8,65
10,24,9,79
10,25,1,35
10,25,2,55
10,25,3,30
10,25,4,90
10,25,8,50
10,25,9,40
10,26,1,60
10,26,2,90
10,26,3,55
10,26,4,100
10,26,8,90
10,26,9,80
10,27,1,50
10,27,2,75
10,27,3,85
10,27,4,40
10,27,8,20
10,27,9,30
10,28,1,75
10,28,2,100
10,28,3,110
10,28,4,65
10,28,8,45
10,28,9,55
10,29,1,55
10,29,2,47
10,29,3,52
10,29,4,41
10,29,8,40
10,29,9,40
10,30,1,70
10,30,2,62
10,30,3,67
10,30,4,56
10,30,8,55
10,30,9,55
10,31,1,90
10,31,2,82
10,31,3,87
10,31,4,76
10,31,8,75
10,31,9,85
10,32,1,46
10,32,2,57
10,32,3,40
10,32,4,50
10,32,8,40
10,32,9,40
10,33,1,61
10,33,2,72
10,33,3,57
10,33,4,65
10,33,8,55
10,33,9,55
10,34,1,81
10,34,2,92
10,34,3,77
10,34,4,85
10,34,8,85
10,34,9,75
10,35,1,70
10,35,2,45
10,35,3,48
10,35,4,35
10,35,8,60
10,35,9,65
10,36,1,95
10,36,2,70
10,36,3,73
10,36,4,60
10,36,8,85
10,36,9,90
10,37,1,38
10,37,2,41
10,37,3,40
10,37,4,65
10,37,8,50
10,37,9,65
10,38,1,73
10,38,2,76
10,38,3,75
10,38,4,100
10,38,8,81
10,38,9,100
10,39,1,115
10,39,2,45
10,39,3,20
10,39,4,20
10,39,8,45
10,39,9,25
10,40,1,140
10,40,2,70
10,40,3,45
10,40,4,45
10,40,8,75
10,40,9,50
10,41,1,40
10,41,2,45
10,41,3,35
10,41,4,55
10,41,8,30
10,41,9,40
10,42,1,75
10,42,2,80
10,42,3,70
10,42,4,90
10,42,8,65
10,42,9,75
10,43,1,45
10,43,2,50
10,43,3,55
10,43,4,30
10,43,8,75
10,43,9,65
10,44,1,60
10,44,2,65
10,44,3,70
10,44,4,40
10,44,8,85
10,44,9,75
10,45,1,75
10,45,2,80
10,45,3,85
10,45,4,50
10,45,8,100
10,45,9,90
10,46,1,35
10,46,2,70
10,46,3,55
10,46,4,25
10,46,8,45
10,46,9,55
10,47,1,60
10,47,2,95
10,47,3,80
10,47,4,30
10,47,8,60
10,47,9,80
10,48,1,60
10,48,2,55
10,48,3,50
10,48,4,45
10,48,8,40
10,48,9,55
10,49,1,70
10,49,2,65
10,49,3,60
10,49,4,90
10,49,8,90
10,49,9,75
10,50,1,10
10,50,2,55
10,50,3,25
10,50,4,95
10,50,8,35
10,50,9,45
10,51,1,35
10,51,2,80
10,51,3,50
10,51,4,120
10,51,8,50
10,51,9,70
10,52,1,40
10,52,2,45
10,52,3,35
10,52,4,90
10,52,8,40
10,52,9,40
10,53,1,65
10,53,2,70
10,53,3,60
10,53,4,115
10,53,8,65
10,53,9,65
10,54,1,50
10,54,2,52
10,54,3,48
10,54,4,55
10,54,8,65
10,54,9,50
10,55,1,80
10,55,2,82
10,55,3,78
10,55,4,85
10,55,8,95
10,55,9,80
10,56,1,40
10,56,2,80
10,56,3,35
10,56,4,70
10,56,8,35
10,56,9,45
10,57,1,65
10,57,2,105
10,57,3,60
10,57,4,95
10,57,8,60
10,57,9,70
10,58,1,55
10,58,2,70
10,58,3,45
10,58,4,60
10,58,8,70
10,58,9,50
10,59,1,90
10,59,2,110
10,59,3,80
10,59,4,95
10,59,8,100
10,59,9,80
10,60,1,40
10,60,2,50
10,60,3,40
10,60,4,90
10,60,8,40
10,60,9,40
10,61,1,65
10,61,2,65
10,61,3,65
10,61,4,90
10,61,8,50
10,61,9,50
10,62,1,90
10,62,2,85
10,62,3,95
10,62,4,70
10,62,8,70
10,62,9,90
10,63,1,25
10,63,2,20
10,63,3,15
10,63,4,90
10,63,8,105
10,63,9,55
10,64,1,40
10,64,2,35
10,64,3,30
10,64,4,105
10,64,8,120
10,64,9,70
10,65,1,55
10,65,2,50
10,65,3,45
10,65,4,120
10,65,8,135
10,65,9,85
10,66,1,70
10,66,2,80
10,66,3,50
10,66,4,35
10,66,8,35
10,66,9,35
10,67,1,80
10,67,2,100
10,67,3,70
10,67,4,45
10,67,8,50
10,67,9,60
10,68,1,90
10,68,2,130
10,68,3,80
10,68,4,55
10,68,8,65
10,68,9,85
10,69,1,50
10,69,2,75
10,69,3,35
10,69,4,40
10,69,8,70
10,69,9,30
10,70,1,65
10,70,2,90
10,70,3,50
10,70,4,55
10,70,8,85
10,70,9,45
10,71,1,80
10,71,2,105
10,71,3,65
10,71,4,70
10,71,8,100
10,71,9,60
10,72,1,40
10,72,2,40
10,72,3,35
10,72,4,70
10,72,8,50
10,72,9,100
10,73,1,80
10,73,2,70
10,73,3,65
10,73,4,100
10,73,8,80
10,73,9,120
10,74,1,40
10,74,2,80
10,74,3,100
10,74,4,20
10,74,8,30
10,74,9,30
10,75,1,55
10,75,2,95
10,75,3,115
10,75,4,35
10,75,8,45
10,75,9,45
10,76,1,80
10,76,2,110
10,76,3,130
10,76,4,45
10,76,8,55
10,76,9,65
10,77,1,50
10,77,2,85
10,77,3,55
10,77,4,90
10,77,8,65
10,77,9,65
10,78,1,65
10,78,2,100
10,78,3,70
10,78,4,105
10,78,8,80
10,78,9,80
10,79,1,90
10,79,2,65
10,79,3,65
10,79,4,15
10,79,8,40
10,79,9,40
10,80,1,95
10,80,2,75
10,80,3,110
10,80,4,30
10,80,8,100
10,80,9,80
10,81,1,25
10,81,2,35
10,81,3,70
10,81,4,45
10,81,8,95
10,81,9,55
10,82,1,50
10,82,2,60
10,82,3,95
10,82,4,70
10,82,8,120
10,82,9,70
10,83,1,52
10,83,2,65
10,83,3,55
10,83,4,60
10,83,8,58
10,83,9,62
10,84,1,35
10,84,2,85
10,84,3,45
10,84,4,75
10,84,8,35
10,84,9,35
10,85,1,60
10,85,2,110
10,85,3,70
10,85,4,100
10,85,8,60
10,85,9,60
10,86,1,65
10,86,2,45
10,86,3,55
10,86,4,45
10,86,8,45
10,86,9,70
10,87,1,90
10,87,2,70
10,87,3,80
10,87,4,70
10,87,8,70
10,87,9,95
10,88,1,80
10,88,2,80
10,88,3,50
10,88,4,25
10,88,8,40
10,88,9,50
10,89,1,105
10,89,2,105
10,89,3,75
10,89,4,50
10,89,8,65
10,89,9,100
10,90,1,30
10,90,2,65
10,90,3,100
10,90,4,40
10,90,8,45
10,90,9,25
10,91,1,50
10,91,2,95
10,91,3,180
10,91,4,70
10,91,8,85
10,91,9,45
10,92,1,30
10,92,2,35
10,92,3,30
10,92,4,80
10,92,8,100
10,92,9,35
10,93,1,45
10,93,2,50
10,93,3,45
10,93,4,95
10,93,8,115
10,93,9,55
10,94,1,60
10,94,2,65
10,94,3,60
10,94,4,110
10,94,8,130
10,94,9,75
10,95,1,35
10,95,2,45
10,95,3,160
10,95,4,70
10,95,8,30
10,95,9,45
10,96,1,60
10,96,2,48
10,96,3,45
10,96,4,42
10,96,8,43
10,96,9,90
10,97,1,85
10,97,2,73
10,97,3,70
10,97,4,67
10,97,8,73
10,97,9,115
10,98,1,30
10,98,2,105
10,98,3,90
10,98,4,50
10,98,8,25
10,98,9,25
10,99,1,55
10,99,2,130
10,99,3,115
10,99,4,75
10,99,8,50
10,99,9,50
10,100,1,40
10,100,2,30
10,100,3,50
10,100,4,100
10,100,8,55
10,100,9,55
10,101,1,60
10,101,2,50
10,101,3,70
10,101,4,140
10,101,8,80
10,101,9,80
10,102,1,60
10,102,2,40
10,102,3,80
10,102,4,40
10,102,8,60
10,102,9,45
10,103,1,95
10,103,2,95
10,103,3,85
10,103,4,55
10,103,8,125
10,103,9,65
10,104,1,50
10,104,2,50
10,104,3,95
10,104,4,35
10,104,8,40
10,104,9,50
10,105,1,60
10,105,2,80
10,105,3,110
10,105,4,45
10,105,8,50
10,105,9,80
10,106,1,50
10,106,2,120
10,106,3,53
10,106,4,87
10,106,8,35
10,106,9,110
10,107,1,50
10,107,2,105
10,107,3,79
10,107,4,76
10,107,8,35
10,107,9,110
10,108,1,90
10,108,2,55
10,108,3,75
10,108,4,30
10,108,8,60
10,108,9,75
10,109,1,40
10,109,2,65
10,109,3,95
10,109,4,35
10,109,8,60
10,109,9,45
10,110,1,65
10,110,2,90
10,110,3,120
10,110,4,60
10,110,8,85
10,110,9,70
10,111,1,80
10,111,2,85
10,111,3,95
10,111,4,25
10,111,8,30
10,111,9,30
10,112,1,105
10,112,2,130
10,112,3,120
10,112,4,40
10,112,8,45
10,112,9,45
10,113,1,250
10,113,2,5
10,113,3,5
10,113,4,50
10,113,8,35
10,113,9,105
10,114,1,65
10,114,2,55
10,114,3,115
10,114,4,60
10,114,8,100
10,114,9,40
10,115,1,105
10,115,2,95
10,115,3,80
10,115,4,90
10,115,8,40
10,115,9,80
10,116,1,30
10,116,2,40
10,116,3,70
10,116,4,60
10,116,8,70
10,116,9,25
10,117,1,55
10,117,2,65
10,117,3,95
10,117,4,85
10,117,8,95
10,117,9,45
10,118,1,45
10,118,2,67
10,118,3,60
10,118,4,63
10,118,8,35
10,118,9,50
10,119,1,80
10,119,2,92
10,119,3,65
10,119,4,68
10,119,8,65
10,119,9,80
10,120,1,30
10,120,2,45
10,120,3,55
10,120,4,85
10,120,8,70
10,120,9,55
10,121,1,60
10,121,2,75
10,121,3,85
10,121,4,115
10,121,8,100
10,121,9,85
10,122,1,40
10,122,2,45
10,122,3,65
10,122,4,90
10,122,8,100
10,122,9,120
10,123,1,70
10,123,2,110
10,123,3,80
10,123,4,105
10,123,8,55
10,123,9,80
10,124,1,65
10,124,2,50
10,124,3,35
10,124,4,95
10,124,8,115
10,124,9,95
10,125,1,65
10,125,2,83
10,125,3,57
10,125,4,105
10,125,8,95
10,125,9,85
10,126,1,65
10,126,2,95
10,126,3,57
10,126,4,93
10,126,8,100
10,126,9,85
10,127,1,65
10,127,2,125
10,127,3,100
10,127,4,85
10,127,8,55
10,127,9,70
10,128,1,75
10,128,2,100
10,128,3,95
10,128,4,110
10,128,8,40
10,128,9,70
10,129,1,20
10,129,2,10
10,129,3,55
10,129,4,80
10,129,8,15
10,129,9,20
10,130,1,95
10,130,2,125
10,130,3,79
10,130,4,81
10,130,8,60
10,130,9,100
10,131,1,130
10,131,2,85
10,131,3,80
10,131,4,60
10,131,8,85
10,131,9,95
10,132,1,48
10,132,2,48
10,132,3,48
10,132,4,48
10,132,8,48
10,132,9,48
10,133,1,55
10,133,2,55
10,133,3,50
10,133,4,55
10,133,8,45
10,133,9,65
10,134,1,130
10,134,2,65
10,134,3,60
10,134,4,65
10,134,8,110
10,134,9,95
10,135,1,65
10,135,2,65
10,135,3,60
10,135,4,130
10,135,8,110
10,135,9,95
10,136,1,65
10,136,2,130
10,136,3,60
10,136,4,65
10,136,8,95
10,136,9,110
10,137,1,65
10,137,2,60
10,137,3,70
10,137,4,40
10,137,8,85
10,137,9,75
10,138,1,35
10,138,2,40
10,138,3,100
10,138,4,35
10,138,8,90
10,138,9,55
10,139,1,70
10,139,2,60
10,139,3,125
10,139,4,55
10,139,8,115
10,139,9,70
10,140,1,30
10,140,2,80
10,140,3,90
10,140,4,55
10,140,8,55
10,140,9,45
10,141,1,60
10,141,2,115
10,141,3,105
10,141,4,80
10,141,8,65
10,141,9,70
10,142,1,80
10,142,2,105
10,142,3,65
10,142,4,130
10,142,8,60
10,142,9,75
10,143,1,160
10,143,2,110
10,143,3,65
10,143,4,30
10,143,8,65
10,143,9,110
10,144,1,90
10,144,2,85
10,144,3,100
10,144,4,85
10,144,8,95
10,144,9,125
10,145,1,90
10,145,2,90
10,145,3,85
10,145,4,100
10,145,8,125
10,145,9,90
10,146,1,90
10,146,2,100
10,146,3,90
10,146,4,90
10,146,8,125
10,146,9,85
10,147,1,41
10,147,2,64
10,147,3,45
10,147,4,50
10,147,8,50
10,147,9,50
10,148,1,61
10,148,2,84
10,148,3,65
10,148,4,70
10,148,8,70
10,148,9,70
10,149,1,91
10,149,2,134
10,149,3,95
10,149,4,80
10,149,8,100
10,149,9,100
10,150,1,106
10,150,2,110
10,150,3,90
10,150,4,130
10,150,8,154
10,150,9,90
10,151,1,100
10,151,2,100
10,151,3,100
10,151,4,100
10,151,8,100
10,151,9,100
10,152,1,45
10,152,2,49
10,152,3,65
10,152,4,45
10,152,8,49
10,152,9,65
10,153,1,60
10,153,2,62
10,153,3,80
10,153,4,60
10,153,8,63
10,153,9,80
10,154,1,80
10,154,2,82
10,154,3,100
10,154,4,80
10,154,8,83
10,154,9,100
10,155,1,39
10,155,2,52
10,155,3,43
10,155,4,65
10,155,8,60
10,155,9,50
10,156,1,58
10,156,2,64
10,156,3,58
10,156,4,80
10,156,8,80
10,156,9,65
10,157,1,78
10,157,2,84
10,157,3,78
10,157,4,100
10,157,8,109
10,157,9,85
10,158,1,50
10,158,2,65
10,158,3,64
10,158,4,43
10,158,8,44
10,158,9,48
10,159,1,65
10,159,2,80
10,159,3,80
10,159,4,58
10,159,8,59
10,159,9,63
10,160,1,85
10,160,2,105
10,160,3,100
10,160,4,78
10,160,8,79
10,160,9,83
10,161,1,35
10,161,2,46
10,161,3,34
10,161,4,20
10,161,8,35
10,161,9,45
10,162,1,85
10,162,2,76
10,162,3,64
10,162,4,90
10,162,8,45
10,162,9,55
10,163,1,60
10,163,2,30
10,163,3,30
10,163,4,50
10,163,8,36
10,163,9,56
10,164,1,100
10,164,2,50
10,164,3,50
10,164,4,70
10,164,8,76
10,164,9,96
10,165,1,40
10,165,2,20
10,165,3,30
10,165,4,55
10,165,8,40
10,165,9,80
10,166,1,55
10,166,2,35
10,166,3,50
10,166,4,85
10,166,8,55
10,166,9,110
10,167,1,40
10,167,2,60
10,167,3,40
10,167,4,30
10,167,8,40
10,167,9,40
10,168,1,70
10,168,2,90
10,168,3,70
10,168,4,40
10,168,8,60
10,168,9,60
10,169,1,85
10,169,2,90
10,169,3,80
10,169,4,130
10,169,8,70
10,169,9,80
10,170,1,75
10,170,2,38
10,170,3,38
10,170,4,67
10,170,8,56
10,170,9,56
10,171,1,125
10,171,2,58
10,171,3,58
10,171,4,67
10,171,8,76
10,171,9,76
10,172,1,20
10,172,2,40
10,172,3,15
10,172,4,60
10,172,8,35
10,172,9,35
10,173,1,50
10,173,2,25
10,173,3,28
10,173,4,15
10,173,8,45
10,173,9,55
10,174,1,90
10,174,2,30
10,174,3,15
10,174,4,15
10,174,8,40
10,174,9,20
10,175,1,35
10,175,2,20
10,175,3,65
10,175,4,20
10,175,8,40
10,175,9,65
10,176,1,55
10,176,2,40
10,176,3,85
10,176,4,40
10,176,8,80
10,176,9,105
10,177,1,40
10,177,2,50
10,177,3,45
10,177,4,70
10,177,8,70
10,177,9,45
10,178,1,65
10,178,2,75
10,178,3,70
10,178,4,95
10,178,8,95
10,178,9,70
10,179,1,55
10,179,2,40
10,179,3,40
10,179,4,35
10,179,8,65
10,179,9,45
10,180,1,70
10,180,2,55
10,180,3,55
10,180,4,45
10,180,8,80
10,180,9,60
10,181,1,90
10,181,2,75
10,181,3,75
10,181,4,55
10,181,8,115
10,181,9,90
10,182,1,75
10,182,2,80
10,182,3,85
10,182,4,50
10,182,8,90
10,182,9,100
10,183,1,70
10,183,2,20
10,183,3,50
10,183,4,40
10,183,8,20
10,183,9,50
10,184,1,100
10,184,2,50
10,184,3,80
10,184,4,50
10,184,8,50
10,184,9,80
10,185,1,70
10,185,2,100
10,185,3,115
10,185,4,30
10,185,8,30
10,185,9,65
10,186,1,90
10,186,2,75
10,186,3,75
10,186,4,70
10,186,8,90
10,186,9,100
10,187,1,35
10,187,2,35
10,187,3,40
10,187,4,50
10,187,8,35
10,187,9,55
10,188,1,55
10,188,2,45
10,188,3,50
10,188,4,80
10,188,8,45
10,188,9,65
10,189,1,75
10,189,2,55
10,189,3,70
10,189,4,110
10,189,8,55
10,189,9,85
10,190,1,55
10,190,2,70
10,190,3,55
10,190,4,85
10,190,8,40
10,190,9,55
10,191,1,30
10,191,2,30
10,191,3,30
10,191,4,30
10,191,8,30
10,191,9,30
10,192,1,75
10,192,2,75
10,192,3,55
10,192,4,30
10,192,8,105
10,192,9,85
10,193,1,65
10,193,2,65
10,193,3,45
10,193,4,95
10,193,8,75
10,193,9,45
10,194,1,55
10,194,2,45
10,194,3,45
10,194,4,15
10,194,8,25
10,194,9,25
10,195,1,95
10,195,2,85
10,195,3,85
10,195,4,35
10,195,8,65
10,195,9,65
10,196,1,65
10,196,2,65
10,196,3,60
10,196,4,110
10,196,8,130
10,196,9,95
10,197,1,95
10,197,2,65
10,197,3,110
10,197,4,65
10,197,8,60
10,197,9,130
10,198,1,60
10,198,2,85
10,198,3,42
10,198,4,91
10,198,8,85
10,198,9,42
10,199,1,95
10,199,2,75
10,199,3,80
10,199,4,30
10,199,8,100
10,199,9,110
10,200,1,60
10,200,2,60
10,200,3,60
10,200,4,85
10,200,8,85
10,200,9,85
10,201,1,48
10,201,2,72
10,201,3,48
10,201,4,48
10,201,8,72
10,201,9,48
10,202,1,190
10,202,2,33
10,202,3,58
10,202,4,33
10,202,8,33
10,202,9,58
10,203,1,70
10,203,2,80
10,203,3,65
10,203,4,85
10,203,8,90
10,203,9,65
10,204,1,50
10,204,2,65
10,204,3,90
10,204,4,15
10,204,8,35
10,204,9,35
10,205,1,75
10,205,2,90
10,205,3,140
10,205,4,40
10,205,8,60
10,205,9,60
10,206,1,100
10,206,2,70
10,206,3,70
10,206,4,45
10,206,8,65
10,206,9,65
10,207,1,65
10,207,2,75
10,207,3,105
10,207,4,85
10,207,8,35
10,207,9,65
10,208,1,75
10,208,2,85
10,208,3,200
10,208,4,30
10,208,8,55
10,208,9,65
10,209,1,60
10,209,2,80
10,209,3,50
10,209,4,30
10,209,8,40
10,209,9,40
10,210,1,90
10,210,2,120
10,210,3,75
10,210,4,45
10,210,8,60
10,210,9,60
10,211,1,65
10,211,2,95
10,211,3,75
10,211,4,85
10,211,8,55
10,211,9,55
10,212,1,70
10,212,2,130
10,212,3,100
10,212,4,65
10,212,8,55
10,212,9,80
10,213,1,20
10,213,2,10
10,213,3,230
10,213,4,5
10,213,8,10
10,213,9,230
10,214,1,80
10,214,2,125
10,214,3,75
10,214,4,85
10,214,8,40
10,214,9,95
10,215,1,55
10,215,2,95
10,215,3,55
10,215,4,115
10,215,8,35
10,215,9,75
10,216,1,60
10,216,2,80
10,216,3,50
10,216,4,40
10,216,8,50
10,216,9,50
10,217,1,90
10,217,2,130
10,217,3,75
10,217,4,55
10,217,8,75
10,217,9,75
10,218,1,40
10,218,2,40
10,218,3,40
10,218,4,20
10,218,8,70
10,218,9,40
10,219,1,50
10,219,2,50
10,219,3,120
10,219,4,30
10,219,8,80
10,219,9,80
10,220,1,50
10,220,2,50
10,220,3,40
10,220,4,50
10,220,8,30
10,220,9,30
10,221,1,100
10,221,2,100
10,221,3,80
10,221,4,50
10,221,8,60
10,221,9,60
10,222,1,55
10,222,2,55
10,222,3,85
10,222,4,35
10,222,8,65
10,222,9,85
10,223,1,35
10,223,2,65
10,223,3,35
10,223,4,65
10,223,8,65
10,223,9,35
10,224,1,75
10,224,2,105
10,224,3,75
10,224,4,45
10,224,8,105
10,224,9,75
10,225,1,45
10,225,2,55
10,225,3,45
10,225,4,75
10,225,8,65
10,225,9,45
10,226,1,65
10,226,2,40
10,226,3,70
10,226,4,70
10,226,8,80
10,226,9,140
10,227,1,65
10,227,2,80
10,227,3,140
10,227,4,70
10,227,8,40
10,227,9,70
10,228,1,45
10,228,2,60
10,228,3,30
10,228,4,65
10,228,8,80
10,228,9,50
10,229,1,75
10,229,2,90
10,229,3,50
10,229,4,95
10,229,8,110
10,229,9,80
10,230,1,75
10,230,2,95
10,230,3,95
10,230,4,85
10,230,8,95
10,230,9,95
10,231,1,90
10,231,2,60
10,231,3,60
10,231,4,40
10,231,8,40
10,231,9,40
10,232,1,90
10,232,2,120
10,232,3,120
10,232,4,50
10,232,8,60
10,232,9,60
10,233,1,85
10,233,2,80
10,233,3,90
10,233,4,60
10,233,8,105
10,233,9,95
10,234,1,73
10,234,2,95
10,234,3,62
10,234,4,85
10,234,8,85
10,234,9,65
10,235,1,55
10,235,2,20
10,235,3,35
10,235,4,75
10,235,8,20
10,235,9,45
10,236,1,35
10,236,2,35
10,236,3,35
10,236,4,35
10,236,8,35
10,236,9,35
10,237,1,50
10,237,2,95
10,237,3,95
10,237,4,70
10,237,8,35
10,237,9,110
10,238,1,45
10,238,2,30
10,238,3,15
10,238,4,65
10,238,8,85
10,238,9,65
10,239,1,45
10,239,2,63
10,239,3,37
10,239,4,95
10,239,8,65
10,239,9,55
10,240,1,45
10,240,2,75
10,240,3,37
10,240,4,83
10,240,8,70
10,240,9,55
10,241,1,95
10,241,2,80
10,241,3,105
10,241,4,100
10,241,8,40
10,241,9,70
10,242,1,255
10,242,2,10
10,242,3,10
10,242,4,55
10,242,8,75
10,242,9,135
10,243,1,90
10,243,2,85
10,243,3,75
10,243,4,115
10,243,8,115
10,243,9,100
10,244,1,115
10,244,2,115
10,244,3,85
10,244,4,100
10,244,8,90
10,244,9,75
10,245,1,100
10,245,2,75
10,245,3,115
10,245,4,85
10,245,8,90
10,245,9,115
10,246,1,50
10,246,2,64
10,246,3,50
10,246,4,41
10,246,8,45
10,246,9,50
10,247,1,70
10,247,2,84
10,247,3,70
10,247,4,51
10,247,8,65
10,247,9,70
10,248,1,100
10,248,2,134
10,248,3,110
10,248,4,61
10,248,8,95
10,248,9,100
10,249,1,106
10,249,2,90
10,249,3,130
10,249,4,110
10,249,8,90
10,249,9,154
10,250,1,106
10,250,2,130
10,250,3,90
10,250,4,90
10,250,8,110
10,250,9,154
10,251,1,100
10,251,2,100
10,251,3,100
10,251,4,100
10,251,8,100
10,251,9,100
10,252,1,40
10,252,2,45
10,252,3,35
10,252,4,70
10,252,8,65
10,252,9,55
10,253,1,50
10,253,2,65
10,253,3,45
10,253,4,95
10,253,8,85
10,253,9,65
10,254,1,70
10,254,2,85
10,254,3,65
10,254,4,120
10,254,8,105
10,254,9,85
10,255,1,45
10,255,2,60
10,255,3,40
10,255,4,45
10,255,8,70
10,255,9,50
10,256,1,60
10,256,2,85
10,256,3,60
10,256,4,55
10,256,8,85
10,256,9,60
10,257,1,80
10,257,2,120
10,257,3,70
10,257,4,80
10,257,8,110
10,257,9,70
10,258,1,50
10,258,2,70
10,258,3,50
10,258,4,40
10,258,8,50
10,258,9,50
10,259,1,70
10,259,2,85
10,259,3,70
10,259,4,50
10,259,8,60
10,259,9,70
10,260,1,100
10,260,2,110
10,260,3,90
10,260,4,60
10,260,8,85
10,260,9,90
10,261,1,35
10,261,2,55
10,261,3,35
10,261,4,35
10,261,8,30
10,261,9,30
10,262,1,70
10,262,2,90
10,262,3,70
10,262,4,70
10,262,8,60
10,262,9,60
10,263,1,38
10,263,2,30
10,263,3,41
10,263,4,60
10,263,8,30
10,263,9,41
10,264,1,78
10,264,2,70
10,264,3,61
10,264,4,100
10,264,8,50
10,264,9,61
10,265,1,45
10,265,2,45
10,265,3,35
10,265,4,20
10,265,8,20
10,265,9,30
10,266,1,50
10,266,2,35
10,266,3,55
10,266,4,15
10,266,8,25
10,266,9,25
10,267,1,60
10,267,2,70
10,267,3,50
10,267,4,65
10,267,8,90
10,267,9,50
10,268,1,50
10,268,2,35
10,268,3,55
10,268,4,15
10,268,8,25
10,268,9,25
10,269,1,60
10,269,2,50
10,269,3,70
10,269,4,65
10,269,8,50
10,269,9,90
10,270,1,40
10,270,2,30
10,270,3,30
10,270,4,30
10,270,8,40
10,270,9,50
10,271,1,60
10,271,2,50
10,271,3,50
10,271,4,50
10,271,8,60
10,271,9,70
10,272,1,80
10,272,2,70
10,272,3,70
10,272,4,70
10,272,8,90
10,272,9,100
10,273,1,40
10,273,2,40
10,273,3,50
10,273,4,30
10,273,8,30
10,273,9,30
10,274,1,70
10,274,2,70
10,274,3,40
10,274,4,60
10,274,8,60
10,274,9,40
10,275,1,90
10,275,2,100
10,275,3,60
