generation_id,move_id,type_id,quality_id,category_id,power,accuracy,pp,priority,min_hits,max_hits,infliction_id,infliction_percent,min_turns,max_turns,crit_stage,flinch_percent,effect,effect_percent,recoil_percent,heal_percent,target_id,z_move_id,z_base_power,z_power_effect,max_move_id,max_power
4,190,11,\N,2,65,85,10,0,0,0,\N,0,0,0,0,0,73,50,0,0,1,\N,\N,\N,\N,\N
4,191,5,\N,3,0,0,20,0,0,0,\N,0,0,0,0,0,112,0,0,0,12,\N,\N,\N,\N,\N
4,192,13,\N,2,120,50,5,0,0,0,1,100,0,0,0,0,6,100,0,0,1,\N,\N,\N,\N,\N
4,193,1,\N,3,0,0,40,0,0,0,17,0,0,0,0,0,113,0,0,0,1,\N,\N,\N,\N,\N
4,194,8,\N,3,0,0,5,0,0,0,\N,0,0,0,0,0,98,0,0,0,8,\N,\N,\N,\N,\N
4,195,1,\N,3,0,0,5,0,0,0,20,0,4,4,0,0,114,0,0,0,11,\N,\N,\N,\N,\N
4,196,15,\N,2,55,95,15,0,0,0,\N,0,0,0,0,0,70,100,0,0,6,\N,\N,\N,\N,\N
4,197,2,\N,3,0,0,5,3,0,0,\N,0,0,0,0,0,111,0,0,0,8,\N,\N,\N,\N,\N
4,198,5,\N,1,25,80,10,0,2,5,\N,0,0,0,0,0,29,0,0,0,1,\N,\N,\N,\N,\N
4,199,1,\N,3,0,0,5,0,0,0,\N,0,0,0,0,0,94,0,0,0,1,\N,\N,\N,\N,\N
4,200,16,\N,1,120,100,15,0,0,0,\N,0,0,0,0,0,27,0,0,0,10,\N,\N,\N,\N,\N
4,201,6,\N,3,0,0,10,0,0,0,\N,0,0,0,0,0,115,0,0,0,11,\N,\N,\N,\N,\N
4,202,12,\N,2,60,100,10,0,0,0,\N,0,0,0,0,0,3,0,50,0,1,\N,\N,\N,\N,\N
4,203,1,\N,3,0,0,10,3,0,0,\N,0,0,0,0,0,116,0,0,0,8,\N,\N,\N,\N,\N
4,204,1,\N,3,0,100,20,0,0,0,\N,0,0,0,0,0,58,0,0,0,1,\N,\N,\N,\N,\N
4,205,6,\N,1,30,90,20,0,0,0,\N,0,0,0,0,0,117,0,0,0,1,\N,\N,\N,\N,\N
4,206,1,\N,1,40,100,40,0,0,0,\N,0,0,0,0,0,101,0,0,0,1,\N,\N,\N,\N,\N
4,207,1,\N,3,0,90,15,0,0,0,6,0,2,5,0,0,118,0,0,0,1,\N,\N,\N,\N,\N
4,208,1,\N,3,0,0,10,0,0,0,\N,0,0,0,0,0,32,0,0,50,8,\N,\N,\N,\N,\N
4,209,13,\N,1,65,100,20,0,0,0,1,30,0,0,0,0,6,30,0,0,1,\N,\N,\N,\N,\N
4,210,7,\N,1,10,95,20,0,0,0,\N,0,0,0,0,0,119,0,0,0,1,\N,\N,\N,\N,\N
4,211,9,\N,1,70,90,25,0,0,0,\N,0,0,0,0,0,138,10,0,0,1,\N,\N,\N,\N,\N
4,212,1,\N,3,0,0,5,0,0,0,\N,0,0,0,0,0,106,0,0,0,1,\N,\N,\N,\N,\N
4,213,1,\N,3,0,100,15,0,0,0,7,0,0,0,0,0,120,0,0,0,1,\N,\N,\N,\N,\N
4,214,1,\N,3,0,0,10,0,0,0,\N,0,0,0,0,0,97,0,0,0,14,\N,\N,\N,\N,\N
4,215,1,\N,3,0,0,5,0,0,0,\N,0,0,0,0,0,102,0,0,0,13,\N,\N,\N,\N,\N
4,216,1,\N,1,1,100,20,0,0,0,\N,0,0,0,0,0,121,0,0,0,1,\N,\N,\N,\N,\N
4,217,1,\N,1,1,90,15,0,0,0,\N,0,0,0,0,0,122,0,0,0,1,\N,\N,\N,\N,\N
4,218,1,\N,1,1,100,20,0,0,0,\N,0,0,0,0,0,123,0,0,0,1,\N,\N,\N,\N,\N
4,219,1,\N,3,0,0,25,0,0,0,\N,0,0,0,0,0,124,0,0,0,13,\N,\N,\N,\N,\N
4,220,1,\N,3,0,0,20,0,0,0,\N,0,0,0,0,0,91,0,0,0,1,\N,\N,\N,\N,\N
4,221,10,\N,1,100,95,5,0,0,0,4,50,0,0,0,0,125,50,0,0,1,\N,\N,\N,\N,\N
4,222,5,\N,1,1,100,30,0,0,0,\N,0,0,0,0,0,126,0,0,0,5,\N,\N,\N,\N,\N
4,223,2,\N,1,100,50,5,0,0,0,6,100,2,5,0,0,76,100,0,0,1,\N,\N,\N,\N,\N
4,224,7,\N,1,120,85,10,0,0,0,\N,0,0,0,0,0,0,0,0,0,1,\N,\N,\N,\N,\N
4,225,16,\N,2,60,100,20,0,0,0,1,30,0,0,0,0,6,30,0,0,1,\N,\N,\N,\N,\N
4,226,1,\N,3,0,0,40,0,0,0,\N,0,0,0,0,0,127,0,0,0,8,\N,\N,\N,\N,\N
4,227,1,\N,3,0,100,5,0,0,0,\N,0,0,0,0,0,90,0,0,0,1,\N,\N,\N,\N,\N
4,228,17,\N,1,40,100,20,0,0,0,\N,0,0,0,0,0,128,0,0,0,1,\N,\N,\N,\N,\N
4,229,1,\N,1,20,100,40,0,0,0,\N,0,0,0,0,0,129,0,0,0,1,\N,\N,\N,\N,\N
4,230,1,\N,3,0,100,20,0,0,0,\N,0,0,0,0,0,24,0,0,0,6,\N,\N,\N,\N,\N
4,231,9,\N,1,100,75,15,0,0,0,\N,0,0,0,0,0,69,30,0,0,1,\N,\N,\N,\N,\N
4,232,9,\N,1,50,95,35,0,0,0,\N,0,0,0,0,0,139,10,0,0,1,\N,\N,\N,\N,\N
4,233,2,\N,1,70,0,10,-1,0,0,\N,0,0,0,0,0,78,0,0,0,1,\N,\N,\N,\N,\N
4,234,1,\N,3,0,0,5,0,0,0,\N,0,0,0,0,0,132,0,0,50,8,\N,\N,\N,\N,\N
4,235,12,\N,3,0,0,5,0,0,0,\N,0,0,0,0,0,132,0,0,50,8,\N,\N,\N,\N,\N
4,236,1,\N,3,0,0,5,0,0,0,\N,0,0,0,0,0,132,0,0,50,8,\N,\N,\N,\N,\N
4,237,1,\N,2,1,100,15,0,0,0,\N,0,0,0,0,0,135,0,0,0,1,\N,\N,\N,\N,\N
4,238,2,\N,1,100,80,5,0,0,0,\N,0,0,0,1,0,43,0,0,0,1,\N,\N,\N,\N,\N
4,239,16,\N,2,40,100,20,0,0,0,\N,0,0,0,0,20,146,20,0,0,6,\N,\N,\N,\N,\N
4,240,11,\N,3,0,0,5,0,0,0,\N,0,0,0,0,0,136,0,0,0,11,\N,\N,\N,\N,\N
4,241,10,\N,3,0,0,5,0,0,0,\N,0,0,0,0,0,137,0,0,0,11,\N,\N,\N,\N,\N
4,242,17,\N,1,80,100,15,0,0,0,\N,0,0,0,0,0,69,20,0,0,1,\N,\N,\N,\N,\N
4,243,14,\N,2,1,100,20,-5,0,0,\N,0,0,0,0,0,144,0,0,0,14,\N,\N,\N,\N,\N
4,244,1,\N,3,0,0,10,0,0,0,\N,0,0,0,0,0,143,0,0,0,1,\N,\N,\N,\N,\N
4,245,1,\N,1,80,100,5,1,0,0,\N,0,0,0,0,0,103,0,0,0,1,\N,\N,\N,\N,\N
4,246,6,\N,2,60,100,5,0,0,0,\N,0,0,0,0,0,140,10,0,0,1,\N,\N,\N,\N,\N
4,247,8,\N,2,80,100,15,0,0,0,\N,0,0,0,0,0,72,20,0,0,1,\N,\N,\N,\N,\N
4,248,14,\N,2,80,90,15,0,0,0,\N,0,0,0,0,0,148,0,0,0,1,\N,\N,\N,\N,\N
4,249,2,\N,1,40,100,15,0,0,0,\N,0,0,0,0,0,69,50,0,0,1,\N,\N,\N,\N,\N
4,250,11,\N,2,15,70,15,0,0,0,8,100,3,6,0,0,261,0,0,0,1,\N,\N,\N,\N,\N
4,251,17,\N,1,10,100,10,0,6,6,\N,0,0,0,0,0,154,0,0,0,1,\N,\N,\N,\N,\N
4,252,1,\N,1,40,100,10,1,0,0,\N,0,0,0,0,100,158,100,0,0,1,\N,\N,\N,\N,\N
4,253,1,\N,2,50,100,10,0,0,0,\N,0,0,0,0,0,159,0,0,0,10,\N,\N,\N,\N,\N
4,254,1,\N,3,0,0,20,0,0,0,\N,0,0,0,0,0,160,0,0,0,8,\N,\N,\N,\N,\N
4,255,1,\N,2,1,100,10,0,0,0,\N,0,0,0,0,0,161,0,0,0,1,\N,\N,\N,\N,\N
4,256,1,\N,3,0,0,10,0,0,0,\N,0,0,0,0,0,162,0,0,25,8,\N,\N,\N,\N,\N
4,257,10,\N,2,100,90,10,0,0,0,4,10,0,0,0,0,4,10,0,0,6,\N,\N,\N,\N,\N
4,258,15,\N,3,0,0,10,0,0,0,\N,0,0,0,0,0,164,0,0,0,11,\N,\N,\N,\N,\N
4,259,17,\N,3,0,100,15,0,0,0,12,0,0,0,0,0,165,0,0,0,1,\N,\N,\N,\N,\N
4,260,17,\N,3,0,100,15,0,0,0,6,0,2,5,0,0,166,0,0,0,1,\N,\N,\N,\N,\N
4,261,10,\N,3,0,75,15,0,0,0,4,0,0,0,0,0,167,0,0,0,1,\N,\N,\N,\N,\N
4,262,17,\N,3,0,100,10,0,0,0,\N,0,0,0,0,0,168,0,0,0,1,\N,\N,\N,\N,\N
4,263,1,\N,1,70,100,20,0,0,0,\N,0,0,0,0,0,169,0,0,0,1,\N,\N,\N,\N,\N
4,264,2,\N,1,150,100,20,-3,0,0,\N,0,0,0,0,0,170,0,0,0,1,\N,\N,\N,\N,\N
4,265,1,\N,1,60,100,10,0,0,0,\N,0,0,0,0,0,171,0,0,0,1,\N,\N,\N,\N,\N
4,266,1,\N,3,0,0,20,3,0,0,\N,0,0,0,0,0,172,0,0,0,8,\N,\N,\N,\N,\N
4,267,1,\N,3,0,0,20,0,0,0,\N,0,0,0,0,0,173,0,0,0,14,\N,\N,\N,\N,\N
4,268,13,\N,3,0,0,20,0,0,0,\N,0,0,0,0,0,174,0,0,0,8,\N,\N,\N,\N,\N
4,269,17,\N,3,0,100,20,0,0,0,\N,0,0,0,0,0,175,0,0,0,1,\N,\N,\N,\N,\N
4,270,1,\N,3,0,0,20,5,0,0,\N,0,0,0,0,0,176,0,0,0,3,\N,\N,\N,\N,\N
4,271,14,\N,3,0,100,10,0,0,0,\N,0,0,0,0,0,177,0,0,0,1,\N,\N,\N,\N,\N
4,272,14,\N,3,0,0,10,0,0,0,\N,0,0,0,0,0,178,0,0,0,1,\N,\N,\N,\N,\N
4,273,1,\N,3,0,0,10,0,0,0,\N,0,0,0,0,0,179,0,0,0,8,\N,\N,\N,\N,\N
4,274,1,\N,3,0,0,20,0,0,0,\N,0,0,0,0,0,180,0,0,0,14,\N,\N,\N,\N,\N
4,275,12,\N,3,0,0,20,0,0,0,21,0,0,0,0,0,181,0,0,0,8,\N,\N,\N,\N,\N
4,276,2,\N,1,120,100,5,0,0,0,\N,0,0,0,0,0,182,0,0,0,1,\N,\N,\N,\N,\N
4,277,14,\N,3,0,0,15,4,0,0,\N,0,0,0,0,0,183,0,0,0,14,\N,\N,\N,\N,\N
4,278,1,\N,3,0,0,10,0,0,0,\N,0,0,0,0,0,184,0,0,0,8,\N,\N,\N,\N,\N
4,279,2,\N,1,60,100,10,-4,0,0,\N,0,0,0,0,0,185,0,0,0,1,\N,\N,\N,\N,\N
4,280,2,\N,1,75,100,15,0,0,0,\N,0,0,0,0,0,186,0,0,0,1,\N,\N,\N,\N,\N
4,281,1,\N,3,0,0,10,0,0,0,14,0,2,2,0,0,187,0,0,0,1,\N,\N,\N,\N,\N
4,282,17,\N,1,20,100,20,0,0,0,\N,0,0,0,0,0,188,0,0,0,1,\N,\N,\N,\N,\N
4,283,1,\N,1,1,100,5,0,0,0,\N,0,0,0,0,0,189,0,0,0,1,\N,\N,\N,\N,\N
4,284,10,\N,2,150,100,5,0,0,0,\N,0,0,0,0,0,190,0,0,0,6,\N,\N,\N,\N,\N
4,285,14,\N,3,0,0,10,0,0,0,\N,0,0,0,0,0,191,0,0,0,1,\N,\N,\N,\N,\N
4,286,14,\N,3,0,0,10,0,0,0,\N,0,0,0,0,0,192,0,0,0,8,\N,\N,\N,\N,\N
4,287,1,\N,3,0,0,20,0,0,0,\N,0,0,0,0,0,193,0,0,0,8,\N,\N,\N,\N,\N
4,288,8,\N,3,0,0,5,0,0,0,\N,0,0,0,0,0,194,0,0,0,8,\N,\N,\N,\N,\N
4,289,17,\N,3,0,0,10,4,0,0,\N,0,0,0,0,0,195,0,0,0,14,\N,\N,\N,\N,\N
4,290,1,\N,1,70,100,20,0,0,0,\N,30,0,0,0,0,197,30,0,0,1,\N,\N,\N,\N,\N
4,291,11,\N,1,80,100,10,0,0,0,\N,0,0,0,0,0,255,0,0,0,1,\N,\N,\N,\N,\N
4,292,2,\N,1,15,100,20,0,2,5,\N,0,0,0,0,0,29,0,0,0,1,\N,\N,\N,\N,\N
4,293,1,\N,3,0,0,20,0,0,0,\N,0,0,0,0,0,213,0,0,0,8,\N,\N,\N,\N,\N
4,294,7,\N,3,0,0,20,0,0,0,\N,0,0,0,0,0,53,0,0,0,8,\N,\N,\N,\N,\N
4,295,14,\N,2,70,100,5,0,0,0,\N,0,0,0,0,0,72,50,0,0,1,\N,\N,\N,\N,\N
4,296,14,\N,2,70,100,5,0,0,0,\N,0,0,0,0,0,71,50,0,0,1,\N,\N,\N,\N,\N
4,297,3,\N,3,0,100,15,0,0,0,\N,0,0,0,0,0,58,0,0,0,1,\N,\N,\N,\N,\N
4,298,1,\N,3,0,100,20,0,0,0,6,0,2,5,0,0,199,0,0,0,5,\N,\N,\N,\N,\N
4,299,10,\N,1,85,90,10,0,0,0,4,10,0,0,1,0,200,10,0,0,1,\N,\N,\N,\N,\N
4,300,5,\N,3,0,0,15,0,0,0,\N,0,0,0,0,0,201,0,0,0,11,\N,\N,\N,\N,\N
4,301,15,\N,1,30,90,20,0,0,0,\N,0,0,0,0,0,117,0,0,0,1,\N,\N,\N,\N,\N
4,302,12,\N,1,60,100,15,0,0,0,\N,0,0,0,0,30,31,30,0,0,1,\N,\N,\N,\N,\N
4,303,1,\N,3,0,0,10,0,0,0,\N,0,0,0,0,0,32,0,0,50,8,\N,\N,\N,\N,\N
4,304,1,\N,2,90,100,10,0,0,0,\N,0,0,0,0,0,0,0,0,0,6,\N,\N,\N,\N,\N
4,305,4,\N,1,50,100,15,0,0,0,5,30,15,15,0,0,202,30,0,0,1,\N,\N,\N,\N,\N
4,306,1,\N,1,75,95,10,0,0,0,\N,0,0,0,0,0,69,50,0,0,1,\N,\N,\N,\N,\N
4,307,10,\N,2,150,90,5,0,0,0,\N,0,0,0,0,0,80,0,0,0,1,\N,\N,\N,\N,\N
4,308,11,\N,2,150,90,5,0,0,0,\N,0,0,0,0,0,80,0,0,0,1,\N,\N,\N,\N,\N
4,309,9,\N,1,100,85,10,0,0,0,\N,0,0,0,0,0,139,20,0,0,1,\N,\N,\N,\N,\N
4,310,8,\N,1,30,100,15,0,0,0,\N,0,0,0,0,30,31,30,0,0,1,\N,\N,\N,\N,\N
4,311,1,\N,2,50,100,10,0,0,0,\N,0,0,0,0,0,203,0,0,0,1,\N,\N,\N,\N,\N
4,312,12,\N,3,0,0,5,0,0,0,\N,0,0,0,0,0,102,0,0,0,13,\N,\N,\N,\N,\N
4,313,17,\N,3,0,100,20,0,0,0,\N,0,0,0,0,0,62,0,0,0,1,\N,\N,\N,\N,\N
4,314,3,\N,2,55,95,25,0,0,0,\N,0,0,0,1,0,43,0,0,0,6,\N,\N,\N,\N,\N
4,315,10,\N,2,140,90,5,0,0,0,\N,0,0,0,0,0,204,100,0,0,1,\N,\N,\N,\N,\N
4,316,1,\N,3,0,0,40,0,0,0,17,0,0,0,0,0,113,0,0,0,1,\N,\N,\N,\N,\N
4,317,6,\N,1,50,80,10,0,0,0,\N,0,0,0,0,0,70,100,0,0,1,\N,\N,\N,\N,\N
4,318,7,\N,2,60,100,5,0,0,0,\N,0,0,0,0,0,140,10,0,0,1,\N,\N,\N,\N,\N
4,319,9,\N,3,0,85,40,0,0,0,\N,0,0,0,0,0,62,0,0,0,1,\N,\N,\N,\N,\N
4,320,12,\N,3,0,55,15,0,0,0,2,0,2,7,0,0,1,0,0,0,1,\N,\N,\N,\N,\N
4,321,1,\N,3,0,100,20,0,0,0,\N,0,0,0,0,0,205,0,0,0,1,\N,\N,\N,\N,\N
4,322,14,\N,3,0,0,20,0,0,0,\N,0,0,0,0,0,206,0,0,0,8,\N,\N,\N,\N,\N
4,323,11,\N,2,150,100,5,0,0,0,\N,0,0,0,0,0,190,0,0,0,6,\N,\N,\N,\N,\N
4,324,7,\N,2,75,100,15,0,0,0,6,10,2,5,0,0,76,10,0,0,1,\N,\N,\N,\N,\N
4,325,8,\N,1,60,0,20,0,0,0,\N,0,0,0,0,0,17,0,0,0,1,\N,\N,\N,\N,\N
4,326,14,\N,2,80,100,30,0,0,0,\N,0,0,0,0,10,31,10,0,0,1,\N,\N,\N,\N,\N
4,327,2,\N,1,85,90,15,0,0,0,\N,0,0,0,0,0,207,0,0,0,1,\N,\N,\N,\N,\N
4,328,5,\N,1,15,70,15,0,0,0,8,100,3,6,0,0,42,0,0,0,1,\N,\N,\N,\N,\N
4,329,15,\N,2,1,30,5,0,0,0,\N,0,0,0,0,0,38,0,0,0,1,\N,\N,\N,\N,\N
4,330,11,\N,2,95,85,10,0,0,0,\N,0,0,0,0,0,73,30,0,0,6,\N,\N,\N,\N,\N
4,331,12,\N,1,10,100,30,0,2,5,\N,0,0,0,0,0,29,0,0,0,1,\N,\N,\N,\N,\N
4,332,3,\N,1,60,0,20,0,0,0,\N,0,0,0,0,0,17,0,0,0,1,\N,\N,\N,\N,\N
4,333,15,\N,1,10,100,30,0,2,5,\N,0,0,0,0,0,29,0,0,0,1,\N,\N,\N,\N,\N
4,334,9,\N,3,0,0,15,0,0,0,\N,0,0,0,0,0,51,0,0,0,8,\N,\N,\N,\N,\N
4,335,1,\N,3,0,0,5,0,0,0,\N,0,0,0,0,0,106,0,0,0,1,\N,\N,\N,\N,\N
4,336,1,\N,3,0,0,40,0,0,0,\N,0,0,0,0,0,10,0,0,0,8,\N,\N,\N,\N,\N
4,337,16,\N,1,80,100,15,0,0,0,\N,0,0,0,0,0,0,0,0,0,1,\N,\N,\N,\N,\N
4,338,12,\N,2,150,90,5,0,0,0,\N,0,0,0,0,0,80,0,0,0,1,\N,\N,\N,\N,\N
4,339,2,\N,3,0,0,20,0,0,0,\N,0,0,0,0,0,208,0,0,0,8,\N,\N,\N,\N,\N
4,340,3,\N,1,85,85,5,0,0,0,1,30,0,0,0,0,263,30,0,0,1,\N,\N,\N,\N,\N
4,341,5,\N,2,55,95,15,0,0,0,\N,0,0,0,0,0,70,100,0,0,1,\N,\N,\N,\N,\N
4,342,4,\N,1,50,100,25,0,0,0,5,10,0,0,1,0,209,10,0,0,1,\N,\N,\N,\N,\N
4,343,1,\N,1,40,100,40,0,0,0,\N,0,0,0,0,0,105,0,0,0,1,\N,\N,\N,\N,\N
4,344,13,\N,1,120,100,15,0,0,0,1,10,0,0,0,0,262,10,-33,0,1,\N,\N,\N,\N,\N
4,345,12,\N,2,60,0,20,0,0,0,\N,0,0,0,0,0,17,0,0,0,1,\N,\N,\N,\N,\N
4,346,11,\N,3,0,0,15,0,0,0,\N,0,0,0,0,0,210,0,0,0,11,\N,\N,\N,\N,\N
4,347,14,\N,3,0,0,20,0,0,0,\N,0,0,0,0,0,211,0,0,0,8,\N,\N,\N,\N,\N
4,348,12,\N,1,90,100,15,0,0,0,\N,0,0,0,1,0,43,0,0,0,1,\N,\N,\N,\N,\N
4,349,16,\N,3,0,0,20,0,0,0,\N,0,0,0,0,0,212,0,0,0,8,\N,\N,\N,\N,\N
4,350,6,\N,1,25,80,10,0,2,5,\N,0,0,0,0,0,29,0,0,0,1,\N,\N,\N,\N,\N
4,351,13,\N,2,60,0,20,0,0,0,\N,0,0,0,0,0,17,0,0,0,1,\N,\N,\N,\N,\N
4,352,11,\N,2,60,100,20,0,0,0,6,20,2,5,0,0,76,20,0,0,1,\N,\N,\N,\N,\N
4,353,9,\N,2,120,85,5,0,0,0,\N,0,0,0,0,0,148,0,0,0,1,\N,\N,\N,\N,\N
4,354,14,\N,2,140,90,5,0,0,0,\N,0,0,0,0,0,204,100,0,0,1,\N,\N,\N,\N,\N
4,355,3,\N,3,0,0,10,0,0,0,\N,0,0,0,0,0,214,0,0,50,8,\N,\N,\N,\N,\N
4,356,14,\N,3,0,0,5,0,0,0,\N,0,0,0,0,0,215,0,0,0,11,\N,\N,\N,\N,\N
4,357,14,\N,3,0,0,40,0,0,0,17,0,0,0,0,0,216,0,0,0,1,\N,\N,\N,\N,\N
4,358,2,\N,1,60,100,10,0,0,0,\N,0,0,0,0,0,217,0,0,0,1,\N,\N,\N,\N,\N
4,359,2,\N,1,100,90,10,0,0,0,\N,0,0,0,0,0,218,0,0,0,1,\N,\N,\N,\N,\N
4,360,9,\N,1,1,100,5,0,0,0,\N,0,0,0,0,0,219,0,0,0,1,\N,\N,\N,\N,\N
4,361,14,\N,3,0,0,10,0,0,0,\N,0,0,0,0,0,220,0,0,0,8,\N,\N,\N,\N,\N
4,362,11,\N,2,65,100,10,0,0,0,\N,0,0,0,0,0,221,0,0,0,1,\N,\N,\N,\N,\N
4,363,1,\N,1,1,100,15,0,0,0,\N,0,0,0,0,0,222,0,0,0,1,\N,\N,\N,\N,\N
4,364,1,\N,1,50,100,10,2,0,0,\N,0,0,0,0,0,223,0,0,0,1,\N,\N,\N,\N,\N
4,365,3,\N,1,60,100,20,0,0,0,\N,0,0,0,0,0,224,0,0,0,1,\N,\N,\N,\N,\N
4,366,3,\N,3,0,0,30,0,0,0,\N,0,0,0,0,0,225,0,0,0,13,\N,\N,\N,\N,\N
4,367,1,\N,3,0,0,30,0,0,0,\N,0,0,0,0,0,226,0,0,0,2,\N,\N,\N,\N,\N
4,368,9,\N,1,1,100,10,0,0,0,\N,0,0,0,0,0,227,0,0,0,14,\N,\N,\N,\N,\N
4,369,7,\N,1,70,100,20,0,0,0,\N,0,0,0,0,0,228,0,0,0,1,\N,\N,\N,\N,\N
4,370,2,\N,1,120,100,5,0,0,0,\N,0,0,0,0,0,229,0,0,0,1,\N,\N,\N,\N,\N
4,371,17,\N,1,50,100,10,0,0,0,\N,0,0,0,0,0,230,0,0,0,1,\N,\N,\N,\N,\N
4,372,17,\N,1,50,100,10,0,0,0,\N,0,0,0,0,0,231,0,0,0,1,\N,\N,\N,\N,\N
4,373,17,\N,3,0,100,15,0,0,0,19,0,5,5,0,0,232,0,0,0,1,\N,\N,\N,\N,\N
4,374,17,\N,1,1,100,10,0,0,0,\N,0,0,0,0,0,233,0,0,0,1,\N,\N,\N,\N,\N
4,375,14,\N,3,0,90,10,0,0,0,\N,0,0,0,0,0,234,0,0,0,1,\N,\N,\N,\N,\N
4,376,1,\N,2,1,0,5,0,0,0,\N,0,0,0,0,0,235,0,0,0,1,\N,\N,\N,\N,\N
4,377,14,\N,3,0,100,15,0,0,0,15,0,5,5,0,0,236,0,0,0,6,\N,\N,\N,\N,\N
4,378,1,\N,2,1,100,5,0,0,0,\N,0,0,0,0,0,237,0,0,0,1,\N,\N,\N,\N,\N
4,379,14,\N,3,0,0,10,0,0,0,\N,0,0,0,0,0,238,0,0,0,8,\N,\N,\N,\N,\N
4,380,4,\N,3,0,100,10,0,0,0,\N,0,0,0,0,0,239,0,0,0,1,\N,\N,\N,\N,\N
4,381,1,\N,3,0,0,30,0,0,0,\N,0,0,0,0,0,240,0,0,0,13,\N,\N,\N,\N,\N
4,382,1,\N,3,0,0,20,0,0,0,\N,0,0,0,0,0,241,0,0,0,4,\N,\N,\N,\N,\N
4,383,1,\N,3,0,0,20,0,0,0,\N,0,0,0,0,0,242,0,0,0,14,\N,\N,\N,\N,\N
4,384,14,\N,3,0,0,10,0,0,0,\N,0,0,0,0,0,243,0,0,0,1,\N,\N,\N,\N,\N
4,385,14,\N,3,0,0,10,0,0,0,\N,0,0,0,0,0,244,0,0,0,1,\N,\N,\N,\N,\N
4,386,17,\N,1,1,100,5,0,0,0,\N,0,0,0,0,0,245,0,0,0,1,\N,\N,\N,\N,\N
4,387,1,\N,1,130,100,5,0,0,0,\N,0,0,0,0,0,246,0,0,0,1,\N,\N,\N,\N,\N
4,388,12,\N,3,0,100,10,0,0,0,\N,0,0,0,0,0,247,0,0,0,1,\N,\N,\N,\N,\N
4,389,17,\N,1,80,100,5,1,0,0,\N,0,0,0,0,0,248,0,0,0,1,\N,\N,\N,\N,\N
4,390,4,\N,3,0,0,20,0,0,0,\N,0,0,0,0,0,249,0,0,0,12,\N,\N,\N,\N,\N
4,391,14,\N,3,0,0,10,0,0,0,\N,0,0,0,0,0,250,0,0,0,1,\N,\N,\N,\N,\N
4,392,11,\N,3,0,0,20,0,0,0,\N,0,0,0,0,0,251,0,0,0,8,\N,\N,\N,\N,\N
4,393,13,\N,3,0,0,10,0,0,0,\N,0,5,5,0,0,252,0,0,0,8,\N,\N,\N,\N,\N
4,394,10,\N,1,120,100,15,0,0,0,4,10,0,0,0,0,253,10,-33,0,1,\N,\N,\N,\N,\N
4,395,2,\N,1,60,100,10,0,0,0,1,30,0,0,0,0,6,30,0,0,1,\N,\N,\N,\N,\N
4,396,2,\N,2,90,0,20,0,0,0,\N,0,0,0,0,0,17,0,0,0,1,\N,\N,\N,\N,\N
4,397,6,\N,3,0,0,20,0,0,0,\N,0,0,0,0,0,52,0,0,0,8,\N,\N,\N,\N,\N
4,398,4,\N,1,80,100,20,0,0,0,5,30,0,0,0,0,2,30,0,0,1,\N,\N,\N,\N,\N
4,399,17,\N,2,80,100,15,0,0,0,\N,0,0,0,0,20,31,20,0,0,1,\N,\N,\N,\N,\N
4,400,17,\N,1,70,100,15,0,0,0,\N,0,0,0,1,0,43,0,0,0,1,\N,\N,\N,\N,\N
4,401,11,\N,1,90,90,10,0,0,0,\N,0,0,0,0,0,0,0,0,0,1,\N,\N,\N,\N,\N
4,402,12,\N,1,80,100,15,0,0,0,\N,0,0,0,0,0,0,0,0,0,1,\N,\N,\N,\N,\N
4,403,3,\N,2,75,95,20,0,0,0,\N,0,0,0,0,30,31,30,0,0,1,\N,\N,\N,\N,\N
4,404,7,\N,1,80,100,15,0,0,0,\N,0,0,0,0,0,0,0,0,0,1,\N,\N,\N,\N,\N
4,405,7,\N,2,90,100,10,0,0,0,\N,0,0,0,0,0,72,10,0,0,1,\N,\N,\N,\N,\N
4,406,16,\N,2,90,100,10,0,0,0,\N,0,0,0,0,0,0,0,0,0,1,\N,\N,\N,\N,\N
4,407,16,\N,1,100,75,10,0,0,0,\N,0,0,0,0,20,31,20,0,0,1,\N,\N,\N,\N,\N
4,408,6,\N,2,70,100,20,0,0,0,\N,0,0,0,0,0,0,0,0,0,1,\N,\N,\N,\N,\N
4,409,2,\N,1,60,100,5,0,0,0,\N,0,0,0,0,0,3,0,50,0,1,\N,\N,\N,\N,\N
4,410,2,\N,2,40,100,30,1,0,0,\N,0,0,0,0,0,103,0,0,0,1,\N,\N,\N,\N,\N
4,411,2,\N,2,120,70,5,0,0,0,\N,0,0,0,0,0,72,10,0,0,1,\N,\N,\N,\N,\N
4,412,12,\N,2,80,100,10,0,0,0,\N,0,0,0,0,0,72,10,0,0,1,\N,\N,\N,\N,\N
4,413,3,\N,1,120,100,15,0,0,0,\N,0,0,0,0,0,198,0,-33,0,1,\N,\N,\N,\N,\N
4,414,5,\N,2,90,100,10,0,0,0,\N,0,0,0,0,0,72,10,0,0,1,\N,\N,\N,\N,\N
4,415,17,\N,3,0,100,10,0,0,0,\N,0,0,0,0,0,177,0,0,0,1,\N,\N,\N,\N,\N
4,416,1,\N,1,150,90,5,0,0,0,\N,0,0,0,0,0,80,0,0,0,1,\N,\N,\N,\N,\N
