generation_id,language_id,ability_id,description
6,3,168,Le Pokémon prend le type de sa\ndernière capacité lancée.
6,3,169,Divise les dégâts des attaques\nphysiques par deux.
6,3,170,Les capacités volent aussi l’objet\ntenu par la cible.
6,3,171,"Protège de certaines capacités\nprojetant des bombes, balles…"
6,3,172,Monte l’Attaque quand\nles stats baissent.
6,3,173,"Grâce à une puissante mâchoire,\nles morsures sont plus fortes."
6,3,174,Les capacités de type Normal\ndeviennent de type Glace.
6,3,175,Les Pokémon de l’équipe ne\npeuvent pas s’endormir.
6,3,176,Change de forme selon la façon\ndont le Pokémon se bat.
6,3,177,Les attaques de type Vol sont\nprioritaires.
6,3,178,Augmente la puissance de\ncertaines capacités de type aura.
6,3,179,Augmente la Défense si\nChamp Herbu est actif.
6,3,180,Permet aux alliés d’utiliser\nl’objet porté par ce Pokémon.
6,3,181,Augmente la puissance des\nattaques directes.
6,3,182,Les capacités de type Normal\ndeviennent de type Fée.
6,3,183,Diminue la Vitesse de l’attaquant\nqui le touche.
6,3,184,Les capacités de type Normal\ndeviennent de type Vol.
6,3,185,Attaque en famille.
6,3,186,Renforce les attaques de type\nTénèbres de tous les Pokémon.
6,3,187,Renforce les attaques de type\nFée de tous les Pokémon.
6,3,188,L’effet des auras est inversé.
6,3,189,Altère les conditions météo et\nrend inefficaces les attaques Feu.
6,3,190,Altère les conditions météo et\nrend inefficaces les attaques Eau.
6,3,191,Altère les conditions météo et\nannule les faiblesses du type Vol.
6,4,1,Lässt den Gegner durch Gestank\nzurückschrecken.
6,4,2,Ruft im Kampf Regen herbei.
6,4,3,Erhöht Initiative nach und nach.
6,4,4,Wehrt gegnerische Volltreffer ab.
6,4,5,Bietet Schutz gegen K.O.-Treffer.
6,4,6,"Hält alle Pokémon davon ab,\nzu explodieren."
6,4,7,Verhindert Paralyse.
6,4,8,Erhöht in Sandstürmen\nden Fluchtwert.
6,4,9,Kann bei Berührung paralysieren.
6,4,10,Treffer durch Elektro-Attacken\nregenerieren KP.
6,4,11,Treffer durch Wasser-Attacken\nregenerieren KP.
6,4,12,"Verhindert, dass das Pokémon\nbetört oder provoziert wird."
6,4,13,Hebt Wetter-Effekte auf.
6,4,14,Steigert die Genauigkeit\nvon Attacken.
6,4,15,Verhindert Einschlafen.
6,4,16,Ändert seinen Typ zu dem\nder Attacke des Angreifers.
6,4,17,Verhindert Vergiftungen.
6,4,18,"Verstärkt Feuer-Attacken, wenn\nvon Feuer-Attacken getroffen."
6,4,19,Blockiert Zusatz-Effekte\ngegnerischer Angriffe.
6,4,20,Verhindert Verwirrung.
6,4,21,"Blockt Attacken und Items,\ndie Pokémon austauschen."
6,4,22,Senkt Angriff des Gegners.
6,4,23,Hindert Gegner an der Flucht.
6,4,24,Verletzt Angreifer bei Berührung.
6,4,25,Nur sehr effektive Treffer\nrichten Schaden an.
6,4,26,Volle Immunität gegen\nalle Boden-Attacken.
6,4,27,"Kann bei Kontakt Paralyse,\nVergiftung oder Schlaf auslösen."
6,4,28,"Brand, Gift oder Paralyse ereilen\nauch den Verursacher."
6,4,29,"Hindert Angreifer daran,\nStatuswerte zu senken."
6,4,30,Heilt bei Austausch\nStatusprobleme.
6,4,31,Absorbiert Elektro-Attacken\nund steigert den Spezial-Angriff.
6,4,32,Erhöht Chance auf Zusatz-Effekte.
6,4,33,Steigert bei Regen die Initiative.
6,4,34,Steigert bei Sonnenschein\ndie Initiative.
6,4,35,"Erhöht die Wahrscheinlichkeit,\nwilden Pokémon zu begegnen."
6,4,36,Das Pokémon kopiert\ndie Fähigkeit des Gegners.
6,4,37,Stärkt physische Attacken.
6,4,38,Vergiftet den Angreifer\neventuell bei Berührung.
6,4,39,Verhindert Zurückschrecken.
6,4,40,Verhindert Einfrieren.
6,4,41,Verhindert Verbrennungen.
6,4,42,Hindert Stahl-Pokémon\nan der Flucht.
6,4,43,Volle Immunität gegen\nalle Lärm-Attacken.
6,4,44,Stellt bei Regen langsam\nund stetig KP wieder her.
6,4,45,Erzeugt im Kampf Sandstürme.
6,4,46,Steigert den AP-Verbrauch\ndes Gegners.
6,4,47,Stark gegen Attacken der Typen\nFeuer und Eis.
6,4,48,"Bewirkt, dass das Pokémon\nschneller wieder aufwacht."
6,4,49,Fügt dem Angreifer bei Berührung\neventuell Verbrennungen zu.
6,4,50,Die Flucht vor wilden Pokémon\ngelingt immer.
6,4,51,"Hindert Angreifer daran,\ndie Genauigkeit zu senken."
6,4,52,"Hindert Angreifer daran,\nden Angriffs-Wert zu senken."
6,4,53,Hebt gelegentlich Items auf.
6,4,54,Greift nur alle zwei Runden an.
6,4,55,"Erhöht den Angriffs-Wert,\naber senkt die Genauigkeit."
6,4,56,Kann bei Kontakt betörend\nwirken.
6,4,57,"Erhöht den Spezial-Angriff, wenn\nPlus oder Minus vertreten ist."
6,4,58,"Erhöht den Spezial-Angriff, wenn\nPlus oder Minus vertreten ist."
6,4,59,Formeo verändert seine Form\nabhängig vom Wetter.
6,4,60,Verhindert durch Klebe-Effekt\nItem-Diebstähle.
6,4,61,Das Pokémon heilt eventuell\nseine Statusprobleme.
6,4,62,Steigert bei Statusproblemen\nden Angriffs-Wert.
6,4,63,Steigert bei Statusproblemen\ndie Verteidigung.
6,4,64,"Schadet Angreifern,\ndie Saug-Attacken einsetzen."
6,4,65,Erhöht in Notfällen die Stärke\nvon Pflanzen-Attacken.
6,4,66,Erhöht in Notfällen die Stärke\nvon Feuer-Attacken.
6,4,67,Erhöht in Notfällen die Stärke\nvon Wasser-Attacken.
6,4,68,Erhöht in Notfällen die Stärke\nvon Käfer-Attacken.
6,4,69,"Verhindert Schaden, der durch\nRückstoß entstehen würde."
6,4,70,Erzeugt im Kampf gleißendes\nSonnenlicht.
6,4,71,Hindert den Gegner im Kampf\nan der Flucht.
6,4,72,Verhindert Einschlafen.
6,4,73,"Hindert Angreifer daran,\nStatuswerte zu senken."
6,4,74,Stärkt physische Attacken.
6,4,75,Wehrt gegnerische Volltreffer ab.
6,4,76,Hebt Wetter-Effekte auf.
6,4,77,"Erhöht den Fluchtwert,\nwenn das Pokémon verwirrt ist."
6,4,78,Erhöht nach einem Treffer durch\neine Elektro-Attacke die Initiative.
6,4,79,"Erhöht den Schaden, wenn das\nZiel dasselbe Geschlecht hat."
6,4,80,"Erhöht die Initiative, sobald\ndas Pokémon zurückschreckt."
6,4,81,Erhöht bei Hagel den Fluchtwert.
6,4,82,Ermutigt zum frühzeitigen Einsatz\nvon Beeren.
6,4,83,Maximiert nach Einstecken eines\nVolltreffers den Angriffs-Wert.
6,4,84,"Erhöht Initiative, wenn ein Item\nverwendet oder verloren wird."
6,4,85,Senkt die Stärke von\nFeuer-Attacken.
6,4,86,Verdoppelt den Effekt eigener\nStatusveränderungen.
6,4,87,Bei heißem Wetter verliert das\nPokémon KP. Wasser heilt KP.
6,4,88,Passt Kraft entsprechend den\ngegnerischen Statuswerten an.
6,4,89,Steigert die Effektivität von\nBox- und Hieb-Attacken.
6,4,90,Heilt bei Vergiftungen KP.
6,4,91,Erhöht die Stärke von Attacken\ndesselben Typs.
6,4,92,Ermöglicht längere Trefferserien\nmit Serien-Attacken.
6,4,93,Heilt bei Regen Statusprobleme.
6,4,94,"Führt bei Sonne zu KP-Verlusten,\nerhöht aber den Spezial-Angriff."
6,4,95,Erhöht bei Statusproblemen\ndie Initiative.
6,4,96,Alle Attacken des Pokémon\nwerden zu Normal-Attacken.
6,4,97,Steigert den Schaden\nvon Volltreffern.
6,4,98,Das Pokémon nimmt nur durch\nOffensiv-Attacken Schaden.
6,4,99,Alle Attacken des oder auf\ndas Pokémon gelingen.
6,4,100,Handelt auch mit Initiative-Vorteil\nstets nach dem Gegner.
6,4,101,Steigert die Effektivität von\nschwächeren Attacken.
6,4,102,Verhindert bei Sonnenschein\nStatusprobleme.
6,4,103,Das Pokémon kann keine\ngetragenen Items verwenden.
6,4,104,Attacken können ungeachtet der\nFähigkeiten verwendet werden.
6,4,105,"Erhöht die Wahrscheinlichkeit,\neinen Volltreffer zu landen."
6,4,106,"Fügt einem Angreifer, der das\nPokémon besiegt, Schaden zu."
6,4,107,Ahnt gefährliche Attacken\ndes Gegners voraus.
6,4,108,Gibt Auskunft über das Attacken-\nRepertoire des Gegners.
6,4,109,Ignoriert Statusveränderungen\ndes Zieles.
6,4,110,Verstärkt nicht sehr effektive\nAttacken.
6,4,111,Senkt die Stärke sehr effektiver\nAttacken.
6,4,112,Halbiert zeitweilig den Angriff\nund die Initiative.
6,4,113,Normal- und Kampf-Attacken\ntreffen Pokémon vom Typ Geist.
6,4,114,Absorbiert Wasser-Attacken\nund steigert den Spezial-Angriff.
6,4,115,Regeneriert bei Hagel\nnach und nach KP.
6,4,116,Senkt die Stärke sehr effektiver\nAttacken.
6,4,117,Das Pokémon beschwört im\nKampf Hagelstürme herauf.
6,4,118,Das Pokémon sammelt\ngelegentlich Honig auf.
6,4,119,Gibt Auskunft über gegnerische\nItems.
6,4,120,Verstärkt Attacken mit\nRückstoß-Schaden.
6,4,121,Passt seinen Typ der\ngetragenen Tafel an.
6,4,122,Steigert bei Sonne die Effektivität\naller Team-Pokémon.
6,4,123,Senkt die KP eines\nschlafenden Gegners.
6,4,124,"Stiehlt Angreifern Items,\nwenn es von ihnen berührt wird."
6,4,125,"Bewirkt einen Kraftschub,\naber hebt Zusatz-Effekte auf."
6,4,126,Statusveränderungen werden\numgekehrt.
6,4,127,Hindert den Gegner durch Stress\nam Beerenkonsum.
6,4,128,"Senkt der Gegner die Status-\nwerte, steigt der Angriffs-Wert."
6,4,129,Bei halbierter KP-Anzahl\nsinken die Statuswerte.
6,4,130,Blockiert gelegentlich Attacken.
6,4,131,Befreit Mitstreiter gelegentlich\nvon Statusproblemen.
6,4,132,Verringert den Schaden\nan Mitstreitern.
6,4,133,Phys. Treffer senken Verteidigung\nund steigern Initiative.
6,4,134,Verdoppelt das eigene Gewicht.
6,4,135,Halbiert das eigene Gewicht.
6,4,136,Verringert den erlittenen Schaden\nbei vollen KP.
6,4,137,Erhöht bei Vergiftung die Stärke\nvon physischen Attacken.
6,4,138,Verstärkt bei Verbrennungen\ndie Stärke von Spezial-Attacken.
6,4,139,Dieselbe Beere kann mehrmals\nverwendet werden.
6,4,140,Erkennt und pariert Attacken\nvon Mitstreitern.
6,4,141,Erhöht einen Statuswert\nund senkt einen anderen.
6,4,142,Nimmt keinen Schaden\ndurch Wetterbedingungen.
6,4,143,Kann das Ziel durch\nbloßes Berühren vergiften.
6,4,144,Heilt beim Austauschen\neine geringe Menge an KP.
6,4,145,"Hindert Angreifer daran,\ndie Verteidigung zu senken."
6,4,146,Erhöht in Sandstürmen\ndie Initiative.
6,4,147,Wehrt mit robustem Körper\nviele Status-Attacken ab.
6,4,148,"Greift das Pokémon zuletzt an,\nist es stärker."
6,4,149,Bestreitet Kämpfe in der Gestalt\ndes Listenletzten.
6,4,150,Kämpft als Kopie seines\nGegenübers.
6,4,151,Überwindet gegnerische Schilde\nund greift an.
6,4,152,"Berührt man das Pokémon,\nübernimmt man seine Fähigkeit."
6,4,153,"Besiegt es ein Pokémon,\nsteigt sein Angriffs-Wert."
6,4,154,Angriff steigt nach Einstecken\neiner Unlicht-Attacke.
6,4,155,Aus Angst vor manchen Attacken\nsteigt die Initiative.
6,4,156,Lenkt Status-Attacken\nauf den Angreifer um.
6,4,157,Absorbiert Pflanzen-Attacken\nund steigert den Angriff.
6,4,158,Ermöglicht einen Erstschlag\nmit Status-Attacken.
6,4,159,Manche Attacken wirken\nin Sandstürmen besser.
6,4,160,Angreifer nehmen durch\nbloßes Berühren Schaden.
6,4,161,"Wechselt seine Gestalt,\nwenn es eng wird."
6,4,162,Erhöht Genauigkeit aller\nPokémon im Team.
6,4,163,Attacken können ungeachtet der\nFähigkeit verwendet werden.
6,4,164,Attacken können ungeachtet der\nFähigkeit verwendet werden.
6,4,165,Schützt alle Pokémon im Team\nvor manchen mentalen Angriffen.
6,4,166,Schützt Pflanzen-Pokémon\nvor gesenkten Statuswerten.
6,4,167,Heilt beim Konsum\nvon Beeren KP.
6,4,168,Das Pokémon nimmt bei Einsatz\neiner Attacke deren Typ an.
6,4,169,Halbiert den Schaden durch\nphysische Attacken.
6,4,170,"Stiehlt Items von Pokémon, die\ndurch Attacken getroffen wurden."
6,4,171,Schützt das Pokémon vor\ngeworfenen Bomben und Kugeln.
6,4,172,"Erhöht den Spezial-Angriff, wenn\nein Statuswert gesenkt wurde."
6,4,173,Der kräftige Kiefer des Pokémon\nverleiht ihm einen starken Biss.
6,4,174,Attacken vom Typ Normal\nnehmen den Typ Eis an.
6,4,175,Alle Pokémon im Team können\nnicht einschlafen.
6,4,176,Das Pokémon nimmt je nach\nKampftaktik eine andere Form an.
6,4,177,"Ermöglicht es dem Pokémon, mit\nFlug-Attacken zuerst anzugreifen."
6,4,178,"Erhöht die Stärke einiger Wellen-,\nAura- und Puls-Attacken."
6,4,179,"Erhöht die Verteidigung,\nwenn Grasfeld aktiv ist."
6,4,180,Das Pokémon kann sein Item an\neinen Mitstreiter weitergeben.
6,4,181,Erhöht die Stärke von direkten\nAngriffen.
6,4,182,Attacken vom Typ Normal\nnehmen den Typ Fee an.
6,4,183,Die Initiative von Angreifern sinkt\ndurch bloßes Berühren.
6,4,184,Attacken vom Typ Normal\nnehmen den Typ Flug an.
6,4,185,Zwei Generationen setzen\ngemeinsam zum Angriff an.
6,4,186,Erhöht die Stärke aller Attacken\ndes Typs Unlicht.
6,4,187,Erhöht die Stärke aller Attacken\ndes Typs Fee.
6,4,188,Kehrt die Wirkung von Auren um.
6,4,189,Ändert das Wetter. Unterbindet\ndirekte Feuer-Attacken.
6,4,190,Ändert das Wetter. Unterbindet\ndirekte Wasser-Attacken.
6,4,191,Ändert das Wetter. Schwächen\ndes Typs Flug werden beseitigt.
6,5,1,A volte il cattivo odore\nfa tentennare i nemici.
6,5,2,"Quando scende in campo,\nil Pokémon attira la pioggia."
6,5,3,La statistica Velocità aumenta\ngradualmente.
6,5,4,Evita che il Pokémon subisca\nbrutti colpi.
6,5,5,Evita che il Pokémon vada KO\nin un sol colpo.
6,5,6,Impedisce le mosse\nautodistruttive.
6,5,7,Il Pokémon è protetto contro\nla paralisi.
6,5,8,L’elusione aumenta durante\nle tempeste di sabbia.
6,5,9,Il contatto fisico con il Pokémon\npuò causare paralisi.
6,5,10,Ridà PS se il Pokémon subisce\nuna mossa di tipo Elettro.
6,5,11,Ridà PS se il Pokémon subisce\nuna mossa di tipo Acqua.
6,5,12,Protegge il Pokémon da\ninfatuazioni e provocazioni.
6,5,13,Neutralizza gli effetti delle\ncondizioni atmosferiche.
6,5,14,Aumenta la precisione\ndel Pokémon.
6,5,15,Impedisce al Pokémon\ndi addormentarsi.
6,5,16,Il Pokémon acquisisce il tipo\ndella mossa subita.
6,5,17,Impedisce al Pokémon di\nvenire avvelenato.
6,5,18,Potenzia le proprie mosse Fuoco\nse se ne subisce una.
6,5,19,Annulla gli effetti secondari\ndelle mosse subite.
6,5,20,Impedisce al Pokémon\ndi venire confuso.
6,5,21,Resiste a strumenti e mosse\ndi sostituzione.
6,5,22,Riduce la statistica Attacco\ndel nemico.
6,5,23,Impedisce la fuga al nemico.
6,5,24,"Se chi attacca mette a segno una    \nmossa fisica, viene danneggiato."
6,5,25,Rende vulnerabili solo alle\nmosse superefficaci.
6,5,26,Conferisce immunità agli attacchi \ndi tipo Terra.
6,5,27,"Al contatto può causare\navvelenamento, paralisi o sonno."
6,5,28,"Avvelena, paralizza o scotta il\nnemico che infligge lo stato."
6,5,29,Le statistiche del Pokémon\nnon possono essere ridotte.
6,5,30,Cura i problemi di stato quando\nil Pokémon viene sostituito.
6,5,31,Neutralizza mosse di tipo Elettro\nper aumentare l’Attacco Speciale. 
6,5,32,Gli effetti secondari delle mosse\nsono più probabili.
6,5,33,"Se piove, la statistica Velocità\naumenta."
6,5,34,"Se c’è il sole, la statistica\nVelocità aumenta."
6,5,35,È più probabile incontrare\nPokémon selvatici.
6,5,36,Copia l’abilità del nemico.
6,5,37,Migliora la statistica Attacco\ndel Pokémon.
6,5,38,Può avvelenare chi manda\na segno una mossa fisica.
6,5,39,Evita che il Pokémon tentenni.
6,5,40,Evita che il Pokémon\nvenga congelato.
6,5,41,Evita che il Pokémon\nresti scottato.
6,5,42,Impedisce la fuga ai Pokémon\ndi tipo Acciaio.
6,5,43,Fornisce immunità alle mosse\nbasate sul suono.
6,5,44,Il Pokémon recupera PS\nquando piove.
6,5,45,Causa una tempesta di sabbia\ndurante la lotta.
6,5,46,Il nemico usa più PP.
6,5,47,Aumenta la resistenza alle mosse\ndi tipo Fuoco e Ghiaccio.
6,5,48,Il Pokémon si risveglia\nrapidamente dal sonno.
6,5,49,"Al contatto subito, chi sferra\nl’attacco può venire scottato."
6,5,50,Garantisce la fuga dai\nPokémon selvatici.
6,5,51,Evita che la precisione\ndiminuisca.
6,5,52,Evita che la statistica Attacco\nvenga ridotta.
6,5,53,Aumenta la probabilità di trovare\nstrumenti.
6,5,54,Il Pokémon attacca un turno sì\ne uno no.
6,5,55,"Aumenta l’Attacco, ma riduce\nla precisione."
6,5,56,"Al contatto subito, chi sferra\nl’attacco può infatuarsi."
6,5,57,Aumenta l’Attacco Speciale se ci\nsono Pokémon con Meno o Più.
6,5,58,Aumenta l’Attacco Speciale se ci\nsono Pokémon con Meno o Più.
6,5,59,La forma di Castform cambia in \nbase alle condizioni atmosferiche. 
6,5,60,Protegge il Pokémon dal furto\ndi strumenti.
6,5,61,Può curare i problemi di stato\ndel Pokémon.
6,5,62,Aumenta l’Attacco in caso di\nproblemi di stato.
6,5,63,Aumenta la Difesa in caso di\nproblemi di stato.
6,5,64,Danneggia i Pokémon che usano\nmosse ruba-PS.
6,5,65,"Quando si è in difficoltà, potenzia  \nle mosse di tipo Erba."
6,5,66,"Quando si è in difficoltà, potenzia  \nle mosse di tipo Fuoco."
6,5,67,"Quando si è in difficoltà, potenzia  \nle mosse di tipo Acqua."
6,5,68,"Quando si è in difficoltà, potenzia  \nle mosse di tipo Coleottero."
6,5,69,Protegge il Pokémon dai\ncontraccolpi.
6,5,70,Il sole brilla intensamente quando \nil Pokémon entra in campo.
6,5,71,Impedisce la fuga al nemico.
6,5,72,Impedisce al Pokémon\ndi addormentarsi.
6,5,73,Le statistiche del Pokémon\nnon possono essere ridotte.
6,5,74,Migliora la statistica Attacco\ndel Pokémon.
6,5,75,Evita che il Pokémon subisca\nbrutti colpi.
6,5,76,Neutralizza gli effetti delle\ncondizioni atmosferiche.
6,5,77,Aumenta l’elusione se\nil Pokémon è confuso.
6,5,78,Le mosse di tipo Elettro subite\nfanno aumentare la Velocità.
6,5,79,Rende più forti contro nemici\ndello stesso sesso.
6,5,80,Aumenta la Velocità se\nil Pokémon tentenna.
6,5,81,Aumenta l’elusione quando\ngrandina.
6,5,82,Favorisce l’uso anticipato di\nuna bacca tenuta dal Pokémon.
6,5,83,Massimizza l’Attacco se si\nsubisce un brutto colpo.
6,5,84,Aumenta la Velocità dopo aver\nusato o perso uno strumento.
6,5,85,Indebolisce l’effetto di mosse\ndi tipo Fuoco.
6,5,86,Le modifiche alle statistiche sono\npiù accentuate.
6,5,87,"Riduce i PS se fa caldo.\nIn presenza di acqua, ridà PS."
6,5,88,Regola la potenza in base\nal nemico.
6,5,89,Potenzia le mosse che\nutilizzano pugni.
6,5,90,Ridà PS se il Pokémon\nè avvelenato.
6,5,91,Potenzia le mosse dello stesso\ntipo del Pokémon.
6,5,92,Aumenta la frequenza di mosse\nmulticolpo.
6,5,93,Cura i problemi di stato se piove.
6,5,94,"Se c’è il sole aumenta l’Attacco\nSpeciale, ma riduce i PS."
6,5,95,Aumenta la Velocità se c’è\nun problema di stato.
6,5,96,Le mosse del Pokémon\ndiventano di tipo Normale.
6,5,97,Aumenta i danni inflitti\ndai brutti colpi.
6,5,98,Il Pokémon subisce danni solo\nda attacchi diretti.
6,5,99,Le mosse del Pokémon e del\nnemico vanno sempre a segno.
6,5,100,"I nemici attaccano sempre per\nprimi, anche se sono più lenti."
6,5,101,Potenzia le mosse più deboli\ndel Pokémon.
6,5,102,Evita problemi di stato quando\nc’è il sole.
6,5,103,Il Pokémon non può usare\nlo strumento che ha.
6,5,104,Neutralizza le abilità che\nbloccano le mosse.
6,5,105,Aumenta la probabilità di\ninfliggere brutti colpi.
6,5,106,Arreca danni al Pokémon che\nsferra il colpo finale.
6,5,107,Rivela se il nemico ha mosse\npericolose.
6,5,108,Scopre la mossa più potente\ndel nemico.
6,5,109,Ignora le modifiche alle\nstatistiche del nemico.
6,5,110,Potenzia le mosse non molto\nefficaci.
6,5,111,Riduce la potenza delle mosse\nsuperefficaci.
6,5,112,Dimezza per un po’ l’Attacco e\nla Velocità.
6,5,113,I Pokémon di tipo Spettro sono\ncolpiti da mosse Normale e Lotta. 
6,5,114,Neutralizza mosse di tipo Acqua\nper aumentare l’Attacco Speciale. 
6,5,115,Il Pokémon recupera PS quando\ngrandina.
6,5,116,Riduce la potenza delle mosse\nsuperefficaci.
6,5,117,Il Pokémon provoca una\ngrandinata durante la lotta.
6,5,118,Il Pokémon può raccogliere\nMiele.
6,5,119,Il Pokémon scopre che\nstrumento ha il nemico.
6,5,120,Potenzia le mosse che provocano \ncontraccolpi.
6,5,121,Cambia il tipo del Pokémon\na seconda della lastra che ha.
6,5,122,"Se c’è il sole, potenzia chi la usa\ne gli alleati."
6,5,123,Riduce i PS dei nemici\naddormentati.
6,5,124,"Al contatto subito, ruba lo\nstrumento di chi lo ha attaccato."
6,5,125,Aumenta i danni annullando altri\neffetti delle mosse.
6,5,126,Le modifiche alle statistiche\nhanno effetto inverso.
6,5,127,Il nemico viene intimidito e non\npuò mangiare bacche.
6,5,128,L’Attacco aumenta quando un\nnemico fa calare le statistiche.
6,5,129,Le statistiche scendono se i PS\ncalano a metà o meno.
6,5,130,A volte inibisce l’ultima mossa\nusata dal nemico.
6,5,131,A volte cura i problemi di stato\ndegli alleati.
6,5,132,Riduce il danno subito dagli\nalleati.
6,5,133,Riduce la Difesa e aumenta la\nVelocità se il Pokémon è colpito.
6,5,134,Raddoppia il peso del Pokémon.
6,5,135,Dimezza il peso del Pokémon.
6,5,136,Riduce il danno subito se i PS\nsono al massimo.
6,5,137,Aumenta l’Attacco se il Pokémon\nè avvelenato.
6,5,138,Aumenta l’Attacco Speciale se\nil Pokémon è scottato.
6,5,139,Può ricreare una bacca utilizzata.
6,5,140,Prevede ed evita gli attacchi\ndegli alleati.
6,5,141,Aumenta una statistica e ne\nriduce un’altra.
6,5,142,"Protegge il Pokémon da polvere,\nsabbia e grandine."
6,5,143,Può avvelenare il nemico al solo\ncontatto fisico.
6,5,144,Il Pokémon recupera un po’\ndi PS quando viene sostituito. 
6,5,145,Evita che la Difesa diminuisca.
6,5,146,La Velocità aumenta nelle\ntempeste di sabbia.
6,5,147,Resiste più facilmente ai\ncambiamenti di stato.
6,5,148,"Se agisce per ultimo, la potenza\ndella mossa sale."
6,5,149,Entra con le sembianze\ndell’ultimo Pokémon in squadra.
6,5,150,Si trasforma nel Pokémon che ha\ndavanti.
6,5,151,Attacca evitando le barriere\ndel nemico.
6,5,152,L’abilità del nemico cambia\nin Mummia dopo il contatto.
6,5,153,Aumenta l’Attacco quando\nmanda un nemico KO.
6,5,154,L’Attacco aumenta se si è\ncolpiti da una mossa di tipo Buio.
6,5,155,"Per paura di certi tipi di mosse,\nla Velocità sale."
6,5,156,Riflette al mittente le mosse\ndi stato.
6,5,157,Neutralizza le mosse di tipo Erba\nsubite per aumentare l’Attacco.
6,5,158,Dà priorità a mosse che alterano\nlo stato.
6,5,159,Potenzia alcune mosse nelle\ntempeste di sabbia.
6,5,160,"Se chi attacca mette a segno una    \nmossa fisica, viene danneggiato."
6,5,161,"Se il Pokémon è in difficoltà,\nne cambia l’aspetto."
6,5,162,Aumenta la precisione di chi la\npossiede e quella degli alleati.
6,5,163,Neutralizza le abilità che\nbloccano le mosse.
6,5,164,Neutralizza le abilità che\nbloccano le mosse.
6,5,165,Protegge sé e gli alleati da mosse \nche limitano la scelta di attacchi.
6,5,166,Evita il calo delle statistiche\ndegli alleati di tipo Erba.
6,5,167,Fa recuperare PS quando\nil Pokémon mangia una bacca.
6,5,168,Cambia il tipo del Pokémon in\nquello della mossa usata.
6,5,169,Dimezza il danno degli attacchi\nfisici subiti.
6,5,170,Ruba lo strumento del Pokémon\nsu cui è stata usata una mossa.
6,5,171,Protegge da alcune mosse\na base di proiettili e bombe.
6,5,172,L’Attacco aumenta quando un\nnemico fa calare le statistiche.
6,5,173,La robusta mascella del Pokémon  \npermette morsi molto potenti.
6,5,174,Le mosse di tipo Normale\ndiventano di tipo Ghiaccio.
6,5,175,Impedisce a sé e agli alleati\ndi addormentarsi.
6,5,176,L’aspetto del Pokémon cambia\nin base alla modalità di lotta.
6,5,177,Dà priorità alle mosse di tipo\nVolante.
6,5,178,Potenzia le mosse “pulsar”\ne altre come Ondasana.
6,5,179,Aumenta la Difesa durante\nl’effetto di Campo Erboso.
6,5,180,Il Pokémon può passare il suo\nstrumento a un alleato.
6,5,181,Potenzia le mosse che causano\nun contatto fisico.
6,5,182,Le mosse di tipo Normale\ndiventano di tipo Folletto.
6,5,183,Riduce la Velocità del Pokémon\ncon cui entra in contatto.
6,5,184,Le mosse di tipo Normale\ndiventano di tipo Volante.
6,5,185,Il Pokémon e il suo piccolo\nattaccano insieme.
6,5,186,Potenzia le mosse di tipo Buio\ndi tutti i Pokémon.
6,5,187,Potenzia le mosse di tipo Folletto \ndi tutti i Pokémon.
6,5,188,Inverte gli effetti di tutte\nle aure.
6,5,189,Crea un clima che rende inefficaci  \ngli attacchi di tipo Fuoco.
6,5,190,Crea un clima che rende inefficaci  \ngli attacchi di tipo Acqua.
6,5,191,Crea un clima che annulla i punti\ndeboli del tipo Volante.
6,6,1,Es posible que el rival retroceda\npor el mal olor.
6,6,2,Hace que llueva cuando entra en\ncombate.
6,6,3,Aumenta la Velocidad\ngradualmente.
6,6,4,Bloquea los golpes críticos.
6,6,5,Evita que el rival pueda debilitarle\nde un solo golpe.
6,6,6,Evita que un Pokémon pueda\nautodestruirse.
6,6,7,Evita ser paralizado.
6,6,8,Aumenta la Evasión en las\ntormentas de arena.
6,6,9,Puede paralizar al mínimo\ncontacto.
6,6,10,Recupera PS al recibir ataques de\ntipo Eléctrico.
6,6,11,Recupera PS al recibir ataques de\ntipo Agua.
6,6,12,Evita que el Pokémon sea\natraído o provocado.
6,6,13,Anula los efectos del tiempo\natmosférico.
6,6,14,Aumenta la Precisión del\nPokémon.
6,6,15,Evita el quedarse dormido.
6,6,16,Adopta el tipo del último\nmovimiento del que se es blanco.
6,6,17,Evita el envenenamiento.
6,6,18,Potencia movimientos de tipo\nFuego si ha sufrido antes alguno.
6,6,19,Anula el efecto secundario del\nataque sufrido.
6,6,20,Evita ser confundido.
6,6,21,Anula movimientos y objetos que\nfuerzan el relevo.
6,6,22,Baja el Ataque del rival.
6,6,23,Evita que el enemigo huya.
6,6,24,Hiere al hacer contacto.
6,6,25,Solo le hacen daño los\nmovimientos supereficaces.
6,6,26,Proporciona inmunidad frente a\nlos ataques de tipo Tierra.
6,6,27,"Puede dormir, envenenar o\nparalizar al contacto."
6,6,28,"Contagia envenenamiento,\nparálisis o quemaduras."
6,6,29,Evita que bajen las\ncaracterísticas.
6,6,30,Cura problemas de estado al\ncambiar de Pokémon.
6,6,31,Atrae y neutraliza movimientos de\ntipo Eléctrico y sube el At. Esp.
6,6,32,Aumenta la probabilidad de que\nhaya efectos secundarios.
6,6,33,Sube la Velocidad cuando hay\nlluvia.
6,6,34,Sube la Velocidad cuando hay\nsol.
6,6,35,Aumenta la probabilidad de\nencontrar Pokémon.
